mdomid	ogsid
LOC101890116_XP_005190684.1	26759
LOC101887907_XP_005184707.1	17155
LOC101892533_XP_005175045.1	15464
LOC101892609_XP_005180424.1	706
LOC101901200_XP_005185281.1	8006
LOC101898628_XP_005191215.1	25275
LOC101899978_XP_005183759.1	9195
LOC101901192_XP_005182820.1	21038
LOC101897353_XP_005186164.1	5977
LOC101887729_XP_005180041.1	26651
LOC101893498_XP_005189191.1	21584
LOC101897577_XP_005183989.1	20558
LOC101889086_XP_005188403.1	675
LOC101892159_XP_005182503.1	5923
LOC101899961_XP_005178969.1	14555
LOC101892148_XP_005180334.1	20312
LOC101897339_XP_005180635.1	9717
LOC101889704_XP_005184390.1	26436
LOC101893161_XP_005188164.1	12647
LOC101892731_XP_005184574.1	2546
LOC101891935_XP_005184730.1	17213
LOC101887921_XP_005188992.1	500
LOC101892359_XP_005191522.1	23484
LOC101888016_XP_005185540.1	23202
LOC101892937_XP_005192222.1	8858
LOC101887813_XP_005188826.1	19084
LOC101891546_XP_005189179.1	10155
LOC101891429_XP_005190604.1	21194
LOC101900571_XP_005189065.1	1340
LOC101895468_XP_005179832.1	10157
LOC101888513_XP_005176622.1	10623
LOC101895247_XP_005180890.1	14740.1
LOC101887871_XP_005191804.1	10560
LOC101896665_XP_005189999.1	61
LOC101890421_XP_005181198.1	23769
LOC101894181_XP_005190153.1	4938
LOC101898619_XP_005187671.1	24360
LOC101889913_XP_005178210.1	16560
LOC101893501_XP_005190448.1	3743
LOC101898860_XP_005191784.1	26299
LOC101893394_XP_005192146.1	14142
LOC101894216_XP_005184829.1	8669
LOC101891647_XP_005183031.1	8419
LOC101897095_XP_005180186.1	21641
LOC101891465_XP_005182674.1	15898
LOC101890816_XP_005178305.1	5953
LOC101900895_XP_005181010.1	1007
LOC101890313_XP_005182071.1	200
LOC101896285_XP_005181840.1	11226
LOC101896848_XP_005191626.1	8444
LOC101894240_XP_005192149.1	8202
LOC101889310_XP_005185378.1	14188
LOC101901674_XP_005177519.1	3174
LOC101887354_XP_005187439.1	21341
LOC101894018_XP_005177648.1	16887
LOC101899805_XP_005183255.1	8068
LOC101888329_XP_005191331.1	24756.2
LOC101892010_XP_005188933.1	24606
LOC101887581_XP_005185288.1	14173.2
LOC101890023_XP_005179630.1	21653
LOC101901767_XP_005188570.1	16172
LOC101897884_XP_005192012.1	16924.1.1
LOC101900863_XP_005187267.1	14224
LOC101899784_XP_005177763.1	4083
LOC101887918_XP_005188040.1	23568
LOC101893224_XP_005190702.1	18648
LOC101900786_XP_005182641.1	9787
LOC101893946_XP_005189735.1	4089
LOC101900293_XP_005174840.1	18182
LOC101891132_XP_005188059.1	21512
LOC101895628_XP_005190306.1	23735.1
LOC101900858_XP_005186267.1	14637
LOC101891502_XP_005176280.1	18727
LOC101890058_XP_005189880.1	25121
LOC101894441_XP_005186230.1	21116
LOC101889858_XP_005180592.1	3775
LOC101895233_XP_005176034.1	7027.1
LOC101887450_XP_005181706.1	1989
LOC101899014_XP_005185190.1	6867
LOC101892423_XP_005192219.1	24224.1.1
LOC101898657_XP_005181944.1	22459
LOC101890836_XP_005184217.1	16568.1
LOC101898661_XP_005183249.1	14740.2
LOC101888364_XP_005185039.1	21000
LOC101899358_XP_005182990.1	8739
LOC101899124_XP_005182130.1	6815
LOC101895183_XP_005177898.1	1965
LOC101889942_XP_005188052.1	10931
LOC101890315_XP_005182758.1	21669
LOC101892752_XP_005189728.1	20455
LOC101899015_XP_005185267.1	19246
LOC101900560_XP_005185277.1	22158
LOC101894227_XP_005188078.1	22122
LOC101897456_XP_005180903.1	17310.2
LOC101889553_XP_005189567.1	16793.1
LOC101888838_XP_005187026.1	25956
LOC101890598_XP_005183286.1	24244
LOC101899864_XP_005183668.1	11931
LOC101898048_XP_005191703.1	5189
LOC101890162_XP_005188320.1	26816
LOC101894629_XP_005191685.1	23726
LOC101889634_XP_005180228.1	11176
LOC101900596_XP_005178713.1	5127.2
LOC101895986_XP_005175299.1	6305
LOC101888647_XP_005182389.1	5513
LOC101888630_XP_005177699.1	15452.2
LOC101894113_XP_005187400.1	13093
LOC101897076_XP_005192092.1	25869
LOC101891075_XP_005189325.1	2069
LOC101893001_XP_005177884.1	1144
LOC101888086_XP_005187365.1	9391
LOC101891034_XP_005191899.1	14594
LOC101893976_XP_005182004.1	15903
LOC101895884_XP_005179128.1	10261
LOC101895045_XP_005187405.1	6772
LOC101897100_XP_005181422.1	4556
LOC101898243_XP_005177672.1	24899
LOC101891620_XP_005176464.1	10643
LOC101889696_XP_005182931.1	7949
LOC101900014_XP_005179059.1	13197
LOC101890860_XP_005191898.1	16534
LOC101898364_XP_005182126.1	7823
LOC101895889_XP_005180092.1	2874
LOC101887565_XP_005180129.1	21501
LOC101900915_XP_005185529.1	24819.2
LOC101893040_XP_005189188.1	18335
LOC101895952_XP_005181927.1	22008
LOC101896797_XP_005175605.1	21758
LOC101899652_XP_005188113.1	21605
LOC101894505_XP_005187734.1	14845
LOC101892161_XP_005182678.1	6267
LOC101888860_XP_005175025.1	23157
LOC101897572_XP_005182357.1	22123.1
LOC101899724_XP_005191789.1	17614
LOC101896213_XP_005178952.1	4569
LOC101892704_XP_005192069.1	13448
LOC101901557_XP_005175752.1	17437.1.1
PASA1_gene_40_PASA1_model_41	4666
LOC101887571_XP_005181965.1	11152
LOC101887870_XP_005191408.1	13457
LOC101891802_XP_005180332.1	27420
LOC101892690_XP_005187810.1	14236
LOC101897607_XP_005176678.1	13155
LOC101898086_XP_005184264.1	12632
LOC101900869_XP_005188478.1	20661.1
LOC101898334_XP_005187929.1	24875
LOC101897528_XP_005188718.1	6478
LOC101901545_XP_005190117.1	16793.1
LOC101892578_XP_005189185.1	9284
LOC101893610_XP_005190225.1	10666
LOC101891328_XP_005176991.1	19367
LOC101893484_XP_005184738.1	13522.2
LOC101892760_XP_005190943.1	9866
LOC101893185_XP_005178936.1	26691
LOC101890301_XP_005178654.1	16520
LOC101894220_XP_005186314.1	22051
LOC101891099_XP_005176719.1	21067
LOC101889572_XP_005178474.1	12061
LOC101900641_XP_005176067.1	4581
LOC101900621_XP_005187942.1	26491
LOC101899354_XP_005181517.1	26162
LOC101897772_XP_005189365.1	20972
LOC101899071_XP_005186003.1	1798
LOC101893778_XP_005190296.1	14372
LOC101897173_XP_005185179.1	4048
LOC101889432_XP_005187201.1	21717
LOC101898051_XP_005192170.1	10480
LOC101890892_XP_005185556.1	21057
LOC101898567_XP_005189610.1	25089
PASA1_gene_62_PASA1_model_65	13464
LOC101893796_XP_005180344.1	11551
LOC101899396_XP_005177235.1	17586
LOC101897920_XP_005185431.1	2840
LOC101887480_XP_005175334.1	27401
LOC101889603_XP_005188143.1	13628
LOC101898858_XP_005191637.1	21918
LOC101894976_XP_005182173.1	4938
LOC101895897_XP_005181753.1	21098
LOC101897169_XP_005183158.1	18438
LOC101893685_XP_005179740.1	2520
LOC101895989_XP_005175873.1	25534
LOC101890912_XP_005174873.1	16364
LOC101899662_XP_005175002.1	20872
LOC101900032_XP_005183581.1	3554
LOC101900305_XP_005177766.1	23819
LOC101900425_XP_005182639.1	15885
LOC101888621_XP_005175761.1	8606
LOC101890019_XP_005177538.1	13200
LOC101890615_XP_005189093.1	22148
LOC101889690_XP_005181629.1	1644.1
LOC101894526_XP_005176919.1	26514
LOC101889743_XP_005178042.1	3080.1
LOC101897881_XP_005191634.1	15435
LOC101887212_XP_005178111.1	8081
LOC101893889_XP_005191028.1	15214
LOC101895584_XP_005175538.1	27418
LOC101897610_XP_005177580.1	25066
LOC101895709_XP_005179033.1	11379
LOC101899660_XP_005192255.1	3614
LOC101894030_XP_005182094.1	6970
LOC101891110_XP_005181898.1	15320
LOC101893015_XP_005181736.1	3564
LOC101891765_XP_005185820.1	150
LOC101897783_XP_005175074.1	25956
LOC101896105_XP_005176127.1	21026
LOC101892106_XP_005183956.1	11686
LOC101892011_XP_005189421.1	18586.1
LOC101888760_XP_005180315.1	18424
LOC101901649_XP_005188658.1	17224.2
LOC101890769_XP_005183119.1	10010
LOC101901474_XP_005184785.1	8979
LOC101900600_XP_005182465.1	25216
LOC101898386_XP_005188638.1	14619
LOC101891603_XP_005187803.1	22599
LOC101888587_XP_005182154.1	21823
LOC101898515_XP_005189762.1	1662
LOC101893269_XP_005187638.1	6790
LOC101893523_XP_005180878.1	10455
LOC101901196_XP_005183849.1	12453
LOC101901515_XP_005179252.1	6392
LOC101887958_XP_005181710.1	15163
LOC101890871_XP_005177870.1	187
LOC101892295_XP_005190442.1	10268
LOC101893898_XP_005175663.1	25539
LOC101889189_XP_005184387.1	26831.1.1
LOC101893532_XP_005183804.1	25645.1
LOC101889629_XP_005178996.1	1105
LOC101897275_XP_005179843.1	2254
LOC101892694_XP_005188773.1	22163
LOC101898484_XP_005181339.1	17032
LOC101887458_XP_005184291.1	12978
LOC101898432_XP_005183488.1	12894
LOC101893422_XP_005183388.1	21739
LOC101901112_XP_005190985.1	8717
LOC101887859_XP_005188488.1	15867
LOC101899944_XP_005191142.1	2984
LOC101887826_XP_005175178.1	25645.2
LOC101889321_XP_005188670.1	24756.1.1
LOC101894858_XP_005180794.1	26532
LOC101890136_XP_005179720.1	25008.1
LOC101891947_XP_005187890.1	23747
LOC101901007_XP_005179864.1	3453
LOC101896621_XP_005177218.1	24819.1.2.1
LOC101896169_XP_005182439.1	8509
LOC101892195_XP_005192066.1	4619
LOC101900392_XP_005186180.1	25657
LOC101892217_XP_005180513.1	12456
LOC101898072_XP_005180282.1	25913
LOC101888696_XP_005179877.1	18007
LOC101889908_XP_005176712.1	12539
LOC101900328_XP_005184533.1	18810
LOC101898380_XP_005187253.1	25080
LOC101892701_XP_005191604.1	850
LOC101901489_XP_005189476.1	692
LOC101896373_XP_005191291.1	14132
LOC101898793_XP_005187586.1	7252.1
LOC101898124_XP_005179233.1	3458
LOC101895099_XP_005189033.1	6666
LOC101888705_XP_005183014.1	26131
LOC101901002_XP_005179249.1	22606
LOC101898219_XP_005189845.1	2215
LOC101896763_XP_005184256.1	19445
LOC101889234_XP_005181458.1	7830
LOC101888070_XP_005182745.1	17651
LOC101887506_XP_005183594.1	22450
LOC101899390_XP_005191787.1	14200
LOC101892765_XP_005175207.1	24685.1.1
LOC101900466_XP_005177242.1	3166.2
LOC101894537_XP_005179997.1	20395.1.1.2
LOC101898829_XP_005183250.1	14740.1
LOC101898988_XP_005178180.1	6702
LOC101888404_XP_005176883.1	25883.2.1
LOC101889203_XP_005189565.1	19666
LOC101896377_XP_005176404.1	5638
LOC101890534_XP_005181466.1	25098
LOC101893285_XP_005191187.1	2204.1
LOC101890382_XP_005187206.1	26715
LOC101889266_XP_005189957.1	10625
LOC101891235_XP_005184567.1	24756.1.1
LOC101890053_XP_005188839.1	17037
LOC101888919_XP_005174947.1	16793.1
LOC101900616_XP_005186932.1	12086
LOC101887942_XP_005178724.1	17461
LOC101897130_XP_005189754.1	13129
LOC101901260_XP_005184871.1	3542
LOC101900517_XP_005190487.1	21694
LOC101890898_XP_005187542.1	26412
LOC101897490_XP_005191777.1	20058
LOC101894523_XP_005175737.1	6731
LOC101887250_XP_005190027.1	6183
LOC101891226_XP_005181724.1	14618
LOC101898174_XP_005175965.1	12127
LOC101890232_XP_005176456.1	24756.1.1
LOC101892434_XP_005179554.1	19227
LOC101892898_XP_005179989.1	15621
PASA1_gene_54_PASA1_model_55	868
LOC101900278_XP_005187681.1	16797.2
LOC101891614_XP_005174963.1	7644
LOC101896254_XP_005190309.1	820
LOC101899320_XP_005188976.1	12390
LOC101891223_XP_005180600.1	3841
LOC101894455_XP_005190072.1	20974
LOC101888217_XP_005190674.1	10177
LOC101901401_XP_005178544.1	10633
LOC101896755_XP_005181501.1	16453
LOC101892196_XP_005174797.1	6672
LOC101890934_XP_005181201.1	3338
LOC101891709_XP_005185650.1	17296
LOC101893240_XP_005177725.1	17439
LOC101889841_XP_005175347.1	9001
LOC101899125_XP_005182366.1	17183
LOC101897908_XP_005181591.1	14059
LOC101891365_XP_005188594.1	9969
LOC101895730_XP_005184250.1	24107
LOC101897476_XP_005187752.1	13467
LOC101893907_XP_005177558.1	14376
LOC101893355_XP_005181051.1	15855
LOC101887406_XP_005185862.1	15631
LOC101901077_XP_005181174.1	11784
LOC101888703_XP_005182226.1	7973
LOC101898781_XP_005183168.1	423
LOC101891234_XP_005184397.1	26436
LOC101889788_XP_005176181.1	879
LOC101893201_XP_005182955.1	18413
LOC101888984_XP_005176798.1	16892
LOC101887935_XP_005176169.1	18708
LOC101899533_XP_005182991.1	5460
LOC101889362_XP_005183780.1	7265
LOC101896698_XP_005182352.1	76
LOC101888131_XP_005183194.1	20410
LOC101901293_XP_005177688.1	17342
LOC101890175_XP_005175839.1	1669
LOC101889230_XP_005180317.1	15259
LOC101899109_XP_005178093.1	7232
LOC101891639_XP_005181553.1	13522.1.1.1
LOC101890979_XP_005176095.1	9906
LOC101895784_XP_005185758.1	20977
LOC101897531_XP_005189685.1	19369
LOC101887534_XP_005190751.1	15597
LOC101890788_XP_005189650.1	2984
LOC101892107_XP_005184319.1	26894
LOC101889154_XP_005191165.1	17024
LOC101888367_XP_005185711.1	10062
LOC101887596_XP_005189161.1	5639
LOC101897570_XP_005181589.1	4625
LOC101894967_XP_005178330.1	8608
LOC101894838_XP_005174811.1	22523
LOC101897523_XP_005187493.1	16326
LOC101894390_XP_005186061.1	2587
LOC101890739_XP_005174958.1	25682
LOC101901659_XP_005191070.1	18024
LOC101897428_XP_005189451.1	6748
LOC101890724_XP_005188679.1	4119
LOC101894623_XP_005190539.1	20946
LOC101899771_XP_005191141.1	14590
LOC101894614_XP_005188949.1	21025
LOC101893620_XP_005175285.1	16794
LOC101900338_XP_005188117.1	2267
LOC101896408_XP_005186242.1	15460.1
LOC101888942_XP_005181973.1	5148
LOC101898350_XP_005175813.1	12294
LOC101899599_XP_005188377.1	10132
LOC101892309_XP_005178665.1	19420
LOC101895385_XP_005186812.1	8254
LOC101897748_XP_005183655.1	17910
LOC101897266_XP_005177027.1	11945
LOC101898311_XP_005180907.1	4724.1
LOC101892283_XP_005185887.1	23831
LOC101899286_XP_005179319.1	12919
LOC101894067_XP_005192077.1	20130
LOC101888800_XP_005174773.1	15222
LOC101897519_XP_005185994.1	4172
LOC101900799_XP_005186933.1	17437.1.1
LOC101887844_XP_005182563.1	4791
LOC101895665_XP_005183977.1	17287
LOC101893009_XP_005180074.1	22814
LOC101893939_XP_005187399.1	24004
LOC101892769_XP_005175782.1	14366
LOC101896816_XP_005181236.1	26085
LOC101892584_XP_005190219.1	8114
LOC101897338_XP_005180277.1	16304
LOC101900568_XP_005188294.1	8434
LOC101899556_XP_005190105.1	22655
LOC101892453_XP_005186391.1	14151
LOC101895022_XP_005179211.1	4279
LOC101896363_XP_005189273.1	17024
LOC101891050_XP_005180505.1	27392
LOC101895476_XP_005182257.1	15331
LOC101897381_XP_005174913.1	6041
LOC101896891_XP_005186417.1	15508
LOC101899373_XP_005186837.1	12189.1
LOC101898887_XP_005185349.1	19323
LOC101891416_XP_005186212.1	9930.1.1.2
LOC101892793_XP_005183459.1	3725
LOC101895436_XP_005187652.1	25569
LOC101899754_XP_005185779.1	2421
LOC101900797_XP_005186100.1	312
LOC101895731_XP_005185170.1	11876
LOC101890786_XP_005188928.1	9035
LOC101901429_XP_005186757.1	13483
LOC101896977_XP_005178430.1	6669
LOC101893265_XP_005186973.1	11925
LOC101899190_XP_005186431.1	14301
LOC101900908_XP_005183586.1	15060
LOC101890215_XP_005189881.1	26759
LOC101891256_XP_005191013.1	15460.1
LOC101898059_XP_005176324.1	1019
LOC101893986_XP_005183632.1	25396
LOC101897815_XP_005185848.1	24354
LOC101887495_XP_005178374.1	21276
LOC101899162_XP_005177922.1	25905.2
PASA1_gene_11_PASA1_model_11	12776.2
LOC101888662_XP_005187445.1	1093
LOC101887949_XP_005179960.1	19106
LOC101888199_XP_005186112.1	8957
LOC101887959_XP_005182478.1	8661
LOC101889813_XP_005184211.1	3743
LOC101897378_XP_005192009.1	15605.1
LOC101887609_XP_005175097.1	17879
LOC101894377_XP_005181057.1	3251
LOC101891879_XP_005186301.1	23337
LOC101896677_XP_005175878.1	560
LOC101898577_XP_005192016.1	25188
LOC101897455_XP_005180721.1	14389.1.1
LOC101896831_XP_005187489.1	17450
LOC101899888_XP_005190107.1	20256
LOC101888425_XP_005183010.1	20702
LOC101891971_XP_005179551.1	18681
LOC101899721_XP_005191223.1	20878
LOC101892803_XP_005185890.1	20757
LOC101892261_XP_005177637.1	8794
LOC101898580_XP_005175238.1	5424
LOC101896227_XP_005183736.1	4601
LOC101887247_XP_005189240.1	22009
LOC101892177_XP_005186880.1	18296.1
LOC101888112_XP_005178552.1	15724
LOC101889689_XP_005181461.1	15152
LOC101896003_XP_005180179.1	27234.1
LOC101888565_XP_005175421.1	25527
LOC101899095_XP_005175082.1	2949
LOC101898325_XP_005186087.1	16324
LOC101897010_XP_005188879.1	8378
LOC101887445_XP_005181100.1	25951
LOC101901444_XP_005192112.1	20760
LOC101892237_XP_005189019.1	2902
LOC101888149_XP_005189078.1	26107
LOC101896235_XP_005185986.1	10532
LOC101892393_XP_005185148.1	20441
LOC101899253_XP_005189145.1	6623
LOC101894584_XP_005179745.1	25723.1
LOC101900695_XP_005190488.1	26692
LOC101897420_XP_005186824.1	20171
LOC101900784_XP_005180741.1	27097
LOC101890834_XP_005183612.1	2501
LOC101898272_XP_005187416.1	14816.1
LOC101888339_XP_005176536.1	945
LOC101888351_XP_005181368.1	306
LOC101901651_XP_005189477.1	16316
LOC101899959_XP_005178273.1	1197
LOC101892782_XP_005180425.1	3233.1
LOC101887547_XP_005175832.1	7252.1
LOC101891995_XP_005184815.1	20848
LOC101896196_XP_005190959.1	12165
LOC101890150_XP_005184719.1	14439
LOC101894088_XP_005179656.1	12442
LOC101893867_XP_005184505.1	11666
LOC101889020_XP_005188223.1	21189
LOC101887798_XP_005183935.1	14111
LOC101901590_XP_005184873.1	9364
LOC101888978_XP_005191965.1	23913
LOC101894848_XP_005177738.1	16132
LOC101897592_XP_005187665.1	15598
LOC101889396_XP_005176709.1	13836.1
LOC101889521_XP_005179535.1	8189
LOC101894844_XP_005176572.1	24045
LOC101887210_XP_005177690.1	1190
LOC101889551_XP_005189002.1	14100
LOC101888160_XP_005192119.1	24555
LOC101900488_XP_005182042.1	3767
LOC101896118_XP_005181497.1	20429
LOC101892566_XP_005185149.1	9307
LOC101899933_XP_005187938.1	26491
LOC101891658_XP_005186634.1	19527
LOC101898287_XP_005191302.1	17614
LOC101901670_XP_005176436.1	20978
LOC101893512_XP_005177887.1	4514
LOC101896174_XP_005183980.1	26429
LOC101892027_XP_005176101.1	20661.1
LOC101891610_XP_005191015.1	10090.1
LOC101899668_XP_005176953.1	4501.1.1.1
LOC101893488_XP_005186224.1	26289
LOC101895507_XP_005189992.1	19105.2
LOC101895083_XP_005184337.1	27423
LOC101890740_XP_005175351.1	22565
LOC101888987_XP_005177701.1	16689
LOC101894519_XP_005175056.1	25500
LOC101895102_XP_005189742.1	10390
LOC101889508_XP_005175029.1	3474
LOC101888173_XP_005177160.1	17224.1
LOC101896915_XP_005178956.1	26759
LOC101891103_XP_005180063.1	9672.2
LOC101891847_XP_005191599.1	6500
LOC101893014_XP_005181650.1	506
LOC101899531_XP_005182724.1	8179.2
LOC101898363_XP_005182028.1	10369
LOC101890787_XP_005189097.1	1114
LOC101888743_XP_005175423.1	3038
LOC101900339_XP_005188203.1	12241
LOC101900688_XP_005188205.1	11026
LOC101888553_XP_005190505.1	6275
LOC101887249_XP_005189945.1	25144
LOC101898290_XP_005175548.1	2902
LOC101892618_XP_005183221.1	25956
LOC101891698_XP_005179982.1	1007
LOC101892076_XP_005191981.1	7627.2
LOC101888537_XP_005186194.1	21531
LOC101899856_XP_005181347.1	21554
LOC101891133_XP_005188151.1	6091
LOC101888323_XP_005189309.1	26521
LOC101894804_XP_005180172.1	11540
LOC101894487_XP_005181316.1	2910
LOC101896657_XP_005188452.1	26046
LOC101889548_XP_005188406.1	19369
LOC101900787_XP_005183088.1	15363
LOC101887784_XP_005179793.1	7718
LOC101891076_XP_005189415.1	17077
LOC101888824_XP_005182390.1	852
LOC101897935_XP_005189534.1	21218
LOC101901205_XP_005186444.1	25511
LOC101888998_XP_005180939.1	23172
LOC101895974_XP_005189833.1	24921
LOC101900173_XP_005192104.1	4922.2
LOC101895422_XP_005180891.1	14740.1
LOC101890617_XP_005189649.1	5812.2
LOC101894361_XP_005175137.1	26967.1.1
LOC101899485_XP_005186259.1	6448
LOC101896844_XP_005190000.1	19369
LOC101887641_XP_005185796.1	262
LOC101894380_XP_005182961.1	11020
LOC101892639_XP_005191020.1	9192
LOC101891501_XP_005176189.1	1566
LOC101894655_XP_005183050.1	2738
LOC101888398_XP_005175420.1	9913
LOC101890582_XP_005178480.1	8033
LOC101897971_XP_005183485.1	23331
LOC101895370_XP_005182174.1	4416
LOC101889674_XP_005177536.1	25194.1
LOC101889409_XP_005181888.1	9646
LOC101900156_XP_005186263.1	17035
LOC101900831_XP_005179425.1	15268
LOC101896619_XP_005176492.1	14727
LOC101890921_XP_005176637.1	8855
LOC101890365_XP_005181465.1	7573
LOC101900149_XP_005183176.1	3930
LOC101893575_XP_005179294.1	26021
LOC101891612_XP_005191263.1	11413.2
LOC101896943_XP_005187159.1	18722
LOC101887291_XP_005184544.1	27086
LOC101896219_XP_005180896.1	172
LOC101898904_XP_005189540.1	11621
LOC101887570_XP_005181877.1	8867
LOC101896675_XP_005175225.1	19667
LOC101899713_XP_005189695.1	17614
LOC101893877_XP_005187901.1	1033
LOC101890881_XP_005182238.1	7972
LOC101896945_XP_005187749.1	25869
LOC101895301_XP_005180175.1	15491
LOC101889738_XP_005176629.1	10623
LOC101892427_XP_005175780.1	2940
LOC101897375_XP_005191629.1	26609
LOC101901117_XP_005192027.1	17991
LOC101897312_XP_005189755.1	16924.1.1
LOC101896807_XP_005178693.1	2905.2
LOC101892157_XP_005182082.1	2360
LOC101897387_XP_005176410.1	21816
LOC101889559_XP_005191338.1	19480
LOC101901357_XP_005180573.1	26229
LOC101891557_XP_005191902.1	14229.2
LOC101897877_XP_005190471.1	15460.1
LOC101900412_XP_005175899.1	23414
LOC101891576_XP_005181128.1	15131
LOC101901218_XP_005190024.1	4874
LOC101900667_XP_005182817.1	16531
LOC101898349_XP_005175685.1	16524
LOC101896481_XP_005189130.1	13415
LOC101897324_XP_005175681.1	10921
LOC101898087_XP_005184765.1	2765
LOC101897633_XP_005183412.1	8015
LOC101897463_XP_005183327.1	3021
LOC101890821_XP_005180235.1	17833
LOC101895813_XP_005175674.1	25194.2
LOC101898122_XP_005178790.1	17024
LOC101891874_XP_005184493.1	16467
LOC101894612_XP_005188613.1	4957
LOC101894033_XP_005183229.1	4299.1.2
LOC101893155_XP_005187134.1	26198.2
LOC101892723_XP_005179819.1	9251
LOC101889995_XP_005186626.1	321
LOC101893347_XP_005179115.1	21475
LOC101894412_XP_005176658.1	6775
