mdom	type	dmel
LOC101887654_XP_005192263.1	n:1	FBgn0027605_FBpp0074278
LOC101887655_XP_005174851.1	1:1	FBgn0033524_FBpp0293134
LOC101887656_XP_005175335.1	n:1	FBgn0039747_FBpp0084947
LOC101887657_XP_005175415.1	1:1	FBgn0011642_FBpp0088275
LOC101887658_XP_005175910.1	n:n	FBgn0034326_FBpp0298014,FBgn0034323_FBpp0085938,FBgn0034324_FBpp0085939,FBgn0034322_FBpp0085937,FBgn0034325_FBpp0298013,FBgn0034321_FBpp0085936
LOC101887659_XP_005176440.1	1:1	FBgn0013343_FBpp0292260
LOC101887660_XP_005176617.1	1:1	FBgn0036680_FBpp0112089
LOC101887661_XP_005176701.1	n:n	FBgn0037727_FBpp0081559,FBgn0039564_FBpp0084624
LOC101887663_XP_005177253.1	n:1	FBgn0037125_FBpp0078087
LOC101887664_XP_005177433.1	1:1	FBgn0032135_FBpp0291409
LOC101887665_XP_005177693.1	1:1	FBgn0052103_FBpp0304400
LOC101887667_XP_005178034.1	1:1	FBgn0028422_FBpp0083346
LOC101887669_XP_005178636.1	1:1	FBgn0011693_FBpp0075184
LOC101887670_XP_005180308.1	1:1	FBgn0015286_FBpp0070559
LOC101887671_XP_005180750.1	n:1	FBgn0027584_FBpp0307203
LOC101887672_XP_005180931.1	1:1	FBgn0267002_FBpp0086227
LOC101887673_XP_005182220.1	1:1	FBgn0033117_FBpp0307720
LOC101887674_XP_005182300.1	1:1	FBgn0035577_FBpp0304985
LOC101887675_XP_005182562.1	1:1	FBgn0031479_FBpp0077368
LOC101887676_XP_005182650.1	1:1	FBgn0260460_FBpp0075138
LOC101887677_XP_005183270.1	1:1	FBgn0084001_FBpp0304509
LOC101887678_XP_005183595.1	1:1	FBgn0034033_FBpp0086482
LOC101887680_XP_005184196.1	1:1	FBgn0030996_FBpp0074442
LOC101887681_XP_005184790.1	1:1	FBgn0086698_FBpp0305724
LOC101887682_XP_005185035.1	1:1	FBgn0250830_FBpp0302877
LOC101887683_XP_005185120.1	1:1	FBgn0020764_FBpp0072060
LOC101887684_XP_005185538.1	n:n	FBgn0032900_FBpp0297992,FBgn0032899_FBpp0305224,FBgn0032897_FBpp0080956
LOC101887686_XP_005186526.1	n:n	FBgn0051823_FBpp0080368,FBgn0052483_FBpp0072504,FBgn0035154_FBpp0072505
LOC101887687_XP_005186611.1	1:1	FBgn0041194_FBpp0076654
LOC101887688_XP_005186761.1	1:1	FBgn0002973_FBpp0308609
LOC101887689_XP_005187019.1	1:1	FBgn0012058_FBpp0305561
LOC101887692_XP_005187362.1	1:n	FBgn0260944_FBpp0081754,FBgn0030479_FBpp0292970
LOC101887693_XP_005187606.1	1:1	FBgn0036919_FBpp0074664
LOC101887694_XP_005187952.1	1:1	FBgn0016983_FBpp0089153
LOC101887695_XP_005188305.1	1:1	FBgn0261266_FBpp0079900
LOC101887696_XP_005188487.1	1:n	FBgn0031971_FBpp0079154,FBgn0028844_FBpp0290061
LOC101887697_XP_005188662.1	n:1	FBgn0025709_FBpp0089108
LOC101887698_XP_005189481.1	n:1	FBgn0052532_FBpp0309366
LOC101887699_XP_005189631.1	1:1	FBgn0086677_FBpp0305279
LOC101887700_XP_005189782.1	n:n	FBgn0030511_FBpp0073643,FBgn0032436_FBpp0079964
LOC101887702_XP_005190341.1	1:1	FBgn0036726_FBpp0074982
LOC101887703_XP_005190419.1	n:1	FBgn0036381_FBpp0075543
LOC101887704_XP_005190671.1	1:n	FBgn0260008_FBpp0290999,FBgn0050354_FBpp0087782
LOC101887705_XP_005190752.1	1:1	FBgn0035753_FBpp0076602
LOC101887706_XP_005190993.1	n:1	FBgn0085309_FBpp0111390
LOC101887708_XP_005191407.1	1:1	FBgn0032593_FBpp0307143
LOC101887709_XP_005174766.1	n:1	FBgn0010385_FBpp0087518
LOC101887711_XP_005175019.1	n:1	FBgn0027528_FBpp0074133
LOC101887713_XP_005175493.1	n:n	FBgn0259185_FBpp0288947,FBgn0259187_FBpp0291494
LOC101887714_XP_005175571.1	n:1	FBgn0052654_FBpp0309104
LOC101887715_XP_005175634.1	1:1	FBgn0030703_FBpp0305868
LOC101887716_XP_005175833.1	n:1	FBgn0030594_FBpp0310035
LOC101887718_XP_005176257.1	1:1	FBgn0034451_FBpp0085690
LOC101887719_XP_005176350.1	n:1	FBgn0010019_FBpp0070094
LOC101887720_XP_005176531.1	1:1	FBgn0033480_FBpp0087491
LOC101887721_XP_005176879.1	n:1	FBgn0022981_FBpp0293856
LOC101887723_XP_005177778.1	1:1	FBgn0032296_FBpp0079708
LOC101887724_XP_005178114.1	1:1	FBgn0085271_FBpp0289305
LOC101887725_XP_005178196.1	1:1	FBgn0027570_FBpp0293663
LOC101887726_XP_005178285.1	1:1	FBgn0004956_FBpp0310189
LOC101887727_XP_005178463.1	1:1	FBgn0034310_FBpp0085954
LOC101887728_XP_005179524.1	1:1	FBgn0030932_FBpp0074393
LOC101887729_XP_005180041.1	1:1	FBgn0039348_FBpp0084267
LOC101887731_XP_005180395.1	1:1	FBgn0024366_FBpp0309598
LOC101887732_XP_005181183.1	1:1	FBgn0037008_FBpp0077873
LOC101887733_XP_005181617.1	n:1	FBgn0032489_FBpp0080061
LOC101887734_XP_005181878.1	1:1	FBgn0033210_FBpp0088015
LOC101887735_XP_005181966.1	1:1	FBgn0005658_FBpp0312433
LOC101887736_XP_005182149.1	1:1	FBgn0031711_FBpp0309927
LOC101887737_XP_005182383.1	n:n	FBgn0054056_FBpp0100164,FBgn0054057_FBpp0100165,FBgn0031468_FBpp0077305
LOC101887738_XP_005182919.1	1:1	FBgn0026148_FBpp0079738
LOC101887740_XP_005183098.1	1:1	FBgn0264442_FBpp0304816
LOC101887741_XP_005184294.1	1:1	FBgn0030336_FBpp0308797
LOC101887742_XP_005184546.1	1:1	FBgn0259822_FBpp0301962
LOC101887744_XP_005184705.1	1:1	FBgn0054001_FBpp0290169
LOC101887745_XP_005184949.1	1:1	FBgn0040285_FBpp0073895
LOC101887746_XP_005185289.1	1:1	FBgn0025833_FBpp0086219
LOC101887747_XP_005185934.1	n:1	FBgn0051272_FBpp0081788
LOC101887749_XP_005186189.1	1:1	FBgn0039408_FBpp0307987
LOC101887750_XP_005186276.1	1:1	FBgn0034631_FBpp0071618
LOC101887751_XP_005187103.1	1:1	FBgn0033845_FBpp0290601
LOC101887752_XP_005187523.1	1:1	FBgn0262526_FBpp0293395
LOC101887753_XP_005187693.1	1:1	FBgn0040361_FBpp0070192
LOC101887755_XP_005188039.1	1:1	FBgn0261993_FBpp0292830
LOC101887756_XP_005188130.1	1:1	FBgn0027358_FBpp0074536
LOC101887758_XP_005188745.1	1:1	FBgn0039674_FBpp0084813
LOC101887759_XP_005188991.1	n:1	FBgn0004777_FBpp0081187
LOC101887760_XP_005189162.1	1:1	FBgn0086450_FBpp0071273
LOC101887761_XP_005189243.1	1:1	FBgn0005695_FBpp0087789
LOC101887762_XP_005189394.1	n:1	FBgn0039678_FBpp0084816
LOC101887763_XP_005189948.1	n:1	FBgn0039873_FBpp0085219
LOC101887765_XP_005190121.1	1:1	FBgn0002926_FBpp0076693
LOC101887767_XP_005191721.1	n:1	FBgn0030087_FBpp0301190
LOC101887768_XP_005191879.1	n:1	FBgn0016078_FBpp0087635
LOC101887769_XP_005191958.1	n:1	FBgn0052177_FBpp0074972
LOC101887771_XP_005175756.1	1:1	FBgn0017577_FBpp0081756
LOC101887772_XP_005176168.1	1:1	FBgn0030711_FBpp0073937
LOC101887773_XP_005176791.1	1:1	FBgn0035513_FBpp0073079
LOC101887774_XP_005177337.1	1:1	FBgn0262735_FBpp0312047
LOC101887776_XP_005177854.1	1:1	FBgn0005612_FBpp0072067
LOC101887777_XP_005178550.1	n:1	FBgn0038530_FBpp0082908
LOC101887780_XP_005178985.1	1:1	FBgn0029838_FBpp0311824
LOC101887781_XP_005179074.1	1:1	FBgn0086712_FBpp0087192
LOC101887782_XP_005179339.1	1:1	FBgn0039881_FBpp0085206
LOC101887783_XP_005179616.1	1:1	FBgn0263029_FBpp0297761
LOC101887785_XP_005180218.1	1:1	FBgn0035833_FBpp0076461
LOC101887786_XP_005180580.1	1:1	FBgn0053977_FBpp0099388
LOC101887787_XP_005180844.1	1:1	FBgn0025582_FBpp0075104
LOC101887788_XP_005181017.1	1:1	FBgn0086693_FBpp0070930
LOC101887790_XP_005181533.1	1:1	FBgn0016715_FBpp0072460
LOC101887791_XP_005181708.1	1:1	FBgn0036621_FBpp0303600
LOC101887792_XP_005182477.1	1:1	FBgn0262518_FBpp0074690
LOC101887793_XP_005182743.1	1:1	FBgn0033244_FBpp0087950
LOC101887794_XP_005182829.1	1:1	FBgn0030522_FBpp0099588
LOC101887795_XP_005183356.1	n:n	FBgn0034553_FBpp0071488,FBgn0034552_FBpp0071489
LOC101887796_XP_005183442.1	n:1	FBgn0030158_FBpp0071324
LOC101887799_XP_005184019.1	n:1	FBgn0051464_FBpp0297716
LOC101887800_XP_005184379.1	1:1	FBgn0063670_FBpp0306002
LOC101887801_XP_005184466.1	n:1	FBgn0086778_FBpp0291049
LOC101887803_XP_005185211.1	1:1	FBgn0043043_FBpp0082064
LOC101887805_XP_005185626.1	1:1	FBgn0036862_FBpp0304465
LOC101887806_XP_005185797.1	1:1	FBgn0039404_FBpp0084341
LOC101887807_XP_005185865.1	1:1	FBgn0038325_FBpp0082569
LOC101887808_XP_005186022.1	1:1	FBgn0262801_FBpp0081185
LOC101887810_XP_005186943.1	n:1	FBgn0031116_FBpp0305155
LOC101887811_XP_005187782.1	n:1	FBgn0003983_FBpp0080099
LOC101887812_XP_005188216.1	1:1	FBgn0039300_FBpp0084242
LOC101887813_XP_005188826.1	1:1	FBgn0031970_FBpp0079173
LOC101887814_XP_005189076.1	1:1	FBgn0014007_FBpp0075645
LOC101887815_XP_005189306.1	n:1	FBgn0035281_FBpp0072748
LOC101887817_XP_005189868.1	1:1	FBgn0045759_FBpp0076609
LOC101887818_XP_005190195.1	n:1	FBgn0039728_FBpp0084911
LOC101887819_XP_005191328.1	n:1	FBgn0026319_FBpp0077119
LOC101887820_XP_005191494.1	1:1	FBgn0037465_FBpp0081159
LOC101887821_XP_005191651.1	1:1	FBgn0038660_FBpp0083138
LOC101887822_XP_005192117.1	n:1	FBgn0267698_FBpp0306610
LOC101887823_XP_005192194.1	n:1	FBgn0052554_FBpp0074241
LOC101887826_XP_005175178.1	n:1	FBgn0013953_FBpp0293017
LOC101887827_XP_005175336.1	n:1	FBgn0023215_FBpp0298278
LOC101887829_XP_005175911.1	1:1	FBgn0036454_FBpp0075445
LOC101887830_XP_005176441.1	1:1	FBgn0053100_FBpp0289702
LOC101887831_XP_005176618.1	1:n	FBgn0050457_FBpp0086150,FBgn0034204_FBpp0086149
LOC101887832_XP_005176702.1	1:1	FBgn0259990_FBpp0289668
LOC101887833_XP_005176970.1	1:1	FBgn0003261_FBpp0078301
LOC101887834_XP_005177060.1	1:1	FBgn0003396_FBpp0303470
LOC101887835_XP_005177254.1	n:1	FBgn0037125_FBpp0078087
LOC101887837_XP_005178637.1	1:1	FBgn0035624_FBpp0076832
LOC101887838_XP_005179258.1	1:1	FBgn0243486_FBpp0309203
LOC101887839_XP_005180751.1	n:1	FBgn0027584_FBpp0307203
LOC101887840_XP_005180932.1	1:1	FBgn0010213_FBpp0311603
LOC101887841_XP_005181365.1	1:1	FBgn0086355_FBpp0084948
LOC101887842_XP_005182221.1	1:1	FBgn0265101_FBpp0081351
LOC101887845_XP_005183271.1	1:n	FBgn0035262_FBpp0072682,FBgn0037398_FBpp0078270
LOC101887846_XP_005184109.1	n:1	FBgn0052645_FBpp0073556
LOC101887847_XP_005184197.1	1:1	FBgn0030992_FBpp0303582
LOC101887848_XP_005185036.1	1:1	FBgn0085638_FBpp0291004
LOC101887849_XP_005185121.1	1:n	FBgn0012051_FBpp0309435,FBgn0025866_FBpp0293217
LOC101887850_XP_005185539.1	1:1	FBgn0051675_FBpp0080958
LOC101887851_XP_005185708.1	1:1	FBgn0039453_FBpp0308348
LOC101887852_XP_005186362.1	n:1	FBgn0031737_FBpp0078795
LOC101887853_XP_005186527.1	n:n	FBgn0051823_FBpp0080368,FBgn0052483_FBpp0072504,FBgn0035154_FBpp0072505
LOC101887854_XP_005186612.1	1:1	FBgn0029943_FBpp0071023
LOC101887855_XP_005187191.1	n:1	FBgn0002629_FBpp0084353
LOC101887856_XP_005187277.1	n:n	FBgn0034428_FBpp0289819,FBgn0034426_FBpp0085746,FBgn0034429_FBpp0085702,FBgn0032839_FBpp0080882,FBgn0031791_FBpp0078873,FBgn0029813_FBpp0070797
LOC101887857_XP_005187607.1	1:1	FBgn0052202_FBpp0074818
LOC101887858_XP_005187953.1	1:1	FBgn0035471_FBpp0073017
LOC101887859_XP_005188488.1	n:1	FBgn0032881_FBpp0080989
LOC101887860_XP_005188663.1	1:1	FBgn0033020_FBpp0085425
LOC101887861_XP_005188908.1	n:1	FBgn0029864_FBpp0111868
LOC101887862_XP_005189632.1	n:1	FBgn0023023_FBpp0112945
LOC101887863_XP_005189783.1	n:n	FBgn0030511_FBpp0073643,FBgn0032436_FBpp0079964
LOC101887864_XP_005190342.1	n:1	FBgn0264307_FBpp0303902
LOC101887866_XP_005190672.1	1:1	FBgn0040020_FBpp0112462
LOC101887867_XP_005190753.1	1:1	FBgn0002283_FBpp0298337
LOC101887868_XP_005190994.1	1:1	FBgn0264899_FBpp0306951
LOC101887870_XP_005191408.1	1:1	FBgn0261570_FBpp0309496
LOC101887871_XP_005191804.1	n:1	FBgn0039420_FBpp0289627
LOC101887872_XP_005174767.1	n:1	FBgn0010385_FBpp0087518
LOC101887874_XP_005175020.1	n:1	FBgn0052574_FBpp0074103
LOC101887875_XP_005175257.1	1:1	FBgn0039107_FBpp0083837
LOC101887876_XP_005175494.1	n:1	FBgn0262742_FBpp0111715
LOC101887877_XP_005175572.1	n:n	FBgn0038218_FBpp0082410,FBgn0038217_FBpp0082411,FBgn0039376_FBpp0084279,FBgn0037571_FBpp0081348
LOC101887879_XP_005175834.1	n:1	FBgn0030594_FBpp0310035
LOC101887881_XP_005176259.1	1:1	FBgn0032402_FBpp0079879
LOC101887882_XP_005176351.1	n:1	FBgn0010019_FBpp0070094
LOC101887883_XP_005176532.1	1:1	FBgn0033483_FBpp0087493
LOC101887884_XP_005176880.1	n:1	FBgn0022981_FBpp0293856
LOC101887885_XP_005177524.1	1:1	FBgn0000709_FBpp0076893
LOC101887886_XP_005177779.1	1:1	FBgn0032291_FBpp0079700
LOC101887887_XP_005178115.1	1:1	FBgn0037330_FBpp0078415
LOC101887888_XP_005178197.1	1:1	FBgn0060296_FBpp0072323
LOC101887889_XP_005178286.1	n:1	FBgn0030904_FBpp0289419
LOC101887890_XP_005178464.1	1:n	FBgn0034098_FBpp0086333,FBgn0030937_FBpp0074390
LOC101887891_XP_005178909.1	n:1	FBgn0002564_FBpp0072365
LOC101887892_XP_005179525.1	1:1	FBgn0030653_FBpp0308748
LOC101887893_XP_005179707.1	n:1	FBgn0034295_FBpp0085987
LOC101887895_XP_005180396.1	1:1	FBgn0004650_FBpp0070200
LOC101887898_XP_005181967.1	1:1	FBgn0002440_FBpp0076770
LOC101887899_XP_005182150.1	1:1	FBgn0001325_FBpp0072351
LOC101887900_XP_005182920.1	1:1	FBgn0032345_FBpp0079814
LOC101887901_XP_005183009.1	1:1	FBgn0032271_FBpp0303791
LOC101887902_XP_005183099.1	1:n	FBgn0040233_FBpp0079795,FBgn0040232_FBpp0304511
LOC101887905_XP_005184547.1	n:1	FBgn0028880_FBpp0290071
LOC101887907_XP_005184707.1	1:1	FBgn0036090_FBpp0075984
LOC101887909_XP_005185290.1	1:1	FBgn0038968_FBpp0083688
LOC101887910_XP_005185371.1	1:1	FBgn0034518_FBpp0099934
LOC101887911_XP_005185935.1	n:1	FBgn0265052_FBpp0307661
LOC101887912_XP_005186190.1	1:1	FBgn0000147_FBpp0081957
LOC101887914_XP_005187104.1	1:1	FBgn0033899_FBpp0086648
LOC101887915_XP_005187524.1	1:1	FBgn0028879_FBpp0080263
LOC101887916_XP_005187694.1	n:1	FBgn0259998_FBpp0311699
LOC101887917_XP_005187864.1	1:1	FBgn0030777_FBpp0074135
LOC101887918_XP_005188040.1	1:n	FBgn0086610_FBpp0112372,FBgn0039192_FBpp0084010
LOC101887919_XP_005188131.1	1:n	FBgn0037848_FBpp0303183,FBgn0040334_FBpp0070429
LOC101887920_XP_005188574.1	1:1	FBgn0050010_FBpp0087462
LOC101887921_XP_005188992.1	n:1	FBgn0004777_FBpp0081187
LOC101887922_XP_005189163.1	n:n	FBgn0026570_FBpp0072792,FBgn0035312_FBpp0072791,FBgn0035309_FBpp0072793
LOC101887923_XP_005189244.1	1:1	FBgn0034430_FBpp0085744
LOC101887924_XP_005189395.1	n:1	FBgn0039679_FBpp0084817
LOC101887925_XP_005189949.1	n:n	FBgn0039872_FBpp0290137,FBgn0017448_FBpp0085220
LOC101887927_XP_005190122.1	1:n	FBgn0027107_FBpp0077031,FBgn0030989_FBpp0074467,FBgn0024177_FBpp0076692
LOC101887928_XP_005190917.1	n:1	FBgn0032798_FBpp0080788
LOC101887929_XP_005191722.1	n:1	FBgn0030087_FBpp0301190
LOC101887931_XP_005191959.1	n:1	FBgn0035044_FBpp0072230
LOC101887932_XP_005175099.1	n:1	FBgn0031505_FBpp0302939
LOC101887933_XP_005175705.1	n:1	FBgn0259108_FBpp0300236
LOC101887934_XP_005175757.1	1:1	FBgn0037025_FBpp0302830
LOC101887935_XP_005176169.1	1:n	FBgn0001091_FBpp0099914,FBgn0001092_FBpp0304864
LOC101887936_XP_005176792.1	1:1	FBgn0035518_FBpp0073100
LOC101887937_XP_005177435.1	1:1	FBgn0032136_FBpp0292877
LOC101887938_XP_005177611.1	1:1	FBgn0032244_FBpp0079609
LOC101887939_XP_005177695.1	1:1	FBgn0035248_FBpp0072642
LOC101887940_XP_005177856.1	1:1	FBgn0010435_FBpp0072308
LOC101887941_XP_005178551.1	1:1	FBgn0000063_FBpp0303766
LOC101887943_XP_005178818.1	1:1	FBgn0040513_FBpp0289079
LOC101887944_XP_005179075.1	1:1	FBgn0033021_FBpp0085428
LOC101887945_XP_005179167.1	1:1	FBgn0023091_FBpp0305546
LOC101887946_XP_005179340.1	1:1	FBgn0008646_FBpp0082343
LOC101887947_XP_005179617.1	1:1	FBgn0033342_FBpp0087764
LOC101887948_XP_005179794.1	1:1	FBgn0004406_FBpp0080148
LOC101887949_XP_005179960.1	1:1	FBgn0003964_FBpp0305937
LOC101887950_XP_005180219.1	1:1	FBgn0031906_FBpp0291744
LOC101887951_XP_005180484.1	1:1	FBgn0028426_FBpp0087449
LOC101887952_XP_005180581.1	1:1	FBgn0038149_FBpp0082228
LOC101887953_XP_005180669.1	1:1	FBgn0036908_FBpp0074696
LOC101887954_XP_005180845.1	1:1	FBgn0036662_FBpp0075085
LOC101887955_XP_005181018.1	1:1	FBgn0029690_FBpp0070594
LOC101887956_XP_005181103.1	1:1	FBgn0087012_FBpp0078495
LOC101887957_XP_005181534.1	1:1	FBgn0029514_FBpp0072573
LOC101887958_XP_005181710.1	1:n	FBgn0036622_FBpp0075180,FBgn0036623_FBpp0300976
LOC101887959_XP_005182478.1	1:1	FBgn0036913_FBpp0304458
LOC101887960_XP_005182652.1	1:1	FBgn0035876_FBpp0076329
LOC101887961_XP_005182830.1	1:1	FBgn0030521_FBpp0073669
LOC101887962_XP_005183193.1	1:1	FBgn0030334_FBpp0312034
LOC101887963_XP_005183357.1	n:n	FBgn0034553_FBpp0071488,FBgn0034552_FBpp0071489
LOC101887964_XP_005184020.1	n:1	FBgn0051464_FBpp0297716
LOC101887965_XP_005184380.1	1:n	FBgn0037460_FBpp0081199,FBgn0037461_FBpp0081198,FBgn0038089_FBpp0082151,FBgn0037462_FBpp0081181,FBgn0035034_FBpp0072223
LOC101887967_XP_005184792.1	1:1	FBgn0031357_FBpp0305722
LOC101887969_XP_005185798.1	1:1	FBgn0260224_FBpp0289851
LOC101887970_XP_005186023.1	1:1	FBgn0026566_FBpp0311968
LOC101887971_XP_005186856.1	1:1	FBgn0039685_FBpp0084828
LOC101887973_XP_005187021.1	1:1	FBgn0035420_FBpp0312382
LOC101887974_XP_005187783.1	n:1	FBgn0026374_FBpp0073911
LOC101887975_XP_005188217.1	n:1	FBgn0039299_FBpp0308366
LOC101887976_XP_005188308.1	1:1	FBgn0262656_FBpp0303995
LOC101887977_XP_005188827.1	1:1	FBgn0031969_FBpp0304064
LOC101887978_XP_005189077.1	1:1	FBgn0035243_FBpp0072703
LOC101887979_XP_005189307.1	1:n	FBgn0004403_FBpp0071050,FBgn0004404_FBpp0071052
LOC101887980_XP_005189560.1	n:1	FBgn0261278_FBpp0080441
LOC101887982_XP_005190196.1	n:1	FBgn0263930_FBpp0076310
LOC101887983_XP_005191159.1	1:1	FBgn0031662_FBpp0078636
LOC101887984_XP_005191329.1	n:n	FBgn0030773_FBpp0074138,FBgn0052523_FBpp0076886
LOC101887985_XP_005191495.1	1:n	FBgn0024289_FBpp0081141,FBgn0022359_FBpp0081800
LOC101887987_XP_005192118.1	n:1	FBgn0267698_FBpp0306610
LOC101887988_XP_005192195.1	n:n	FBgn0085312_FBpp0111393,FBgn0052625_FBpp0073670
LOC101887990_XP_005175179.1	n:1	FBgn0013953_FBpp0293017
LOC101887992_XP_005175912.1	1:1	FBgn0036451_FBpp0305288
LOC101887993_XP_005175990.1	1:1	FBgn0039189_FBpp0084012
LOC101887994_XP_005176442.1	1:1	FBgn0040283_FBpp0083926
LOC101887996_XP_005176703.1	1:n	FBgn0051253_FBpp0084632,FBgn0051131_FBpp0289667
LOC101887997_XP_005177159.1	1:1	FBgn0001114_FBpp0079331
LOC101887998_XP_005177255.1	n:1	FBgn0037125_FBpp0078087
LOC101887999_XP_005178377.1	n:1	FBgn0034398_FBpp0085811
LOC101888000_XP_005178638.1	1:1	FBgn0260856_FBpp0076849
LOC101888001_XP_005179259.1	1:1	FBgn0035495_FBpp0300675
LOC101888002_XP_005180043.1	1:1	FBgn0039344_FBpp0084270
LOC101888003_XP_005180752.1	n:1	FBgn0027584_FBpp0307203
LOC101888004_XP_005180933.1	1:1	FBgn0027580_FBpp0290074
LOC101888006_XP_005181366.1	1:1	FBgn0051068_FBpp0292603
LOC101888007_XP_005181793.1	1:1	FBgn0035812_FBpp0312411
LOC101888008_XP_005182222.1	1:1	FBgn0050158_FBpp0085498
LOC101888009_XP_005182302.1	n:1	FBgn0035581_FBpp0288420
LOC101888010_XP_005182564.1	1:n	FBgn0031881_FBpp0079017,FBgn0019830_FBpp0077414
LOC101888011_XP_005183272.1	1:1	FBgn0034566_FBpp0309629
LOC101888013_XP_005184198.1	1:1	FBgn0030991_FBpp0074437
LOC101888015_XP_005185037.1	1:1	FBgn0031866_FBpp0310405
LOC101888016_XP_005185540.1	n:n	FBgn0032900_FBpp0297992,FBgn0032899_FBpp0305224,FBgn0032897_FBpp0080956
LOC101888019_XP_005186363.1	1:1	FBgn0031736_FBpp0078766
LOC101888020_XP_005186451.1	1:1	FBgn0021874_FBpp0077735
LOC101888021_XP_005186528.1	n:n	FBgn0051823_FBpp0080368,FBgn0052483_FBpp0072504,FBgn0035154_FBpp0072505
LOC101888022_XP_005186613.1	1:1	FBgn0038388_FBpp0290930
LOC101888023_XP_005187192.1	n:1	FBgn0002629_FBpp0084353
LOC101888025_XP_005187608.1	1:1	FBgn0036805_FBpp0074859
LOC101888026_XP_005187954.1	1:1	FBgn0035414_FBpp0072971
LOC101888027_XP_005188397.1	1:1	FBgn0262560_FBpp0086314
LOC101888028_XP_005188489.1	n:1	FBgn0032881_FBpp0080989
LOC101888029_XP_005188664.1	1:1	FBgn0033369_FBpp0308395
LOC101888031_XP_005188909.1	n:1	FBgn0263391_FBpp0301121
LOC101888032_XP_005189784.1	1:1	FBgn0031109_FBpp0297995
LOC101888035_XP_005190502.1	1:1	FBgn0259682_FBpp0289220
LOC101888037_XP_005190754.1	1:1	FBgn0035964_FBpp0099973
LOC101888038_XP_005190995.1	n:1	FBgn0003483_FBpp0082637
LOC101888039_XP_005191075.1	n:1	FBgn0263117_FBpp0303414
LOC101888040_XP_005191409.1	n:n	FBgn0033051_FBpp0307275,FBgn0033659_FBpp0087167
LOC101888041_XP_005191583.1	1:1	FBgn0046296_FBpp0075727
LOC101888042_XP_005191805.1	1:1	FBgn0019936_FBpp0083371
LOC101888043_XP_005174768.1	n:1	FBgn0010385_FBpp0087518
LOC101888045_XP_005175021.1	n:1	FBgn0052574_FBpp0074103
LOC101888046_XP_005175258.1	1:1	FBgn0039106_FBpp0112996
LOC101888048_XP_005175636.1	n:1	FBgn0037137_FBpp0305034
LOC101888049_XP_005175835.1	n:1	FBgn0030594_FBpp0310035
LOC101888050_XP_005176352.1	1:1	FBgn0029925_FBpp0070997
LOC101888051_XP_005176881.1	n:1	FBgn0016684_FBpp0302919
LOC101888053_XP_005177780.1	1:1	FBgn0027868_FBpp0079710
LOC101888054_XP_005177945.1	1:1	FBgn0034763_FBpp0071779
LOC101888055_XP_005178116.1	1:1	FBgn0039187_FBpp0271831
LOC101888056_XP_005178287.1	1:1	FBgn0024222_FBpp0293344
LOC101888058_XP_005178910.1	n:1	FBgn0051612_FBpp0290221
LOC101888059_XP_005178987.1	1:1	FBgn0035458_FBpp0292213
LOC101888060_XP_005179526.1	1:1	FBgn0030654_FBpp0309307
LOC101888061_XP_005179708.1	n:1	FBgn0034295_FBpp0085987
LOC101888062_XP_005179873.1	1:1	FBgn0035065_FBpp0072282
LOC101888064_XP_005180310.1	1:1	FBgn0030558_FBpp0308581
LOC101888065_XP_005180397.1	1:1	FBgn0266758_FBpp0297166
LOC101888066_XP_005181619.1	1:1	FBgn0032083_FBpp0304516
LOC101888069_XP_005182151.1	n:n	FBgn0261293_FBpp0090958,FBgn0261292_FBpp0090972,FBgn0261294_FBpp0091163,FBgn0051438_FBpp0083489,FBgn0038888_FBpp0083488,FBgn0261289_FBpp0311291,FBgn0053348_FBpp0089406,FBgn0066293_FBpp0085519,FBgn0032888_FBpp0080981,FBgn0067312_FBpp0080982,FBgn0067311_FBpp0100172,FBgn0066292_FBpp0305163
LOC101888070_XP_005182745.1	1:1	FBgn0027548_FBpp0308267
LOC101888071_XP_005182921.1	n:1	FBgn0040211_FBpp0079790
LOC101888072_XP_005183100.1	1:1	FBgn0020249_FBpp0081336
LOC101888075_XP_005184548.1	n:1	FBgn0028841_FBpp0309208
LOC101888076_XP_005184622.1	1:1	FBgn0036656_FBpp0311502
LOC101888077_XP_005184951.1	n:1	FBgn0024804_FBpp0304166
LOC101888078_XP_005185213.1	1:1	FBgn0038893_FBpp0083515
LOC101888079_XP_005185291.1	1:n	FBgn0034666_FBpp0071636,FBgn0042098_FBpp0071658
LOC101888080_XP_005185372.1	1:1	FBgn0034519_FBpp0100144
LOC101888081_XP_005185866.1	1:1	FBgn0037610_FBpp0081385
LOC101888082_XP_005185936.1	n:1	FBgn0265052_FBpp0307661
LOC101888083_XP_005186191.1	1:1	FBgn0031441_FBpp0077423
LOC101888085_XP_005187105.1	1:1	FBgn0000119_FBpp0086821
LOC101888086_XP_005187365.1	1:1	FBgn0019925_FBpp0082571
LOC101888087_XP_005187525.1	1:1	FBgn0267689_FBpp0312501
LOC101888088_XP_005187695.1	n:1	FBgn0259998_FBpp0311699
LOC101888089_XP_005187865.1	1:1	FBgn0030778_FBpp0289310
LOC101888090_XP_005188041.1	1:1	FBgn0053339_FBpp0292614
LOC101888091_XP_005188132.1	1:1	FBgn0040336_FBpp0070426
LOC101888092_XP_005188575.1	1:n	FBgn0011241_FBpp0087538,FBgn0034483_FBpp0085632
