dmelid	ogsid
FBgn0050035_FBpp0087178	18328
FBgn0262717_FBpp0296946	16919
FBgn0260861_FBpp0079332	12121
FBgn0053177_FBpp0073779	4172
FBgn0031390_FBpp0290874	22111
FBgn0004401_FBpp0074963	24661
FBgn0038602_FBpp0083014	23236
FBgn0001565_FBpp0310396	13193
FBgn0260812_FBpp0290482	24382
FBgn0041186_FBpp0084778	11507
FBgn0040508_FBpp0079994	9974.1
FBgn0038979_FBpp0290698	13039
FBgn0014010_FBpp0303520	13667
FBgn0085376_FBpp0288485	25554
FBgn0039475_FBpp0084520	2542
FBgn0261532_FBpp0083039	23971
FBgn0037906_FBpp0297234	14740.1
FBgn0032229_FBpp0304498	8112
FBgn0085409_FBpp0303014	7438
FBgn0050037_FBpp0087155	67
FBgn0015623_FBpp0303666	25588
FBgn0040989_FBpp0080579	21748
FBgn0041604_FBpp0075431	26212
FBgn0039613_FBpp0084699	26885
FBgn0015818_FBpp0070859	4146
FBgn0037231_FBpp0078598	8542
FBgn0028532_FBpp0080128	61
FBgn0259737_FBpp0289319	18971
FBgn0029859_FBpp0070887	26845
FBgn0261679_FBpp0292193	15671
FBgn0005683_FBpp0305674	8270
FBgn0051233_FBpp0083525	10276
FBgn0087039_FBpp0076430	11272
FBgn0053087_FBpp0311204	3338
FBgn0040233_FBpp0079795	13522.1.1.1
FBgn0260760_FBpp0290472	27031
FBgn0039235_FBpp0084107	24756.1.1
FBgn0037935_FBpp0081914	11848
FBgn0038691_FBpp0083157	24144
FBgn0262004_FBpp0292836	21785
FBgn0032085_FBpp0079362	18149.2
FBgn0001311_FBpp0089164	18314.2
FBgn0035718_FBpp0076604	711.2
FBgn0051861_FBpp0292111	1866
FBgn0085736_FBpp0291442	24022
FBgn0036460_FBpp0301081	25546
FBgn0037468_FBpp0081150	27316
FBgn0051419_FBpp0301286	8337
FBgn0034106_FBpp0086282	4983
FBgn0002629_FBpp0084353	23012
FBgn0011289_FBpp0084525	6923
FBgn0000497_FBpp0077708	26831.1.1
FBgn0041775_FBpp0304887	26427
FBgn0031430_FBpp0077460	25678
FBgn0053768_FBpp0091030	2902
FBgn0032003_FBpp0079215	17618
FBgn0014465_FBpp0071148	11127
FBgn0016930_FBpp0307879	15572
FBgn0085408_FBpp0111526	26566
FBgn0032213_FBpp0079653	12470
FBgn0039139_FBpp0083917	14483
FBgn0051538_FBpp0078461	17057
FBgn0002937_FBpp0082288	15062
FBgn0004168_FBpp0085761	6212.1.1
FBgn0000084_FBpp0291143	8776
FBgn0051202_FBpp0084876	16891
FBgn0034829_FBpp0071879	14464
FBgn0039773_FBpp0085053	6484
FBgn0041242_FBpp0292248	22638
FBgn0029770_FBpp0311777	9466
FBgn0015795_FBpp0300836	15563
FBgn0039832_FBpp0085133	14514
FBgn0032822_FBpp0304487	4476
FBgn0051928_FBpp0077594	4277
FBgn0034666_FBpp0071636	23943
FBgn0029711_FBpp0070669	10415
FBgn0015359_FBpp0072756	25150
FBgn0037336_FBpp0078408	26756
FBgn0047178_FBpp0075400	4630
FBgn0259143_FBpp0288833	143
FBgn0000826_FBpp0070225	6723
FBgn0030034_FBpp0071122	19307
FBgn0052832_FBpp0080513	12733
FBgn0260470_FBpp0305714	10363
FBgn0039205_FBpp0306445	6099
FBgn0026404_FBpp0076076	20124
FBgn0031831_FBpp0078919	14378
FBgn0041245_FBpp0081050	18296.2
FBgn0260388_FBpp0289880	9998
FBgn0085644_FBpp0112811	5561
FBgn0034005_FBpp0086503	14185.1
FBgn0051028_FBpp0288489	21079.2
FBgn0024315_FBpp0086261	1298
FBgn0014849_FBpp0075327	9128
FBgn0086909_FBpp0080643	27279
FBgn0266557_FBpp0289115	7211
FBgn0031530_FBpp0292961	10578
FBgn0030494_FBpp0073615	11102
FBgn0003132_FBpp0073834	4049.2
FBgn0033737_FBpp0087063	2164
FBgn0030298_FBpp0312370	8157.1
FBgn0034219_FBpp0086113	5818
FBgn0050424_FBpp0112289	10379
FBgn0031314_FBpp0077627	18099
FBgn0262125_FBpp0301099	14773
FBgn0262477_FBpp0293409	13635
FBgn0028940_FBpp0080164	26436
FBgn0052793_FBpp0070525	204
FBgn0027363_FBpp0079732	17850
FBgn0051102_FBpp0307221	11848
FBgn0034442_FBpp0085713	2778
FBgn0038003_FBpp0082032	7189
FBgn0027535_FBpp0085763	10264
FBgn0051898_FBpp0079277	20316
FBgn0033135_FBpp0088105	7931
FBgn0036320_FBpp0075668	18885
FBgn0031707_FBpp0303001	15650
FBgn0023522_FBpp0070305	23147
FBgn0264363_FBpp0304526	23607
FBgn0033736_FBpp0087064	19783
FBgn0038312_FBpp0288457	17703.2
FBgn0030377_FBpp0073467	15599
FBgn0033519_FBpp0302903	4177
FBgn0039589_FBpp0084673	2666
FBgn0030900_FBpp0074321	1096
FBgn0038414_FBpp0082721	4299.1.1
FBgn0004360_FBpp0087596	3324.2
FBgn0261634_FBpp0292124	13893
FBgn0033918_FBpp0086667	24782
FBgn0261925_FBpp0310927	25404
FBgn0037130_FBpp0306024	17224.1
FBgn0037962_FBpp0081988	10724
FBgn0011244_FBpp0077665	18499
FBgn0034085_FBpp0288423	19636
FBgn0266446_FBpp0310814	2060.1
FBgn0036285_FBpp0075712	4471.1
FBgn0034471_FBpp0085634	19230
FBgn0085471_FBpp0111658	19629
FBgn0040684_FBpp0308420	1496
FBgn0011569_FBpp0076028	11281
FBgn0039799_FBpp0085062	7984
FBgn0050438_FBpp0085405	18786
FBgn0085311_FBpp0111392	9192
FBgn0261395_FBpp0085100	13318
FBgn0037129_FBpp0078106	14973
FBgn0037391_FBpp0078310	3624
FBgn0003732_FBpp0080825	25861
FBgn0040340_FBpp0304840	17773.1
FBgn0003607_FBpp0079251	11419.1
FBgn0261803_FBpp0292371	16747
FBgn0039020_FBpp0083715	19875
FBgn0033339_FBpp0311417	18092
FBgn0051638_FBpp0078892	20530
FBgn0050378_FBpp0087930	18173
FBgn0266347_FBpp0289395	12804.1
FBgn0030693_FBpp0073973	6132
FBgn0035929_FBpp0076316	9885
FBgn0263030_FBpp0297763	20998
FBgn0032090_FBpp0308846	6234
FBgn0051184_FBpp0083893	9305
FBgn0085489_FBpp0111678	8883
FBgn0259937_FBpp0072166	14046
FBgn0259785_FBpp0077992	3245
FBgn0037312_FBpp0078450	4339
FBgn0040259_FBpp0081814	24685.1.1
FBgn0036198_FBpp0075854	21649
FBgn0032132_FBpp0113027	18033
FBgn0036975_FBpp0077837	15605.1
FBgn0037705_FBpp0081596	4381
FBgn0011327_FBpp0076200	9913
FBgn0031784_FBpp0078832	25377
FBgn0010611_FBpp0309065	21473
FBgn0030048_FBpp0071177	21242
FBgn0019637_FBpp0078353	8882
FBgn0039944_FBpp0310421	19999
FBgn0261556_FBpp0291854	15060
FBgn0001942_FBpp0303628	14776
FBgn0261401_FBpp0291498	125
FBgn0052102_FBpp0075710	20236
FBgn0031142_FBpp0076961	12860
FBgn0028734_FBpp0300445	21446
FBgn0038548_FBpp0082951	5370
FBgn0043550_FBpp0075493	15789
FBgn0035210_FBpp0072608	3216
FBgn0037812_FBpp0081712	7555
FBgn0036471_FBpp0113002	19391
FBgn0250824_FBpp0289858	4979
FBgn0035031_FBpp0072221	4175
FBgn0032047_FBpp0079293	23015
FBgn0015286_FBpp0070559	22920
FBgn0052720_FBpp0293410	6611
FBgn0053870_FBpp0091115	6330.1.1
FBgn0036909_FBpp0074649	18869
FBgn0037153_FBpp0305421	3515.2
FBgn0029701_FBpp0070614	25586
FBgn0034783_FBpp0071804	16501
FBgn0035987_FBpp0110163	24434.2
FBgn0023174_FBpp0075382	25396
FBgn0032249_FBpp0079633	6309.2
FBgn0039561_FBpp0084635	10086
FBgn0027572_FBpp0088517	7973
FBgn0050082_FBpp0292043	17614
FBgn0267728_FBpp0087134	12085
FBgn0034397_FBpp0085799	2683
FBgn0266598_FBpp0290434	14621
FBgn0025117_FBpp0079462	349
FBgn0052694_FBpp0071345	11123
FBgn0265512_FBpp0304278	22863
FBgn0034511_FBpp0085532	12871
FBgn0085382_FBpp0308425	22310
FBgn0260455_FBpp0072018	17093
FBgn0259192_FBpp0288954	23352
FBgn0004462_FBpp0074405	19491
FBgn0001224_FBpp0076181	23355
FBgn0038400_FBpp0310464	6411
FBgn0031472_FBpp0307129	17108
FBgn0028360_FBpp0070911	14852
FBgn0027259_FBpp0073386	19122
FBgn0030056_FBpp0311871	6289
FBgn0010416_FBpp0309276	25797
FBgn0261068_FBpp0300961	11606
FBgn0000721_FBpp0088350	15185.1.1.1
FBgn0053846_FBpp0091092	6330.1.1
FBgn0040256_FBpp0112233	24685.1.1
FBgn0033890_FBpp0086732	20638
FBgn0045468_FBpp0083556	16009
FBgn0035896_FBpp0311671	12929
FBgn0264295_FBpp0303888	11705
FBgn0034882_FBpp0071980	15768
FBgn0263106_FBpp0076830	4474
FBgn0041623_FBpp0076714	22592
FBgn0031170_FBpp0297618	18813.2
FBgn0033673_FBpp0297145	18049
FBgn0028467_FBpp0078927	17860
FBgn0002856_FBpp0309554	1901
FBgn0035486_FBpp0310846	17437.1.2
FBgn0266465_FBpp0082840	19725
FBgn0039806_FBpp0085081	19585
FBgn0015571_FBpp0308765	2905.2
FBgn0085193_FBpp0309543	11506
FBgn0033948_FBpp0086629	8426
FBgn0263850_FBpp0302858	4701
FBgn0036195_FBpp0305003	15662
FBgn0053985_FBpp0099397	2482
FBgn0030780_FBpp0074096	21801
FBgn0011554_FBpp0087259	24134
FBgn0031044_FBpp0304757	5686
FBgn0041585_FBpp0307680	8198
FBgn0037841_FBpp0112128	6652
FBgn0027495_FBpp0087091	21589.2
FBgn0051229_FBpp0083078	9623
FBgn0043865_FBpp0291002	7635
FBgn0035308_FBpp0305643	25757
FBgn0052081_FBpp0075928	23465
FBgn0038888_FBpp0083488	20431
FBgn0262364_FBpp0293188	12148
FBgn0047095_FBpp0312528	13810
FBgn0032506_FBpp0291253	27396
FBgn0038113_FBpp0082173	19827
FBgn0267486_FBpp0080614	18247.1
FBgn0039325_FBpp0084226	11848
FBgn0038131_FBpp0082245	12924
FBgn0032430_FBpp0079949	20662
FBgn0264489_FBpp0305053	3736
FBgn0020647_FBpp0083895	20973
FBgn0035078_FBpp0293340	23816
FBgn0033141_FBpp0311584	22178
FBgn0086446_FBpp0080701	1025
FBgn0035317_FBpp0304907	20853
FBgn0038209_FBpp0082367	20006
FBgn0032429_FBpp0079969	17471
FBgn0034789_FBpp0308809	8364
FBgn0083962_FBpp0303010	9955
FBgn0032635_FBpp0080532	2699
FBgn0085274_FBpp0291736	20070
FBgn0002573_FBpp0075596	12819
FBgn0051902_FBpp0110138	22747
FBgn0053470_FBpp0292218	4248
FBgn0015527_FBpp0076918	10634
FBgn0011760_FBpp0297908	908
FBgn0037297_FBpp0306928	3976
FBgn0260793_FBpp0303176	8225.2
FBgn0001974_FBpp0080257	21673
FBgn0052547_FBpp0304652	15172
FBgn0032563_FBpp0080302	12075
FBgn0262356_FBpp0293178	6852
FBgn0015321_FBpp0311673	25357
FBgn0051357_FBpp0084110	1331
FBgn0037443_FBpp0289489	3810
FBgn0052772_FBpp0290219	19440
FBgn0259730_FBpp0289274	14883
FBgn0021856_FBpp0303527	12644
FBgn0044011_FBpp0088124	2597
FBgn0011286_FBpp0293114	14760
FBgn0033096_FBpp0085472	11256
FBgn0003867_FBpp0083563	5918
FBgn0261831_FBpp0292453	4825
FBgn0028407_FBpp0087087	16358
FBgn0262022_FBpp0292860	4924
FBgn0035584_FBpp0073230	10684
FBgn0052569_FBpp0288687	20366
FBgn0260744_FBpp0312478	11323
FBgn0050067_FBpp0089300	25940
FBgn0035321_FBpp0072783	4526
FBgn0261004_FBpp0078392	22543
FBgn0086613_FBpp0083185	19022
FBgn0030049_FBpp0304114	8886
FBgn0030137_FBpp0071306	2134
FBgn0027052_FBpp0079617	20017
FBgn0010225_FBpp0078612	24526
FBgn0034166_FBpp0309076	21719
FBgn0035437_FBpp0072946	16360
FBgn0261241_FBpp0081459	13543
FBgn0051086_FBpp0084362	3547.1
FBgn0031760_FBpp0111937	20309
FBgn0033187_FBpp0087978	18475
FBgn0000182_FBpp0080362	13343
FBgn0037998_FBpp0082093	27294
FBgn0033164_FBpp0111960	27023
FBgn0051720_FBpp0291183	25774
FBgn0005614_FBpp0087555	15084.2.2
FBgn0260935_FBpp0081466	27097
FBgn0033808_FBpp0086851	17791
FBgn0262563_FBpp0293430	6244
FBgn0010452_FBpp0303108	12103.1
FBgn0038925_FBpp0307185	18136
FBgn0262519_FBpp0099808	584
FBgn0031905_FBpp0079066	25403
FBgn0026390_FBpp0079864	14805
FBgn0033275_FBpp0087880	8470
FBgn0000615_FBpp0085555	6672
FBgn0015553_FBpp0080675	16376
FBgn0051678_FBpp0288498	2354
FBgn0032793_FBpp0080822	10572
FBgn0037900_FBpp0308466	17865
FBgn0015336_FBpp0074149	15836
FBgn0037031_FBpp0305563	15096
FBgn0036490_FBpp0075397	1708
FBgn0039114_FBpp0083846	21218
FBgn0036469_FBpp0306006	23444
FBgn0262476_FBpp0293407	19935
FBgn0000413_FBpp0304505	3927
FBgn0039681_FBpp0084830	12398
FBgn0024510_FBpp0072673	6287
FBgn0033767_FBpp0304301	7487
FBgn0031937_FBpp0310053	27141
FBgn0034372_FBpp0309338	27245
FBgn0040786_FBpp0288838	13576
FBgn0037013_FBpp0077869	24888
FBgn0031190_FBpp0312094	13229
FBgn0053339_FBpp0292614	1213
FBgn0035906_FBpp0076378	23602
FBgn0031925_FBpp0079095	7027.1
FBgn0031187_FBpp0308590	27033
FBgn0028992_FBpp0082877	24171
FBgn0050284_FBpp0071601	3812
FBgn0262876_FBpp0297393	21238
FBgn0038281_FBpp0082483	9066
FBgn0020300_FBpp0074892	22663
FBgn0035154_FBpp0072505	5049
FBgn0036474_FBpp0075412	22123.2
FBgn0260795_FBpp0304951	11501
FBgn0015298_FBpp0076589	14235
FBgn0030645_FBpp0073853	10241
FBgn0033154_FBpp0088093	20171
FBgn0031111_FBpp0077018	26807
FBgn0032613_FBpp0080482	20848
FBgn0034731_FBpp0309755	10483
FBgn0053873_FBpp0091118	6330.1.1
FBgn0262515_FBpp0087669	14355
FBgn0039272_FBpp0301202	240
FBgn0031388_FBpp0077500	22831
FBgn0034887_FBpp0113033	16456.2
FBgn0004390_FBpp0303201	15094
FBgn0034383_FBpp0085824	8939.2
FBgn0052409_FBpp0076738	8005
FBgn0033601_FBpp0087284	23728
FBgn0053242_FBpp0289368	6269
FBgn0044809_FBpp0083381	11487
FBgn0029681_FBpp0070585	286
FBgn0016126_FBpp0088134	24749.2.2.1.2
FBgn0053181_FBpp0305349	10109
FBgn0002571_FBpp0087837	19224.1
FBgn0025741_FBpp0088287	16407.2
FBgn0034566_FBpp0309629	13811
FBgn0036274_FBpp0290293	14638.1
FBgn0262582_FBpp0306420	9654
FBgn0016031_FBpp0076864	24684
FBgn0036566_FBpp0305775	11388
FBgn0085420_FBpp0305789	7225.1
FBgn0032600_FBpp0302977	6980
FBgn0036024_FBpp0076118	14087
FBgn0040733_FBpp0085906	22011
FBgn0034693_FBpp0071710	13757
FBgn0028956_FBpp0086111	5818
FBgn0085188_FBpp0111265	7501
FBgn0027453_FBpp0079770	6943
FBgn0036202_FBpp0304442	24743
FBgn0263916_FBpp0309853	2733
FBgn0083984_FBpp0290229	13261
FBgn0039489_FBpp0084478	4517
FBgn0051380_FBpp0084292	11848
FBgn0052441_FBpp0289334	9854
FBgn0266672_FBpp0078326	11537
FBgn0032587_FBpp0308008	5065
FBgn0262844_FBpp0297257	405
FBgn0042110_FBpp0112258	17031
FBgn0036958_FBpp0074619	24899
FBgn0041248_FBpp0077386	18144
FBgn0033274_FBpp0087881	6074
FBgn0053051_FBpp0074992	22143
FBgn0035802_FBpp0088791	1365
FBgn0032338_FBpp0293128	21011
FBgn0016650_FBpp0082933	6212.1.1
FBgn0030011_FBpp0071137	5189
FBgn0035393_FBpp0072860	22993
FBgn0038316_FBpp0082577	1688
FBgn0027793_FBpp0070285	16885
FBgn0010747_FBpp0076872	5237
FBgn0030638_FBpp0073848	4021
FBgn0085296_FBpp0111376	6024
FBgn0038917_FBpp0083546	25662
FBgn0029716_FBpp0070647	1441
FBgn0013746_FBpp0309805	20252
FBgn0004907_FBpp0305137	26166
FBgn0030956_FBpp0074432	12499
FBgn0260933_FBpp0077738	7742
FBgn0261674_FBpp0292106	24617
FBgn0015031_FBpp0297878	20019
FBgn0036735_FBpp0074970	7458
FBgn0052404_FBpp0076731	16793.1
FBgn0026141_FBpp0077591	908
FBgn0024920_FBpp0310349	3471
FBgn0010097_FBpp0080769	26719
FBgn0034687_FBpp0071716	14409
FBgn0050273_FBpp0312413	5975
FBgn0015664_FBpp0079485	5605
FBgn0027620_FBpp0085204	23401
FBgn0030040_FBpp0291662	24224.1.2
FBgn0008636_FBpp0071485	17809.1.1.2
FBgn0052446_FBpp0303150	18659
FBgn0026313_FBpp0309485	12132.1
FBgn0050287_FBpp0071612	17614
FBgn0037121_FBpp0078086	12056
FBgn0033371_FBpp0289410	24130
FBgn0039536_FBpp0303144	14622
FBgn0033459_FBpp0087465	25700
FBgn0037483_FBpp0311972	21733
FBgn0003124_FBpp0099722	26862
FBgn0001227_FBpp0076223	22022
FBgn0014189_FBpp0078754	10670
FBgn0033871_FBpp0086758	16577
FBgn0036547_FBpp0075266	25921
FBgn0039760_FBpp0311423	23600
FBgn0036768_FBpp0074909	21067
FBgn0032612_FBpp0304014	17416.2
FBgn0032264_FBpp0304062	2204.2
FBgn0266591_FBpp0311135	12164
FBgn0031736_FBpp0078766	10706
FBgn0032519_FBpp0309564	11579
FBgn0030090_FBpp0071284	249
FBgn0043783_FBpp0078078	24606
FBgn0019650_FBpp0088249	26738
FBgn0031728_FBpp0078744	19760
FBgn0035953_FBpp0076247	18226
FBgn0039508_FBpp0084533	927
FBgn0040068_FBpp0112228	18590
FBgn0266431_FBpp0310791	17366
FBgn0025743_FBpp0074060	5527
FBgn0051973_FBpp0077822	7695
FBgn0034974_FBpp0072156	21883
FBgn0052283_FBpp0072924	16893
FBgn0264343_FBpp0304325	4741
FBgn0051464_FBpp0297716	20560
FBgn0035743_FBpp0311659	19921
FBgn0038421_FBpp0082773	20058
FBgn0051371_FBpp0291684	22164
FBgn0031877_FBpp0310331	21676
FBgn0039584_FBpp0084658	21292
FBgn0011715_FBpp0078331	26611
FBgn0037766_FBpp0303115	19963
FBgn0036343_FBpp0075627	19629
FBgn0037723_FBpp0081556	26391
FBgn0016041_FBpp0071031	2976
FBgn0051064_FBpp0308356	17246
FBgn0028662_FBpp0300391	6342
FBgn0037756_FBpp0081618	25221
FBgn0053282_FBpp0112370	4299.1.1
FBgn0039617_FBpp0084716	13522.2
FBgn0038309_FBpp0112150	4799
FBgn0036818_FBpp0300969	1888
FBgn0015520_FBpp0305874	26092
FBgn0259876_FBpp0288780	17105
FBgn0026879_FBpp0070154	15152
FBgn0013279_FBpp0082107	761.2.2
FBgn0053139_FBpp0086416	9517
FBgn0036602_FBpp0075191	1630
FBgn0015393_FBpp0307465	13463
FBgn0027549_FBpp0076407	10049
FBgn0259110_FBpp0309271	16924.2
FBgn0025726_FBpp0300963	11149.2
FBgn0034328_FBpp0085908	3959
FBgn0050486_FBpp0086930	15460.1
FBgn0003008_FBpp0072061	13687
FBgn0266437_FBpp0310798	13211
FBgn0039098_FBpp0083826	25734.1
FBgn0051809_FBpp0311167	18586.1
FBgn0031064_FBpp0074557	1879
FBgn0035524_FBpp0073098	2727
FBgn0010417_FBpp0074709	14966
FBgn0033412_FBpp0087634	629
FBgn0243511_FBpp0083238	3477
FBgn0039415_FBpp0084360	13151
FBgn0038504_FBpp0308614	19361
FBgn0001990_FBpp0303719	5609
FBgn0017456_FBpp0081076	16114
FBgn0034362_FBpp0085885	16415
FBgn0000536_FBpp0073990	26365
FBgn0030506_FBpp0073678	11868
FBgn0003480_FBpp0082392	22405
FBgn0261570_FBpp0309496	13457
FBgn0041232_FBpp0289303	2301
FBgn0051041_FBpp0084836	11457
FBgn0001084_FBpp0079317	752
FBgn0033787_FBpp0086905	3547.1
FBgn0003140_FBpp0311209	5298
FBgn0052536_FBpp0074455	17092
FBgn0032652_FBpp0309224	2643
FBgn0013303_FBpp0074671	7377
FBgn0034634_FBpp0071617	7214
FBgn0038039_FBpp0082056	7167
FBgn0040778_FBpp0087902	6171
FBgn0039505_FBpp0084528	18480
FBgn0031298_FBpp0077618	14102
FBgn0250862_FBpp0073553	24127
FBgn0050293_FBpp0071473	13824
FBgn0053920_FBpp0091160	26759
FBgn0037464_FBpp0081147	9847
FBgn0030722_FBpp0074037	14826
FBgn0039167_FBpp0083957	22289
FBgn0052313_FBpp0305590	14289
FBgn0031631_FBpp0077107	21063
FBgn0000320_FBpp0078964	2997
FBgn0032298_FBpp0079780	2358
FBgn0028950_FBpp0310294	22205.1
FBgn0033597_FBpp0087286	18904
FBgn0035477_FBpp0305340	10406
FBgn0035328_FBpp0072761	2017
FBgn0029667_FBpp0070564	8249
FBgn0039198_FBpp0306937	4324
FBgn0259680_FBpp0309085	25902.2.1
FBgn0031139_FBpp0076966	10445
FBgn0266284_FBpp0308653	7258
FBgn0029840_FBpp0311819	3458
FBgn0051633_FBpp0078954	23015
FBgn0033863_FBpp0086752	20858
FBgn0037009_FBpp0077867	21080
FBgn0034744_FBpp0071767	548.1
FBgn0033185_FBpp0088052	4754
FBgn0031037_FBpp0074503	4655
FBgn0040512_FBpp0075111	13747
FBgn0259933_FBpp0289473	26650
FBgn0027619_FBpp0087475	13812
FBgn0000346_FBpp0073585	6770
FBgn0029942_FBpp0071006	26211
FBgn0038592_FBpp0082993	1938
FBgn0053903_FBpp0091148	6330.1.1
FBgn0034846_FBpp0288724	25561
FBgn0034519_FBpp0100144	17215
FBgn0052823_FBpp0312289	15399
FBgn0030961_FBpp0290376	20106
FBgn0036203_FBpp0075850	12606
FBgn0037138_FBpp0292150	24037
FBgn0262170_FBpp0293194	6911
FBgn0053866_FBpp0091112	20001.2
FBgn0032088_FBpp0079367	12105
FBgn0033240_FBpp0111965	16583
FBgn0050339_FBpp0087617	21823
FBgn0030290_FBpp0073306	20956
FBgn0024326_FBpp0289672	17230
FBgn0030542_FBpp0073712	2821
FBgn0086687_FBpp0082098	24765.1
FBgn0002787_FBpp0303270	23724
FBgn0024293_FBpp0099762	9938
FBgn0000356_FBpp0076301	6794
FBgn0038223_FBpp0301706	20281
FBgn0003016_FBpp0290711	792.2.2
FBgn0032343_FBpp0079816	25448
FBgn0000591_FBpp0084335	10470
FBgn0031752_FBpp0305433	3811
FBgn0034279_FBpp0088525	15996
FBgn0032171_FBpp0079487	398
FBgn0003087_FBpp0079591	21656
FBgn0039488_FBpp0084501	16992
FBgn0037814_FBpp0081737	16825
FBgn0035915_FBpp0076362	8608
FBgn0260748_FBpp0074160	17472
FBgn0019643_FBpp0089101	25629
FBgn0262575_FBpp0293485	17640
FBgn0263024_FBpp0297776	15815
FBgn0051320_FBpp0082402	10173
FBgn0035959_FBpp0311506	25183
FBgn0025592_FBpp0072428	2403
FBgn0264897_FBpp0306926	17604
FBgn0030989_FBpp0074467	18939
FBgn0038803_FBpp0083313	21268
FBgn0260658_FBpp0290321	24901
FBgn0028692_FBpp0303405	1043
FBgn0038353_FBpp0082618	1252
FBgn0261789_FBpp0081234	11242.2
FBgn0036532_FBpp0075258	17556
FBgn0025879_FBpp0081722	13198
FBgn0266673_FBpp0083932	9115
FBgn0052814_FBpp0307669	2911
FBgn0053642_FBpp0090985	19323
FBgn0034963_FBpp0072099	18298
FBgn0053769_FBpp0091031	2902
FBgn0015295_FBpp0086382	26893
FBgn0037850_FBpp0081811	1524
FBgn0028789_FBpp0076249	9405
FBgn0036557_FBpp0075274	23821
FBgn0035965_FBpp0076264	15597
FBgn0037619_FBpp0290412	15493
FBgn0037506_FBpp0081078	8891
FBgn0034914_FBpp0309938	3824
FBgn0037081_FBpp0078053	14516
FBgn0035246_FBpp0072702	12878
FBgn0031181_FBpp0076909	6862
FBgn0033836_FBpp0086833	19816
FBgn0029893_FBpp0070948	13479.2
FBgn0030398_FBpp0073486	8024
FBgn0036978_FBpp0077898	17058
FBgn0028916_FBpp0080197	6773
FBgn0038354_FBpp0082619	23467
FBgn0015040_FBpp0072228	26436
FBgn0033170_FBpp0099486	13870
FBgn0015614_FBpp0088004	14821
FBgn0030991_FBpp0074437	9996
FBgn0013676_FBpp0100180	2480
FBgn0250844_FBpp0310285	20427
FBgn0031051_FBpp0074528	19577
FBgn0085271_FBpp0289305	26775
FBgn0034284_FBpp0085982	4567
FBgn0053138_FBpp0086845	25118
FBgn0083949_FBpp0110103	17433.1
FBgn0033167_FBpp0305210	5512
FBgn0033184_FBpp0088054	26051
FBgn0035636_FBpp0076823	3925
FBgn0038235_FBpp0082445	19739
FBgn0032346_FBpp0079813	20169
FBgn0085261_FBpp0111341	27216
FBgn0266434_FBpp0310797	24701
FBgn0035762_FBpp0076549	10829
FBgn0263760_FBpp0302600	23674
FBgn0085194_FBpp0310287	22479
FBgn0040928_FBpp0071124	12706
FBgn0264552_FBpp0305478	24370
FBgn0036889_FBpp0074739	23133
FBgn0043535_FBpp0085606	14148
FBgn0036264_FBpp0075737	21310
FBgn0030351_FBpp0073415	27013
FBgn0040333_FBpp0309091	4246
FBgn0053244_FBpp0289370	6269
FBgn0030544_FBpp0073745	3711
FBgn0262720_FBpp0296983	23855
FBgn0034075_FBpp0307715	16453
FBgn0028694_FBpp0078664	6198
FBgn0262143_FBpp0301589	1652
FBgn0037304_FBpp0304701	3167
FBgn0037101_FBpp0078027	12860
FBgn0034030_FBpp0086487	18961
FBgn0050118_FBpp0112273	21176
FBgn0039006_FBpp0083697	26436
FBgn0259111_FBpp0288814	22906
FBgn0040736_FBpp0309289	22011
FBgn0030187_FBpp0071413	5321
FBgn0261548_FBpp0291798	15006
FBgn0038815_FBpp0083321	701
FBgn0030215_FBpp0071441	19806
FBgn0260997_FBpp0310230	20064
FBgn0085265_FBpp0311852	18130
FBgn0250903_FBpp0307833	24923.1
FBgn0001970_FBpp0080202	18079
FBgn0259149_FBpp0288871	16322
FBgn0062412_FBpp0081325	12689
FBgn0052447_FBpp0078115	7780
FBgn0263973_FBpp0300169	16154
FBgn0051216_FBpp0083200	20362
FBgn0029783_FBpp0070817	15015
FBgn0030543_FBpp0113000	19506
FBgn0266411_FBpp0310749	4656.2.2
FBgn0032335_FBpp0079782	18545
FBgn0263849_FBpp0302859	12249
FBgn0027569_FBpp0311285	7865
FBgn0031900_FBpp0305545	4963
FBgn0029685_FBpp0311756	25916
FBgn0004403_FBpp0071050	14532
FBgn0051804_FBpp0080520	9112
FBgn0024227_FBpp0079769	7950
FBgn0029948_FBpp0071013	8461
FBgn0036969_FBpp0074612	5597
FBgn0013348_FBpp0301709	22019
FBgn0026314_FBpp0081851	24685.1.1
FBgn0033755_FBpp0086939	19406
FBgn0034667_FBpp0071651	16732
FBgn0011592_FBpp0086935	19839
FBgn0040382_FBpp0070132	6740
FBgn0030403_FBpp0073491	26476
FBgn0039959_FBpp0112471	25960
FBgn0028996_FBpp0302730	11659
FBgn0028369_FBpp0304768	9666.1
FBgn0038821_FBpp0310532	5586
FBgn0031232_FBpp0300566	8702
FBgn0051643_FBpp0078813	20894
FBgn0036039_FBpp0089006	12940
FBgn0033782_FBpp0086902	8120
FBgn0038784_FBpp0083308	22516
FBgn0030598_FBpp0073791	13473
FBgn0032946_FBpp0305547	25852
FBgn0039748_FBpp0312535	15466
FBgn0039778_FBpp0085014	22096
FBgn0261929_FBpp0303177	15573
FBgn0031835_FBpp0309854	22075.1.2
FBgn0053888_FBpp0091133	6330.1.1
FBgn0033761_FBpp0086993	11654
