#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0126826          -          BGBP                 -           2.1e-124  415.3   0.0  2.6e-124  415.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(18749699..18749896,18749974..18751136,18751283..18751400); ID=FBpp0126826; name=Dana\GF23634-PA; parent=FBgn0100628,FBtr0128334; dbxref=FlyBase:FBpp0126826,FlyBase_Annotation_IDs:GF23634-PA,GB_protein:EDV41021,REFSEQ:XP_001958215,FlyMine:FBpp0126826; MD5=a3c029eee1d316ddb0f028be43ed3a92; length=492; release=r1.3; species=Dana; 
FBpp0121394          -          CLIPA                -            1.1e-51  175.3   0.1   1.6e-51  174.8   0.1   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(11140027..11140096,11140304..11140467,11140552..11140774,11140833..11141557); ID=FBpp0121394; name=Dana\GF18202-PA; parent=FBgn0095220,FBtr0122902; dbxref=FlyBase:FBpp0121394,FlyBase_Annotation_IDs:GF18202-PA,GB_protein:EDV42854,REFSEQ:XP_001954293,FlyMine:FBpp0121394; MD5=5343a4ac1bc5a4017ff26766aaaf4e53; length=393; release=r1.3; species=Dana; 
FBpp0119444          -          CLIPA                -            1.3e-51  175.1   0.6   1.9e-51  174.5   0.6   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(20015584..20016010,20016067..20016376,20016632..20017027,20017152..20017218); ID=FBpp0119444; name=Dana\GF16252-PA; parent=FBgn0093274,FBtr0120952; dbxref=FlyBase:FBpp0119444,FlyBase_Annotation_IDs:GF16252-PA,GB_protein:EDV43973,REFSEQ:XP_001955412,FlyMine:FBpp0119444; MD5=7e02b1bda37e12e1270548f1ebcc29ed; length=399; release=r1.3; species=Dana; 
FBpp0122361          -          CLIPA                -            1.4e-51  175.0   0.0   2.2e-51  174.3   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_13047:join(330928..330985,331046..331194,331274..332296); ID=FBpp0122361; name=Dana\GF19169-PA; parent=FBgn0096180,FBtr0123869; dbxref=FlyBase:FBpp0122361,FlyBase_Annotation_IDs:GF19169-PA,GB_protein:EDV33755,REFSEQ:XP_001966710,FlyMine:FBpp0122361; MD5=0d20bf2e31726dd7c8429e0017577039; length=409; release=r1.3; species=Dana; 
FBpp0119380          -          CLIPA                -            3.9e-51  173.5   0.4   4.8e-51  173.2   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(21110158..21110752,21111819..21112419,21113130..21113190); ID=FBpp0119380; name=Dana\GF16188-PA; parent=FBgn0093210,FBtr0120888; dbxref=FlyBase:FBpp0119380,FlyBase_Annotation_IDs:GF16188-PA,GB_protein:EDV44119,REFSEQ:XP_001955558,FlyMine:FBpp0119380; MD5=9726cd8d458a88c162116f8d43c62763; length=418; release=r1.3; species=Dana; 
FBpp0126473          -          CLIPA                -            4.2e-51  173.4   0.4     6e-51  172.9   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:join(3902001..3902064,3902139..3902311,3902571..3902784,3902845..3902893,3902949..3903142,3903208..3903632); ID=FBpp0126473; name=Dana\GF23281-PA; parent=FBgn0100275,FBtr0127981; dbxref=FlyBase:FBpp0126473,FlyBase_Annotation_IDs:GF23281-PA,GB_protein:EDV30423,REFSEQ:XP_001964627,FlyMine:FBpp0126473; MD5=ede0d41c35b3bc6297a5805edc3691c5; length=372; release=r1.3; species=Dana; 
FBpp0117860          -          CLIPA                -            1.1e-50  172.0   0.1   1.6e-50  171.5   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12916:complement(5555951..5556506,5556565..5556848); ID=FBpp0117860; name=Dana\GF14668-PA; parent=FBgn0091695,FBtr0119368; dbxref=FlyBase:FBpp0117860,FlyBase_Annotation_IDs:GF14668-PA,GB_protein:EDV31196,REFSEQ:XP_001961975,FlyMine:FBpp0117860; MD5=d3c90c5ad0b04f3ed41c67eb92e362c7; length=279; release=r1.3; species=Dana; 
FBpp0116562          -          CLIPA                -            7.8e-50  169.2  10.1   1.5e-38  132.2   2.3   4.0   2   1   1   3   3   3   3 type=protein; loc=scaffold_13266:join(12484173..12484220,12484281..12484410,12484468..12484513,12484572..12485329,12485396..12485441,12485502..12485626,12485687..12486051); ID=FBpp0116562; name=Dana\GF13370-PA; parent=FBgn0090402,FBtr0118070; dbxref=FlyBase:FBpp0116562,FlyBase_Annotation_IDs:GF13370-PA,GB_protein:EDV37281,REFSEQ:XP_001960459,FlyMine:FBpp0116562; MD5=71af061bbe6365b31e1cf48d77fd118c; length=505; release=r1.3; species=Dana; 
FBpp0118405          -          CLIPA                -              8e-49  165.9   1.1     1e-48  165.6   1.1   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12916:join(5352101..5352173,5352438..5352812,5352864..5352972,5353034..5353218,5354374..5354675,5354742..5354855); ID=FBpp0118405; name=Dana\GF15213-PA; parent=FBgn0092238,FBtr0119913; dbxref=FlyBase:FBpp0118405,FlyBase_Annotation_IDs:GF15213-PA,GB_protein:EDV31139,REFSEQ:XP_001961918,FlyMine:FBpp0118405; MD5=8960140eb3ff7d70abcddd30282caaf2; length=385; release=r1.3; species=Dana; 
FBpp0116527          -          CLIPA                -            1.1e-48  165.5   0.1   1.4e-48  165.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:11896519..11897301; ID=FBpp0116527; name=Dana\GF13335-PA; parent=FBgn0090367,FBtr0118035; dbxref=FlyBase:FBpp0116527,FlyBase_Annotation_IDs:GF13335-PA,GB_protein:EDV37201,REFSEQ:XP_001960379,FlyMine:FBpp0116527; MD5=00884e375e4647e29794515bd7a16659; length=260; release=r1.3; species=Dana; 
FBpp0119466          -          CLIPA                -            1.5e-48  165.0   0.0   1.7e-48  164.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(19687220..19687495,19687550..19687865,19687938..19688211,19688270..19688348); ID=FBpp0119466; name=Dana\GF16274-PA; parent=FBgn0093296,FBtr0120974; dbxref=FlyBase:FBpp0119466,FlyBase_Annotation_IDs:GF16274-PA,GB_protein:EDV43928,REFSEQ:XP_001955367,FlyMine:FBpp0119466; MD5=00856d4dcb5d4b0f2128d768e03366ee; length=314; release=r1.3; species=Dana; 
FBpp0114587          -          CLIPA                -            1.3e-47  162.0   0.2   1.8e-47  161.5   0.2   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(14127530..14128148,14128319..14128526,14128599..14128851); ID=FBpp0114587; name=Dana\GF11395-PA; parent=FBgn0088435,FBtr0116095; dbxref=FlyBase:FBpp0114587,FlyBase_Annotation_IDs:GF11395-PA,GB_protein:EDV37473,REFSEQ:XP_001960651,FlyMine:FBpp0114587; MD5=fa6cf0658ce37db4d6c5c433de36eb5e; length=359; release=r1.3; species=Dana; 
FBpp0126474          -          CLIPA                -            1.6e-47  161.7   1.9   2.1e-47  161.2   1.9   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:join(3905450..3905519,3905584..3905738,3905792..3906093,3906204..3906807); ID=FBpp0126474; name=Dana\GF23282-PA; parent=FBgn0100276,FBtr0127982; dbxref=FlyBase:FBpp0126474,FlyBase_Annotation_IDs:GF23282-PA,GB_protein:EDV30424,REFSEQ:XP_001964628,FlyMine:FBpp0126474; MD5=77e6cce31eecc463be1c808776774098; length=376; release=r1.3; species=Dana; 
FBpp0115737          -          CLIPA                -            2.6e-47  161.0   0.7   3.1e-47  160.7   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:927610..928431; ID=FBpp0115737; name=Dana\GF12545-PA; parent=FBgn0089582,FBtr0117245; dbxref=FlyBase:FBpp0115737,FlyBase_Annotation_IDs:GF12545-PA,GB_protein:EDV35569,REFSEQ:XP_001958747,FlyMine:FBpp0115737; MD5=1b427ef70d1bede81fd560678e40f3bd; length=273; release=r1.3; species=Dana; 
FBpp0120017          -          CLIPA                -            2.1e-46  157.9   0.0   2.8e-46  157.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(11075672..11076110,11076171..11076335,11076390..11076499,11076553..11076668,11076736..11077081); ID=FBpp0120017; name=Dana\GF16825-PA; parent=FBgn0093846,FBtr0121525; dbxref=FlyBase:FBpp0120017,FlyBase_Annotation_IDs:GF16825-PA,GB_protein:EDV42841,REFSEQ:XP_001954280,FlyMine:FBpp0120017; MD5=cdfb1bbca962b9d53f581f1d2489df7a; length=391; release=r1.3; species=Dana; 
FBpp0115739          -          CLIPA                -            5.1e-46  156.7   1.4   6.6e-46  156.3   1.4   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:939611..940372; ID=FBpp0115739; name=Dana\GF12547-PA; parent=FBgn0089584,FBtr0117247; dbxref=FlyBase:FBpp0115739,FlyBase_Annotation_IDs:GF12547-PA,GB_protein:EDV35577,REFSEQ:XP_001958755,FlyMine:FBpp0115739; MD5=97b48eb3cdb92c37a3e23f1283d0f3e1; length=253; release=r1.3; species=Dana; 
FBpp0115854          -          CLIPA                -            1.4e-45  155.3   0.0   1.7e-45  155.0   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:2843755..2844558; ID=FBpp0115854; name=Dana\GF12662-PA; parent=FBgn0089698,FBtr0117362; dbxref=FlyBase:FBpp0115854,FlyBase_Annotation_IDs:GF12662-PA,GB_protein:EDV35826,REFSEQ:XP_001959004,FlyMine:FBpp0115854; MD5=3e4cca8c5e8af526e0ceedc1ed13346f; length=267; release=r1.3; species=Dana; 
FBpp0124925          -          CLIPA                -            1.5e-45  155.2   0.0   1.8e-45  154.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13334:complement(929288..929912,930135..930351,930421..930726,930785..930851); ID=FBpp0124925; name=Dana\GF21733-PA; parent=FBgn0098733,FBtr0126433; dbxref=FlyBase:FBpp0124925,FlyBase_Annotation_IDs:GF21733-PA,GB_protein:EDV38354,REFSEQ:XP_001967035,FlyMine:FBpp0124925; MD5=f7fdfa8821b16fc5658da2d1b94466a0; length=404; release=r1.3; species=Dana; 
FBpp0119464          -          CLIPA                -            1.5e-45  155.2   0.0   1.8e-45  154.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(19690401..19690989,19691048..19691318,19691373..19691454); ID=FBpp0119464; name=Dana\GF16272-PA; parent=FBgn0093294,FBtr0120972; dbxref=FlyBase:FBpp0119464,FlyBase_Annotation_IDs:GF16272-PA,GB_protein:EDV43930,REFSEQ:XP_001955369,FlyMine:FBpp0119464; MD5=9387e560ee2ae2def29f87914779481b; length=313; release=r1.3; species=Dana; 
FBpp0115595          -          CLIPA                -            2.8e-45  154.2   0.7   3.7e-45  153.9   0.7   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(934870..935640); ID=FBpp0115595; name=Dana\GF12403-PA; parent=FBgn0089440,FBtr0117103; dbxref=FlyBase:FBpp0115595,FlyBase_Annotation_IDs:GF12403-PA,GB_protein:EDV35574,REFSEQ:XP_001958752,FlyMine:FBpp0115595; MD5=687643d1146b5f3e9936a24c40d98cdb; length=256; release=r1.3; species=Dana; 
FBpp0125695          -          CLIPA                -            4.3e-45  153.7   0.0   6.2e-45  153.1   0.0   1.3   1   1   0   1   1   1   1 type=protein; loc=scaffold_13248:join(784640..784721,784801..784984,785121..785747,785793..785968,786032..786487,786553..786899); ID=FBpp0125695; name=Dana\GF22503-PA; parent=FBgn0099499,FBtr0127203; dbxref=FlyBase:FBpp0125695,FlyBase_Annotation_IDs:GF22503-PA,GB_protein:EDV34978,REFSEQ:XP_001965463,FlyMine:FBpp0125695; MD5=83c58c8f021fe7118a69b04e516cc314; length=623; release=r1.3; species=Dana; 
FBpp0115738          -          CLIPA                -            6.9e-45  153.0   1.7   8.9e-45  152.6   1.7   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:936910..937680; ID=FBpp0115738; name=Dana\GF12546-PA; parent=FBgn0089583,FBtr0117246; dbxref=FlyBase:FBpp0115738,FlyBase_Annotation_IDs:GF12546-PA,GB_protein:EDV35576,REFSEQ:XP_001958754,FlyMine:FBpp0115738; MD5=692b278f8fa30b9ea971c7245289c21b; length=256; release=r1.3; species=Dana; 
FBpp0118640          -          CLIPA                -            7.7e-45  152.8   0.3   9.2e-45  152.6   0.3   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12916:8648137..8648910; ID=FBpp0118640; name=Dana\GF15448-PA; parent=FBgn0092473,FBtr0120148; dbxref=FlyBase:FBpp0118640,FlyBase_Annotation_IDs:GF15448-PA,GB_protein:EDV31633,REFSEQ:XP_001962412,FlyMine:FBpp0118640; MD5=68eda3954b2ef553c026da196c5ec11d; length=257; release=r1.3; species=Dana; 
FBpp0120602          -          CLIPA                -            1.5e-44  151.9   0.1   3.6e-44  150.6   0.1   1.3   1   1   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(1358558..1359143,1359204..1359468,1359528..1359914,1359973..1360051); ID=FBpp0120602; name=Dana\GF17410-PA; parent=FBgn0094428,FBtr0122110; dbxref=FlyBase:FBpp0120602,FlyBase_Annotation_IDs:GF17410-PA,GB_protein:EDV41623,REFSEQ:XP_001953040,FlyMine:FBpp0120602; MD5=8ab1251b364cb88379f020902cbb7738; length=438; release=r1.3; species=Dana; 
FBpp0120762          -          CLIPA                -            1.8e-44  151.6   0.0   1.8e-44  151.6   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(1361120..1361274,1361362..1361671,1362062..1362171,1362344..1362761,1362818..1362947,1363002..1363087); ID=FBpp0120762; name=Dana\GF17570-PA; parent=FBgn0094588,FBtr0122270; dbxref=FlyBase:FBpp0120762,FlyBase_Annotation_IDs:GF17570-PA,GB_protein:EDV41624,REFSEQ:XP_001953041,FlyMine:FBpp0120762; MD5=dc7a5649c1a7fb564c9291b74a012f42; length=402; release=r1.3; species=Dana; 
FBpp0125694          -          CLIPA                -              2e-44  151.5   0.0   2.5e-44  151.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13248:join(780786..780861,780928..781114,781285..781675,781738..781921,781991..782331); ID=FBpp0125694; name=Dana\GF22502-PA; parent=FBgn0099498,FBtr0127202; dbxref=FlyBase:FBpp0125694,FlyBase_Annotation_IDs:GF22502-PA,GB_protein:EDV34977,REFSEQ:XP_001965462,FlyMine:FBpp0125694; MD5=ddb6fc9cf1dfe940b8f33393bb89bc1f; length=392; release=r1.3; species=Dana; 
FBpp0119465          -          CLIPA                -            3.6e-44  150.6   0.0   4.5e-44  150.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(19688736..19689336,19689566..19689836,19689899..19689998); ID=FBpp0119465; name=Dana\GF16273-PA; parent=FBgn0093295,FBtr0120973; dbxref=FlyBase:FBpp0119465,FlyBase_Annotation_IDs:GF16273-PA,GB_protein:EDV43929,REFSEQ:XP_001955368,FlyMine:FBpp0119465; MD5=7322494270d5769bc6443f1e50af4ce2; length=323; release=r1.3; species=Dana; 
FBpp0124467          -          CLIPA                -            3.7e-44  150.6   0.0   4.7e-44  150.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13117:join(1968389..1968865,1968922..1969290); ID=FBpp0124467; name=Dana\GF21275-PA; parent=FBgn0098277,FBtr0125975; dbxref=FlyBase:FBpp0124467,FlyBase_Annotation_IDs:GF21275-PA,GB_protein:EDV34370,REFSEQ:XP_001963921,FlyMine:FBpp0124467; MD5=4cb10cb0499d50e3a65ce2e7817e1d02; length=281; release=r1.3; species=Dana; 
FBpp0116884          -          CLIPA                -            4.3e-44  150.4   0.7   5.2e-44  150.1   0.7   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:16622560..16623345; ID=FBpp0116884; name=Dana\GF13692-PA; parent=FBgn0090720,FBtr0118392; dbxref=FlyBase:FBpp0116884,FlyBase_Annotation_IDs:GF13692-PA,GB_protein:EDV37901,REFSEQ:XP_001961079,FlyMine:FBpp0116884; MD5=a0cc1a07886d94ab8b23ad1c79347027; length=261; release=r1.3; species=Dana; 
FBpp0118483          -          CLIPA                -            4.8e-44  150.2   1.1     6e-44  149.9   1.1   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12916:6217744..6218484; ID=FBpp0118483; name=Dana\GF15291-PA; parent=FBgn0092316,FBtr0119991; dbxref=FlyBase:FBpp0118483,FlyBase_Annotation_IDs:GF15291-PA,GB_protein:EDV31307,REFSEQ:XP_001962086,FlyMine:FBpp0118483; MD5=9107320f47a4f994c27865e797936699; length=246; release=r1.3; species=Dana; 
FBpp0115594          -          CLIPA                -            6.8e-44  149.7   0.0   8.6e-44  149.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(935837..936607); ID=FBpp0115594; name=Dana\GF12402-PA; parent=FBgn0089439,FBtr0117102; dbxref=FlyBase:FBpp0115594,FlyBase_Annotation_IDs:GF12402-PA,GB_protein:EDV35575,REFSEQ:XP_001958753,FlyMine:FBpp0115594; MD5=e3bd51535b0e114726b45518451454fc; length=256; release=r1.3; species=Dana; 
FBpp0115860          -          CLIPA                -            1.9e-43  148.2   0.0   2.7e-43  147.8   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:3038767..3039630; ID=FBpp0115860; name=Dana\GF12668-PA; parent=FBgn0089704,FBtr0117368; dbxref=FlyBase:FBpp0115860,FlyBase_Annotation_IDs:GF12668-PA,GB_protein:EDV35841,REFSEQ:XP_001959019,FlyMine:FBpp0115860; MD5=a09db6b0aa9c385dccdade10b7405405; length=287; release=r1.3; species=Dana; 
FBpp0113863          -          CLIPA                -            2.8e-43  147.7   0.0   4.1e-43  147.2   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(16748697..16749244,16749303..16749478,16749539..16750173); ID=FBpp0113863; name=Dana\GF10671-PA; parent=FBgn0087712,FBtr0115371; dbxref=FlyBase:FBpp0113863,FlyBase_Annotation_IDs:GF10671-PA,GB_protein:EDV40766,REFSEQ:XP_001957960,FlyMine:FBpp0113863; MD5=bbd2c2f41fc29ecc60c1ece84773dd98; length=452; release=r1.3; species=Dana; 
FBpp0120642          -          CLIPA                -            2.9e-43  147.7   0.2   8.8e-43  146.1   0.2   1.6   1   1   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(1124930..1125627,1125680..1125827,1125963..1126138,1126221..1126281); ID=FBpp0120642; name=Dana\GF17450-PA; parent=FBgn0094468,FBtr0122150; dbxref=FlyBase:FBpp0120642,FlyBase_Annotation_IDs:GF17450-PA,GB_protein:EDV41555,REFSEQ:XP_001952972,FlyMine:FBpp0120642; MD5=60a9f7e2062fb0a98328dfc6a3f88929; length=360; release=r1.3; species=Dana; 
FBpp0124923          -          CLIPA                -            8.5e-43  146.1   0.0   1.1e-42  145.8   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13334:complement(931741..932389,932499..932721,932819..933145,933210..933276); ID=FBpp0124923; name=Dana\GF21731-PA; parent=FBgn0098731,FBtr0126431; dbxref=FlyBase:FBpp0124923,FlyBase_Annotation_IDs:GF21731-PA,GB_protein:EDV38355,REFSEQ:XP_001967036,FlyMine:FBpp0124923; MD5=a66ea509d5fe36244da1809df723e0bd; length=421; release=r1.3; species=Dana; 
FBpp0115540          -          CLIPA                -            9.5e-43  146.0   0.0     1e-42  145.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(1846933..1847594,1847657..1848338,1848397..1848624); ID=FBpp0115540; name=Dana\GF12348-PA; parent=FBgn0089385,FBtr0117048; dbxref=FlyBase:FBpp0115540,FlyBase_Annotation_IDs:GF12348-PA,GB_protein:EDV35693,REFSEQ:XP_001958871,FlyMine:FBpp0115540; MD5=ab6d5e4db40ab8f90567c9ce2eab4bcd; length=523; release=r1.3; species=Dana; 
FBpp0126834          -          CLIPA                -            4.6e-42  143.7   0.3   5.7e-42  143.4   0.3   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(18581903..18582058,18582121..18582416,18582703..18582973); ID=FBpp0126834; name=Dana\GF23642-PA; parent=FBgn0100636,FBtr0128342; dbxref=FlyBase:FBpp0126834,FlyBase_Annotation_IDs:GF23642-PA,GB_protein:EDV41006,REFSEQ:XP_001958200,FlyMine:FBpp0126834; MD5=98d51be3be23643a8fe290ca1be8265f; length=240; release=r1.3; species=Dana; 
FBpp0128063          -          CLIPA                -            4.9e-42  143.6   0.1   6.4e-42  143.2   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12943:4939424..4940257; ID=FBpp0128063; name=Dana\GF24871-PA; parent=FBgn0101864,FBtr0129571; dbxref=FlyBase:FBpp0128063,FlyBase_Annotation_IDs:GF24871-PA,GB_protein:EDV33521,REFSEQ:XP_001965387,FlyMine:FBpp0128063; MD5=8167304cb0d85796fe5f67124a3609ed; length=277; release=r1.3; species=Dana; 
FBpp0126973          -          CLIPA                -            9.8e-42  142.6   1.9   1.2e-41  142.3   1.9   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(16344344..16345273); ID=FBpp0126973; name=Dana\GF23781-PA; parent=FBgn0100775,FBtr0128481; dbxref=FlyBase:FBpp0126973,FlyBase_Annotation_IDs:GF23781-PA,GB_protein:EDV40720,REFSEQ:XP_001957914,FlyMine:FBpp0126973; MD5=7ae04e216ac3387178425084da21edbf; length=309; release=r1.3; species=Dana; 
FBpp0114120          -          CLIPA                -            1.5e-41  142.0   0.0   1.8e-41  141.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(20855567..20855802,20855862..20856426); ID=FBpp0114120; name=Dana\GF10928-PA; parent=FBgn0087968,FBtr0115628; dbxref=FlyBase:FBpp0114120,FlyBase_Annotation_IDs:GF10928-PA,GB_protein:EDV41254,REFSEQ:XP_001958448,FlyMine:FBpp0114120; MD5=625fdaa36af473045b02f6900c053ee5; length=266; release=r1.3; species=Dana; 
FBpp0115790          -          CLIPA                -            1.7e-41  141.8   3.4   2.1e-41  141.5   3.4   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:join(1834623..1834841,1834911..1835235,1835288..1835386,1835437..1835602,1835663..1836053); ID=FBpp0115790; name=Dana\GF12598-PA; parent=FBgn0089634,FBtr0117298; dbxref=FlyBase:FBpp0115790,FlyBase_Annotation_IDs:GF12598-PA,GB_protein:EDV35687,REFSEQ:XP_001958865,FlyMine:FBpp0115790; MD5=fa795ea8574fa627a71ce18e7e2c68da; length=399; release=r1.3; species=Dana; 
FBpp0128004          -          CLIPA                -            1.8e-41  141.8   0.0   2.4e-41  141.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(1445314..1446150); ID=FBpp0128004; name=Dana\GF24812-PA; parent=FBgn0101805,FBtr0129512; dbxref=FlyBase:FBpp0128004,FlyBase_Annotation_IDs:GF24812-PA,GB_protein:EDV38820,REFSEQ:XP_001956014,FlyMine:FBpp0128004; MD5=cbb2d68166fe81e3666cd5b68b28a4d4; length=278; release=r1.3; species=Dana; 
