#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0074817          -          BGBP                 -           2.5e-135  452.4   0.0    3e-135  452.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(18676006..18676123,18676296..18677080,18677145..18677522,18677579..18677776); ID=FBpp0074817; name=GNBP1-PA; parent=FBgn0040323,FBtr0075050; dbxref=FlyBase:FBpp0074817,FlyBase_Annotation_IDs:CG6895-PA,GB_protein:AAF49244.1,REFSEQ:NP_524142,GB_protein:AAF49244,FlyMine:FBpp0074817,modMine:FBpp0074817; MD5=3319c8f13047af04e61708ace37337a8; length=492; release=r6.02; species=Dmel; 
FBpp0294007          -          CLIPA                -            1.9e-64  218.2   0.0   2.1e-64  218.0   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:join(13252179..13252383,13255439..13256564,13256621..13256756,13256835..13257131,13257189..13257344); ID=FBpp0294007; name=CG31728-PC; parent=FBgn0051728,FBtr0305556; dbxref=REFSEQ:NP_723797,GB_protein:AAF53273,FlyBase:FBpp0294007,FlyBase_Annotation_IDs:CG31728-PC; MD5=975aaf8d267dc539f621424f6b674040; length=639; release=r6.02; species=Dmel; 
FBpp0304904          -          CLIPA                -            6.6e-63  213.1   0.0   7.1e-63  213.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(4148929..4149025,4150501..4150722,4151150..4151555,4151618..4151693,4151759..4152286); ID=FBpp0304904; name=CG1299-PB; parent=FBgn0035501,FBtr0332658; dbxref=REFSEQ:NP_001261406,GB_protein:AGB94101,FlyBase:FBpp0304904,FlyBase_Annotation_IDs:CG1299-PB; MD5=d9a1efaf5c206275516ae973db81313e; length=442; release=r6.02; species=Dmel; 
FBpp0073071          -          CLIPA                -              7e-63  213.1   0.1   9.4e-63  212.7   0.1   1.3   1   1   0   1   1   1   1 type=protein; loc=3L:join(4148929..4149025,4150222..4150391,4150464..4150722,4151150..4151555,4151618..4151693,4151759..4152286); ID=FBpp0073071; name=CG1299-PA; parent=FBgn0035501,FBtr0073215; dbxref=GB_protein:AAF47847.2,FlyBase:FBpp0073071,FlyBase_Annotation_IDs:CG1299-PA,REFSEQ:NP_647862,GB_protein:AAF47847,FlyMine:FBpp0073071,modMine:FBpp0073071; MD5=48b4097fe000678000b384af61728671; length=511; release=r6.02; species=Dmel; 
FBpp0301202          -          CLIPA                -            1.4e-62  212.1   0.2   1.8e-62  211.7   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(25071574..25071676,25071739..25072125,25072187..25072263,25072320..25072598); ID=FBpp0301202; name=CG11836-PI; parent=FBgn0039272,FBtr0309271; dbxref=FlyBase:FBpp0301202,FlyBase_Annotation_IDs:CG11836-PI,REFSEQ:NP_001163718,GB_protein:ACZ95012; MD5=efbb45a5aef3093beec43a9e083feb3b; length=281; release=r6.02; species=Dmel; 
FBpp0271893          -          CLIPA                -              6e-62  210.0   0.0   1.2e-61  209.1   0.0   1.5   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(8984927..8985158,8971425..8975444,8970865..8971108,8970612..8970796,8970428..8970543,8970244..8970363,8970018..8970182)); ID=FBpp0271893; name=CG8213-PC; parent=FBgn0033359,FBtr0273385; dbxref=FlyBase_Annotation_IDs:CG8213-PC,FlyBase:FBpp0271893,REFSEQ:NP_001137622,GB_protein:ACL83076,FlyMine:FBpp0271893,modMine:FBpp0271893; MD5=0fc53dc9efea473baacf49be71c211d3; length=1693; release=r6.02; species=Dmel; 
FBpp0271892          -          CLIPA                -            7.8e-62  209.6   0.0   1.5e-61  208.7   0.0   1.5   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(8984927..8985158,8971425..8975444,8970865..8971051,8970612..8970796,8970428..8970543,8970244..8970363,8970018..8970182)); ID=FBpp0271892; name=CG8213-PB; parent=FBgn0033359,FBtr0273384; dbxref=FlyBase_Annotation_IDs:CG8213-PB,FlyBase:FBpp0271892,REFSEQ:NP_610435,GB_protein:AAF59009,FlyMine:FBpp0271892,modMine:FBpp0271892; MD5=cd1e5bf03fb0dd1c887181ea162f7d64; length=1674; release=r6.02; species=Dmel; 
FBpp0077068          -          CLIPA                -            3.8e-61  207.4   1.4   4.9e-61  207.0   1.4   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:join(4651490..4651688,4651765..4652156,4652423..4652776); ID=FBpp0077068; name=CG3355-PA; parent=FBgn0031619,FBtr0077376; dbxref=FlyBase_Annotation_IDs:CG3355-PA,GB_protein:AAF50993.1,FlyBase:FBpp0077068,REFSEQ:NP_608848,GB_protein:AAF50993,FlyMine:FBpp0077068,modMine:FBpp0077068; MD5=9dde0e2829b56eba76ff2d42f8ad6dab; length=314; release=r6.02; species=Dmel; 
FBpp0071657          -          CLIPA                -            4.6e-60  203.8   0.4   5.1e-60  203.7   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(21800031..21800831,21799648..21799965)); ID=FBpp0071657; name=CG4386-PA; parent=FBgn0034661,FBtr0071743; dbxref=FlyBase:FBpp0071657,FlyBase_Annotation_IDs:CG4386-PA,GB_protein:AAF46764.2,REFSEQ:NP_611611,GB_protein:AAF46764,FlyMine:FBpp0071657,modMine:FBpp0071657; MD5=eea8e1a4f8704ae8dbff2aceb3a39803; length=372; release=r6.02; species=Dmel; 
FBpp0087746          -          CLIPA                -            5.7e-60  203.5   0.3   8.7e-60  202.9   0.0   1.4   2   0   0   2   2   1   1 type=protein; loc=2R:complement(join(9021963..9023392,9021728..9021858,9021256..9021486,9020354..9020465,9020034..9020287,9019606..9019899,9019433..9019548)); ID=FBpp0087746; name=CG8170-PA; parent=FBgn0033365,FBtr0088665; dbxref=FlyBase:FBpp0087746,FlyBase_Annotation_IDs:CG8170-PA,GB_protein:AAF59003.1,REFSEQ:NP_610441,GB_protein:AAF59003,FlyMine:FBpp0087746,modMine:FBpp0087746; MD5=469572e777db8e3807bbe3300a17f016; length=855; release=r6.02; species=Dmel; 
FBpp0290431          -          CLIPA                -            5.7e-60  203.5   0.0   6.4e-60  203.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:join(19665555..19665597,19668205..19668291,19668355..19669807,19669864..19669974,19670028..19670340,19670401..19670500,19670562..19670620); ID=FBpp0290431; name=CG7432-PB; parent=FBgn0038727,FBtr0301213; dbxref=REFSEQ:NP_650825,GB_protein:AAF55692,FlyBase:FBpp0290431,FlyBase_Annotation_IDs:CG7432-PB,FlyMine:FBpp0290431,modMine:FBpp0290431; MD5=11e5a885ae55aae1c0a9729c1446871e; length=721; release=r6.02; species=Dmel; 
FBpp0304903          -          CLIPA                -            3.9e-59  200.8   0.0   4.6e-59  200.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(4142364..4142394,4143970..4144121,4144410..4144695,4144749..4145042,4145116..4145327,4145409..4145480,4145712..4145852); ID=FBpp0304903; name=CG32260-PC; parent=FBgn0052260,FBtr0332657; dbxref=REFSEQ:NP_001261405,GB_protein:AGB94100,FlyBase:FBpp0304903,FlyBase_Annotation_IDs:CG32260-PC; MD5=d3e1e76cb7aa6fb37b3a5ba53167995d; length=395; release=r6.02; species=Dmel; 
FBpp0071636          -          CLIPA                -            4.6e-59  200.5   0.0   5.6e-59  200.2   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:join(21860851..21861579,21861635..21861964); ID=FBpp0071636; name=CG9294-PB; parent=FBgn0034666,FBtr0071720; dbxref=FlyBase:FBpp0071636,FlyBase_Annotation_IDs:CG9294-PB,GB_protein:AAS64755.1,REFSEQ:NP_995920,GB_protein:AAS64755,FlyMine:FBpp0071636,modMine:FBpp0071636; MD5=a05537bd3cced4e145a6daef2a8e761f; length=352; release=r6.02; species=Dmel; 
FBpp0073070          -          CLIPA                -            9.8e-59  199.5   0.0   1.1e-58  199.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(4143186..4143756,4143970..4144121,4144410..4144695,4144749..4145042,4145116..4145327,4145409..4145480,4145712..4145852); ID=FBpp0073070; name=CG32260-PA; parent=FBgn0052260,FBtr0073214; dbxref=GB_protein:AAN11589.1,FlyBase:FBpp0073070,FlyBase_Annotation_IDs:CG32260-PA,REFSEQ:NP_728942,GB_protein:AAN11589,FlyMine:FBpp0073070,modMine:FBpp0073070; MD5=2ad2d9886cf872ad852a2ed005c972cb; length=575; release=r6.02; species=Dmel; 
FBpp0084142          -          CLIPA                -            1.1e-58  199.3   0.0   1.2e-58  199.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(25071810..25072125,25072187..25072263,25072320..25072598); ID=FBpp0084142; name=CG11836-PB; parent=FBgn0039272,FBtr0084767; dbxref=FlyBase:FBpp0084142,FlyBase_Annotation_IDs:CG11836-PB,GB_protein:AAN14039.1,REFSEQ:NP_733078,GB_protein:AAN14039; MD5=3ecb632ff7a7b63e36859568fdc0746e; length=223; release=r6.02; species=Dmel; 
FBpp0084143          -          CLIPA                -            1.1e-58  199.3   0.0   1.2e-58  199.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(25071810..25072125,25072187..25072263,25072320..25072598); ID=FBpp0084143; name=CG11836-PA; parent=FBgn0039272,FBtr0084768; dbxref=FlyBase:FBpp0084143,FlyBase_Annotation_IDs:CG11836-PA,GB_protein:AAF56393.1,REFSEQ:NP_651333,GB_protein:AAF56393; MD5=3ecb632ff7a7b63e36859568fdc0746e; length=223; release=r6.02; species=Dmel; 
FBpp0112196          -          CLIPA                -            1.1e-58  199.3   0.0   1.2e-58  199.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(25071810..25072125,25072187..25072263,25072320..25072598); ID=FBpp0112196; name=CG11836-PC; parent=FBgn0039272,FBtr0113284; dbxref=FlyBase:FBpp0112196,FlyBase_Annotation_IDs:CG11836-PC,REFSEQ:NP_001097910,GB_protein:ABW08754; MD5=3ecb632ff7a7b63e36859568fdc0746e; length=223; release=r6.02; species=Dmel; 
FBpp0291596          -          CLIPA                -            1.1e-58  199.3   0.0   1.2e-58  199.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(25071810..25072125,25072187..25072263,25072320..25072598); ID=FBpp0291596; name=CG11836-PE; parent=FBgn0039272,FBtr0302404; dbxref=FlyBase:FBpp0291596,FlyBase_Annotation_IDs:CG11836-PE,REFSEQ:NP_001189291,GB_protein:ADV37381,FlyMine:FBpp0291596,modMine:FBpp0291596; MD5=3ecb632ff7a7b63e36859568fdc0746e; length=223; release=r6.02; species=Dmel; 
FBpp0291597          -          CLIPA                -            1.1e-58  199.3   0.0   1.2e-58  199.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(25071810..25072125,25072187..25072263,25072320..25072598); ID=FBpp0291597; name=CG11836-PF; parent=FBgn0039272,FBtr0302405; dbxref=FlyBase:FBpp0291597,FlyBase_Annotation_IDs:CG11836-PF,REFSEQ:NP_001189292,GB_protein:ADV37382; MD5=3ecb632ff7a7b63e36859568fdc0746e; length=223; release=r6.02; species=Dmel; 
FBpp0291598          -          CLIPA                -            1.1e-58  199.3   0.0   1.2e-58  199.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(25071810..25072125,25072187..25072263,25072320..25072598); ID=FBpp0291598; name=CG11836-PG; parent=FBgn0039272,FBtr0302406; dbxref=FlyBase:FBpp0291598,FlyBase_Annotation_IDs:CG11836-PG,REFSEQ:NP_001189290,GB_protein:ADV37380; MD5=3ecb632ff7a7b63e36859568fdc0746e; length=223; release=r6.02; species=Dmel; 
FBpp0071658          -          CLIPA                -            1.4e-58  198.9   0.4   1.9e-58  198.5   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(21798072..21799166); ID=FBpp0071658; name=CG18735-PA; parent=FBgn0042098,FBtr0071744; dbxref=FlyBase:FBpp0071658,FlyBase_Annotation_IDs:CG18735-PA,GB_protein:AAG22193.1,REFSEQ:NP_652645,GB_protein:AAG22193,FlyMine:FBpp0071658,modMine:FBpp0071658; MD5=06f7394cbe406dc23685ccc27b10d178; length=364; release=r6.02; species=Dmel; 
FBpp0074969          -          CLIPA                -            2.5e-58  198.1   0.0   1.1e-30  107.4   0.0   2.3   1   1   1   2   2   2   2 type=protein; loc=3L:complement(join(17548874..17549043,17548550..17548812,17548178..17548462,17546868..17547388)); ID=FBpp0074969; name=Jon74E-PA; parent=FBgn0023197,FBtr0075207; dbxref=FlyBase:FBpp0074969,FlyBase_Annotation_IDs:CG6298-PA,GB_protein:AAF49327.1,REFSEQ:NP_648994,GB_protein:AAF49327,FlyMine:FBpp0074969,modMine:FBpp0074969; MD5=a39cc6ed64a3b6a153b52e971beb3d1c; length=412; release=r6.02; species=Dmel; 
FBpp0087983          -          CLIPA                -            7.7e-58  196.5   8.1   1.1e-57  196.0   8.1   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:join(7554873..7554964,7555022..7555265,7556788..7558390,7558452..7558621,7558687..7559016,7559074..7559171,7559230..7559630,7559691..7560017,7560081..7560264,7560325..7560484,7560545..7560671,7560734..7560879,7560943..7561254); ID=FBpp0087983; name=Corin-PB; parent=FBgn0033192,FBtr0088909; dbxref=FlyBase:FBpp0087983,FlyBase_Annotation_IDs:CG2105-PB,GB_protein:AAS64900.1,REFSEQ:NP_995773,GB_protein:AAS64900,FlyMine:FBpp0087983,modMine:FBpp0087983; MD5=7129e497e4233441dfbd95bbbe8bfb58; length=1397; release=r6.02; species=Dmel; 
FBpp0307926          -          CLIPA                -            7.7e-58  196.5   8.1   1.1e-57  196.0   8.1   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:join(7554873..7554964,7555022..7555265,7556788..7558390,7558452..7558621,7558687..7559016,7559074..7559171,7559230..7559630,7559691..7560017,7560081..7560264,7560325..7560484,7560545..7560671,7560734..7560879,7560943..7561254); ID=FBpp0307926; name=Corin-PC; parent=FBgn0033192,FBtr0336996; dbxref=REFSEQ:NP_610297,GB_protein:AAF59230,FlyBase:FBpp0307926,FlyBase_Annotation_IDs:CG2105-PC; MD5=7129e497e4233441dfbd95bbbe8bfb58; length=1397; release=r6.02; species=Dmel; 
FBpp0087747          -          CLIPA                -            1.1e-57  196.0   1.1   1.3e-57  195.8   1.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(9016610..9016679,9016247..9016551,9015476..9015995,9015310..9015417,9014634..9014732,9014506..9014573)); ID=FBpp0087747; name=CG13744-PA; parent=FBgn0033363,FBtr0088666; dbxref=FlyBase:FBpp0087747,FlyBase_Annotation_IDs:CG13744-PA,GB_protein:AAF59005.1,REFSEQ:NP_610439,GB_protein:AAF59005,FlyMine:FBpp0087747,modMine:FBpp0087747; MD5=835bcc4d56ebedca81b125f60c97af9f; length=389; release=r6.02; species=Dmel; 
FBpp0075456          -          CLIPA                -            1.4e-57  195.6   0.0   1.7e-57  195.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:complement(join(14677406..14677758,14674681..14675452)); ID=FBpp0075456; name=CG4914-PA; parent=FBgn0036436,FBtr0075712; dbxref=FlyBase:FBpp0075456,FlyBase_Annotation_IDs:CG4914-PA,GB_protein:AAF49721.2,REFSEQ:NP_648711,GB_protein:AAF49721,FlyMine:FBpp0075456,modMine:FBpp0075456; MD5=2cf915c87ab52815e425de505c2a18eb; length=374; release=r6.02; species=Dmel; 
FBpp0110192          -          CLIPA                -            1.5e-57  195.6   0.0   1.8e-57  195.3   0.0   1.4   1   1   0   1   1   1   1 type=protein; loc=2R:complement(join(9021963..9023392,9021728..9021858,9020354..9020465,9020034..9020287,9019606..9019899,9019433..9019548)); ID=FBpp0110192; name=CG8170-PB; parent=FBgn0033365,FBtr0110892; dbxref=FlyBase:FBpp0110192,FlyBase_Annotation_IDs:CG8170-PB,REFSEQ:NP_001036533,GB_protein:ABI31084,FlyMine:FBpp0110192,modMine:FBpp0110192; MD5=562a7fa51a25e655647d6db8a1ffdc9c; length=778; release=r6.02; species=Dmel; 
FBpp0112080          -          CLIPA                -            2.5e-57  194.8   2.6   5.4e-57  193.7   3.0   1.4   1   1   0   1   1   1   1 type=protein; loc=3L:complement(join(12479712..12479774,12477824..12478131,12476450..12477277,12475754..12476229,12475579..12475693,12475304..12475520,12475007..12475246)); ID=FBpp0112080; name=CG10663-PB; parent=FBgn0036287,FBtr0113167; dbxref=REFSEQ:NP_001097592,GB_protein:ABW08531,FlyBase:FBpp0112080,FlyBase_Annotation_IDs:CG10663-PB,FlyMine:FBpp0112080,modMine:FBpp0112080; MD5=b772964a5945a2212eb736943c9a10b7; length=748; release=r6.02; species=Dmel; 
FBpp0312168          -          CLIPA                -            2.5e-57  194.8   2.6   5.4e-57  193.7   3.0   1.4   1   1   0   1   1   1   1 type=protein; loc=3L:complement(join(12479712..12479774,12477824..12478131,12476450..12477277,12475754..12476229,12475579..12475693,12475304..12475520,12475007..12475246)); ID=FBpp0312168; name=CG10663-PD; parent=FBgn0036287,FBtr0346570; dbxref=FlyBase:FBpp0312168,FlyBase_Annotation_IDs:CG10663-PD,GB_protein:ABW08532,REFSEQ:NP_001097593; MD5=b772964a5945a2212eb736943c9a10b7; length=748; release=r6.02; species=Dmel; 
FBpp0085001          -          CLIPA                -            4.7e-57  193.9   0.6   6.5e-57  193.5   0.6   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(30242687..30243200,30242508..30242604,30242145..30242443,30241516..30241880)); ID=FBpp0085001; name=CG9737-PA; parent=FBgn0039758,FBtr0085639; dbxref=FlyBase:FBpp0085001,FlyBase_Annotation_IDs:CG9737-PA,GB_protein:AAF57029.1,REFSEQ:NP_651783,GB_protein:AAF57029,FlyMine:FBpp0085001,modMine:FBpp0085001; MD5=6be6d955036abf8af198b5929f91eb31; length=424; release=r6.02; species=Dmel; 
FBpp0308398          -          CLIPA                -            3.1e-56  191.2   0.0   3.4e-56  191.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(9007871..9008233,9007571..9007786)); ID=FBpp0308398; name=CG8172-PG; parent=FBgn0033362,FBtr0339289; dbxref=GB_protein:AHN56020,REFSEQ:NP_001286222,FlyBase:FBpp0308398,FlyBase_Annotation_IDs:CG8172-PG; MD5=514ee3149e1382c5cfb8740e97b71733; length=192; release=r6.02; species=Dmel; 
FBpp0086415          -          CLIPA                -            3.9e-56  190.9   0.4   1.9e-36  126.3   0.1   3.2   3   0   0   3   3   3   3 type=protein; loc=2R:join(15680571..15680845,15680906..15681642,15681698..15681743,15681814..15681944,15682012..15682403); ID=FBpp0086415; name=CG30091-PA; parent=FBgn0050091,FBtr0087277; dbxref=GB_protein:AAM70956.1,FlyBase:FBpp0086415,FlyBase_Annotation_IDs:CG30091-PA,REFSEQ:NP_725484,GB_protein:AAM70956,FlyMine:FBpp0086415,modMine:FBpp0086415; MD5=c717adb45d0d3b54ce4a241a0c0b23e8; length=526; release=r6.02; species=Dmel; 
FBpp0081237          -          CLIPA                -            5.5e-55  187.1   0.5   6.5e-55  186.9   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(7761187..7761274,7762007..7762393,7762457..7762565,7762635..7762921,7763035..7763339); ID=FBpp0081237; name=Sp7-PA; parent=FBgn0037515,FBtr0081740; dbxref=FlyBase:FBpp0081237,FlyBase_Annotation_IDs:CG3066-PA,GB_protein:AAF54143.1,REFSEQ:NP_649734,GB_protein:AAF54143,FlyMine:FBpp0081237,modMine:FBpp0081237; MD5=3020ff9af1ed160f7712b468f86700f3; length=391; release=r6.02; species=Dmel; 
FBpp0308321          -          CLIPA                -            5.5e-55  187.1   0.5   6.5e-55  186.9   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(7761187..7761274,7762007..7762393,7762457..7762565,7762635..7762921,7763035..7763339); ID=FBpp0308321; name=Sp7-PE; parent=FBgn0037515,FBtr0339180; dbxref=GB_protein:AAG22126,REFSEQ:NP_731174,FlyBase:FBpp0308321,FlyBase_Annotation_IDs:CG3066-PE; MD5=3020ff9af1ed160f7712b468f86700f3; length=391; release=r6.02; species=Dmel; 
FBpp0308322          -          CLIPA                -            5.5e-55  187.1   0.5   6.5e-55  186.9   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(7761187..7761274,7762007..7762393,7762457..7762565,7762635..7762921,7763035..7763339); ID=FBpp0308322; name=Sp7-PF; parent=FBgn0037515,FBtr0339181; dbxref=GB_protein:AAG22127,REFSEQ:NP_731175,FlyBase:FBpp0308322,FlyBase_Annotation_IDs:CG3066-PF; MD5=3020ff9af1ed160f7712b468f86700f3; length=391; release=r6.02; species=Dmel; 
FBpp0078543          -          CLIPA                -            9.9e-55  186.3   1.4   1.4e-54  185.8   1.4   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:join(4307987..4308056,4308264..4308427,4308620..4308833,4308895..4309619); ID=FBpp0078543; name=MP1-PA; parent=FBgn0027930,FBtr0078903; dbxref=FlyBase_Annotation_IDs:CG1102-PA,FlyBase:FBpp0078543,GB_protein:AAF52151,REFSEQ:NP_649450,FlyMine:FBpp0078543,modMine:FBpp0078543; MD5=5422fe760aa23a8c0fbb64e47397d341; length=390; release=r6.02; species=Dmel; 
FBpp0085000          -          CLIPA                -            2.3e-54  185.1   0.4   2.8e-54  184.8   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(30246561..30246621,30245524..30246124,30244106..30244700)); ID=FBpp0085000; name=CG9733-PA; parent=FBgn0039759,FBtr0085638; dbxref=FlyBase:FBpp0085000,FlyBase_Annotation_IDs:CG9733-PA,GB_protein:AAF57030.1,REFSEQ:NP_651784,GB_protein:AAF57030,FlyMine:FBpp0085000,modMine:FBpp0085000; MD5=d0112e8375f481a04547593ad49ec480; length=418; release=r6.02; species=Dmel; 
FBpp0311347          -          CLIPA                -            2.3e-54  185.1   0.4   2.8e-54  184.8   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(30246561..30246621,30245524..30246121,30244106..30244700)); ID=FBpp0311347; name=CG9733-PB; parent=FBgn0039759,FBtr0345122; dbxref=FlyBase:FBpp0311347,FlyBase_Annotation_IDs:CG9733-PB,GB_protein:AHN57605,REFSEQ:NP_001287606; MD5=4a86ad42af0916e676a7c2f5e000b55c; length=417; release=r6.02; species=Dmel; 
FBpp0290158          -          CLIPA                -            3.1e-54  184.7   1.8   4.5e-54  184.2   1.8   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:join(4307987..4308056,4308264..4308454,4308620..4308833,4308895..4309619); ID=FBpp0290158; name=MP1-PC; parent=FBgn0027930,FBtr0300936; dbxref=FlyBase_Annotation_IDs:CG1102-PC,FlyBase:FBpp0290158,REFSEQ:NP_001138002,GB_protein:AAN13300,FlyMine:FBpp0290158,modMine:FBpp0290158; MD5=361761b9e2104608646676073302bae2; length=399; release=r6.02; species=Dmel; 
FBpp0305252          -          CLIPA                -            4.6e-53  180.8   0.0   5.3e-53  180.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(join(14521286..14521667,14520098..14520666,14519853..14520026)); ID=FBpp0305252; name=CG4613-PB; parent=FBgn0036427,FBtr0333038; dbxref=REFSEQ:NP_648707,GB_protein:AAF49736,FlyBase:FBpp0305252,FlyBase_Annotation_IDs:CG4613-PB; MD5=91d1a25557bb6e6dade3e9c3e8b5e25b; length=374; release=r6.02; species=Dmel; 
