#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0275484          -          BGBP                 -           2.8e-126  421.7   0.0  3.5e-126  421.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:join(11579122..11579248,11579310..11580484,11580551..11580748); ID=FBpp0275484; name=Dpse\GA19936-PA; parent=FBgn0079932,FBtr0277046; dbxref=FlyBase:FBpp0275484,FlyBase_Annotation_IDs:GA19936-PA,GB_protein:EAL29729,REFSEQ:XP_001353993,FlyMine:FBpp0275484,modMine:FBpp0275484; MD5=9f0905dd479084674a581a4a75b0c605; length=499; release=r3.2; species=Dpse; 
FBpp0276050          -          CLIPA                -            1.3e-56  191.6   1.0   1.8e-56  191.2   1.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3:complement(15249494..15250588); ID=FBpp0276050; name=Dpse\GA15058-PA; parent=FBgn0075083,FBtr0277612; dbxref=FlyBase:FBpp0276050,FlyBase_Annotation_IDs:GA15058-PA,GB_protein:EAL26256,REFSEQ:XP_001361677,FlyMine:FBpp0276050,modMine:FBpp0276050; MD5=a7c8e2b401611e207da82de28ce5e645; length=364; release=r3.2; species=Dpse; 
FBpp0274578          -          CLIPA                -            4.6e-56  189.8   1.9   8.3e-56  189.0   1.9   1.4   1   1   0   1   1   1   1 type=protein; loc=XR_group6:complement(3255434..3255673,3255731..3255947,3256018..3256132,3256191..3256669,3256737..3257447,3257534..3257829,3258949..3259011); ID=FBpp0274578; name=Dpse\GA10477-PA; parent=FBgn0070534,FBtr0276140; dbxref=FlyBase:FBpp0274578,FlyBase_Annotation_IDs:GA10477-PA,GB_protein:EAL30903,REFSEQ:XP_001353396,FlyMine:FBpp0274578,modMine:FBpp0274578; MD5=b08fc196f9ecf37af6cb86b2ba90c680; length=706; release=r3.2; species=Dpse; 
FBpp0288328          -          CLIPA                -            7.6e-56  189.1   2.5   2.4e-55  187.5   2.4   1.8   1   1   0   1   1   1   1 type=protein; loc=XR_group5:join(511010..511400,511458..513674,513730..514121,514185..514340,514402..515173,515240..515332,515393..515476,515537..515673); ID=FBpp0288328; name=Dpse\GA29318-PA; parent=FBgn0250676,FBtr0289890; dbxref=FlyBase:FBpp0288328,FlyBase_Annotation_IDs:GA29318-PA,GB_protein:EDY73350,REFSEQ:XP_002134723,FlyMine:FBpp0288328,modMine:FBpp0288328; MD5=894f30c337ae5db7b0740afc91ab52d7; length=1413; release=r3.2; species=Dpse; 
FBpp0274338          -          CLIPA                -            2.7e-54  184.0   0.1   3.3e-54  183.8   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:complement(7228652..7228825,7228893..7229461,7229780..7230146); ID=FBpp0274338; name=Dpse\GA18302-PA; parent=FBgn0078307,FBtr0275900; dbxref=FlyBase:FBpp0274338,FlyBase_Annotation_IDs:GA18302-PA,GB_protein:EAL29427,REFSEQ:XP_001353694,FlyMine:FBpp0274338,modMine:FBpp0274338; MD5=de71a32ef74ccbf81939de31035dd2bb; length=369; release=r3.2; species=Dpse; 
FBpp0301659          -          CLIPA                -            1.3e-53  181.8   0.0   1.4e-53  181.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(27015906..27015930,27015989..27016097,27016159..27016445,27016508..27016812); ID=FBpp0301659; name=Dpse\GA15903-PB; parent=FBgn0075919,FBtr0309930; dbxref=REFSEQ:XP_003736877,GB_protein:EIM52950,FlyBase:FBpp0301659,FlyBase_Annotation_IDs:GA15903-PB; MD5=e1b7c1a6b2f376efb4d4a06721bb02bb; length=241; release=r3.2; species=Dpse; 
FBpp0301905          -          CLIPA                -            2.3e-53  181.0   0.0   2.5e-53  180.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(26996936..26996960,26997019..26997127,26997189..26997475,26997538..26997842); ID=FBpp0301905; name=Dpse\GA27509-PB; parent=FBgn0248874,FBtr0310221; dbxref=REFSEQ:XP_003736874,GB_protein:EIM52947,FlyBase:FBpp0301905,FlyBase_Annotation_IDs:GA27509-PB; MD5=63015dc51fba925f48ef2217d5cc414a; length=241; release=r3.2; species=Dpse; 
FBpp0283243          -          CLIPA                -            6.9e-53  179.4   0.6     1e-52  178.9   0.6   1.2   1   0   0   1   1   1   1 type=protein; loc=2:join(3014123..3014210,3014280..3014666,3014727..3015036,3015102..3015528); ID=FBpp0283243; name=Dpse\GA14092-PA; parent=FBgn0074123,FBtr0284805; dbxref=FlyBase:FBpp0283243,FlyBase_Annotation_IDs:GA14092-PA,GB_protein:EAL26952,REFSEQ:XP_001357817,FlyMine:FBpp0283243,modMine:FBpp0283243; MD5=600ecc4400e5bf5c54859350bc83e15a; length=403; release=r3.2; species=Dpse; 
FBpp0281336          -          CLIPA                -              3e-52  177.3   0.4   4.3e-52  176.8   0.4   1.2   1   0   0   1   1   1   1 type=protein; loc=2:complement(24813300..24814024,24814090..24814306,24814378..24814541,24814720..24814789); ID=FBpp0281336; name=Dpse\GA10711-PA; parent=FBgn0070767,FBtr0282898; dbxref=FlyBase:FBpp0281336,FlyBase_Annotation_IDs:GA10711-PA,GB_protein:EAL28768,REFSEQ:XP_001359618,FlyMine:FBpp0281336,modMine:FBpp0281336; MD5=4366b9454b1032ac5adf5d4a106a4e77; length=391; release=r3.2; species=Dpse; 
FBpp0278673          -          CLIPA                -            5.1e-52  176.6   0.4   7.3e-52  176.1   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=3:join(17483620..17483878,17483937..17484144,17484203..17484812); ID=FBpp0278673; name=Dpse\GA17623-PA; parent=FBgn0077634,FBtr0280235; dbxref=FlyBase:FBpp0278673,FlyBase_Annotation_IDs:GA17623-PA,GB_protein:EAL26475,REFSEQ:XP_001361896,FlyMine:FBpp0278673,modMine:FBpp0278673; MD5=07d17579ec55877d8c330123a8b6ab41; length=358; release=r3.2; species=Dpse; 
FBpp0278822          -          CLIPA                -            1.6e-51  174.9   0.0   1.9e-51  174.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(19614811..19615027,19615084..19615129,19615188..19615366,19615424..19615833); ID=FBpp0278822; name=Dpse\GA15642-PA; parent=FBgn0075659,FBtr0280384; dbxref=FlyBase:FBpp0278822,FlyBase_Annotation_IDs:GA15642-PA,GB_protein:EAL26662,REFSEQ:XP_001362082,FlyMine:FBpp0278822,modMine:FBpp0278822; MD5=a76b9e7bc095991430bb33255236f47e; length=283; release=r3.2; species=Dpse; 
FBpp0283847          -          CLIPA                -            3.3e-51  173.9   0.0   5.6e-51  173.1   0.0   1.2   1   1   0   1   1   1   1 type=protein; loc=2:join(12527233..12527299,12527549..12527938,12527997..12528727); ID=FBpp0283847; name=Dpse\GA18526-PA; parent=FBgn0078528,FBtr0285409; dbxref=FlyBase:FBpp0283847,FlyBase_Annotation_IDs:GA18526-PA,GB_protein:EAL27739,REFSEQ:XP_001358598,FlyMine:FBpp0283847,modMine:FBpp0283847; MD5=64e6d426227a251f80d18d03f997c026; length=395; release=r3.2; species=Dpse; 
FBpp0272284          -          CLIPA                -            3.7e-50  170.4   0.0   5.5e-50  169.9   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=XL_group3a:join(991401..991479,991550..991695,991769..992797); ID=FBpp0272284; name=Dpse\GA15202-PA; parent=FBgn0075227,FBtr0273846; dbxref=FlyBase:FBpp0272284,FlyBase_Annotation_IDs:GA15202-PA,GB_protein:EAL31452,REFSEQ:XP_001354399,FlyMine:FBpp0272284,modMine:FBpp0272284; MD5=5505f1a59f8421db4bcb37e748407427; length=417; release=r3.2; species=Dpse; 
FBpp0280598          -          CLIPA                -            7.1e-50  169.5   0.2   9.2e-50  169.2   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group3:join(5233105..5233373,5233443..5233998); ID=FBpp0280598; name=Dpse\GA16585-PA; parent=FBgn0076600,FBtr0282160; dbxref=FlyBase:FBpp0280598,FlyBase_Annotation_IDs:GA16585-PA,GB_protein:EAL33768,REFSEQ:XP_001356703,FlyMine:FBpp0280598,modMine:FBpp0280598; MD5=58f48dc91b1741461c95972a50b7dba1; length=274; release=r3.2; species=Dpse; 
FBpp0283597          -          CLIPA                -            1.3e-49  168.7   0.7   1.8e-49  168.2   0.7   1.2   1   0   0   1   1   1   1 type=protein; loc=2:join(8596013..8596082,8596143..8596315,8596383..8596596,8596658..8596706,8596771..8596964,8597025..8597449); ID=FBpp0283597; name=Dpse\GA19211-PA; parent=FBgn0079208,FBtr0285159; dbxref=FlyBase:FBpp0283597,FlyBase_Annotation_IDs:GA19211-PA,GB_protein:EAL27425,REFSEQ:XP_001358287,FlyMine:FBpp0283597,modMine:FBpp0283597; MD5=6d15d7195d33c317f1eac1b84d676ab4; length=374; release=r3.2; species=Dpse; 
FBpp0275977          -          CLIPA                -              2e-49  168.0   0.1     3e-49  167.5   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3:complement(16430747..16431362,16431421..16431628,16431698..16431974); ID=FBpp0275977; name=Dpse\GA18531-PA; parent=FBgn0078533,FBtr0277539; dbxref=FlyBase:FBpp0275977,FlyBase_Annotation_IDs:GA18531-PA,GB_protein:EAL26351,REFSEQ:XP_001361772,FlyMine:FBpp0275977,modMine:FBpp0275977; MD5=786770034142572b7582e50c5abab140; length=366; release=r3.2; species=Dpse; 
FBpp0282101          -          CLIPA                -            2.9e-49  167.5   0.0   3.5e-49  167.2   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2:complement(13159170..13159445,13159502..13159817,13159885..13160158,13160214..13160295); ID=FBpp0282101; name=Dpse\GA11230-PA; parent=FBgn0071284,FBtr0283663; dbxref=FlyBase:FBpp0282101,FlyBase_Annotation_IDs:GA11230-PA,GB_protein:EAL27805,REFSEQ:XP_001358664,FlyMine:FBpp0282101,modMine:FBpp0282101; MD5=e4fa14bc638d227be7e05a00ad51b4dd; length=315; release=r3.2; species=Dpse; 
FBpp0272215          -          CLIPA                -            3.7e-49  167.2   0.0   5.1e-49  166.7   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=XL_group3a:complement(320819..321180,321270..321462,321530..321920,322046..322705,322869..323052,323117..323195); ID=FBpp0272215; name=Dpse\GA19543-PA; parent=FBgn0079539,FBtr0273777; dbxref=FlyBase:FBpp0272215,FlyBase_Annotation_IDs:GA19543-PA,GB_protein:EAL31414,REFSEQ:XP_001354361,FlyMine:FBpp0272215,modMine:FBpp0272215; MD5=c105f6756cd5065a5b2346b83a4cab70; length=622; release=r3.2; species=Dpse; 
FBpp0283136          -          CLIPA                -              4e-49  167.0   0.1     5e-49  166.7   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(1437432..1437492,1437844..1438459,1439356..1439950); ID=FBpp0283136; name=Dpse\GA21994-PA; parent=FBgn0081979,FBtr0284698; dbxref=FlyBase:FBpp0283136,FlyBase_Annotation_IDs:GA21994-PA,GB_protein:EAL26817,REFSEQ:XP_001357683,FlyMine:FBpp0283136,modMine:FBpp0283136; MD5=55e9cc93c54d15f7fcb8032516c8f7d9; length=423; release=r3.2; species=Dpse; 
FBpp0283598          -          CLIPA                -            6.7e-49  166.3   0.4     1e-48  165.7   0.4   1.2   1   0   0   1   1   1   1 type=protein; loc=2:join(8599184..8599262,8599329..8599483,8599547..8599875,8599939..8600548); ID=FBpp0283598; name=Dpse\GA27102-PA; parent=FBgn0248473,FBtr0285160; dbxref=FlyBase:FBpp0283598,FlyBase_Annotation_IDs:GA27102-PA,GB_protein:EDY67816,REFSEQ:XP_002137258,FlyMine:FBpp0283598,modMine:FBpp0283598; MD5=2b27aee9ca36a7aa1c92028efc29c494; length=390; release=r3.2; species=Dpse; 
FBpp0292749          -          CLIPA                -            7.5e-49  166.2   0.3     1e-48  165.7   0.3   1.2   1   0   0   1   1   1   1 type=protein; loc=2:join(8596190..8596315,8596383..8596596,8596658..8596706,8596771..8596964,8597025..8597449); ID=FBpp0292749; name=Dpse\GA19211-PB; parent=FBgn0079208,FBtr0303734; dbxref=REFSEQ:XP_003736424,GB_protein:EIM52497,FlyBase:FBpp0292749,FlyBase_Annotation_IDs:GA19211-PB,FlyMine:FBpp0292749,modMine:FBpp0292749; MD5=b8be1b881c66dddae825d418722c2670; length=335; release=r3.2; species=Dpse; 
FBpp0287275          -          CLIPA                -            2.6e-48  164.4   1.8   3.4e-48  164.0   1.8   1.1   1   0   0   1   1   1   1 type=protein; loc=4_group4:complement(6410132..6410245,6410299..6410600,6411638..6411822,6411904..6412012,6412084..6412449,6414286..6414358); ID=FBpp0287275; name=Dpse\GA14561-PA; parent=FBgn0074589,FBtr0288837; dbxref=FlyBase:FBpp0287275,FlyBase_Annotation_IDs:GA14561-PA,GB_protein:EAL33350,REFSEQ:XP_001356287,FlyMine:FBpp0287275,modMine:FBpp0287275; MD5=4842e9e7d7026dab8f69014c72c70816; length=382; release=r3.2; species=Dpse; 
FBpp0276379          -          CLIPA                -            1.4e-47  162.0   0.1   1.7e-47  161.7   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3:complement(10527686..10528483); ID=FBpp0276379; name=Dpse\GA17236-PA; parent=FBgn0077249,FBtr0277941; dbxref=FlyBase:FBpp0276379,FlyBase_Annotation_IDs:GA17236-PA,GB_protein:EAL25751,REFSEQ:XP_001361174,FlyMine:FBpp0276379,modMine:FBpp0276379; MD5=2e92bcd83e4d1450b073938c62683977; length=265; release=r3.2; species=Dpse; 
FBpp0278774          -          CLIPA                -              2e-47  161.5   0.0   2.5e-47  161.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:19004871..19005653; ID=FBpp0278774; name=Dpse\GA20967-PA; parent=FBgn0080956,FBtr0280336; dbxref=FlyBase:FBpp0278774,FlyBase_Annotation_IDs:GA20967-PA,GB_protein:EAL26608,REFSEQ:XP_001362028,FlyMine:FBpp0278774,modMine:FBpp0278774; MD5=1d5528fffa36d3a6eeda85b14663660d; length=260; release=r3.2; species=Dpse; 
FBpp0282099          -          CLIPA                -            2.1e-47  161.4   0.0   2.6e-47  161.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:complement(13162143..13162731,13162791..13163061,13163118..13163211); ID=FBpp0282099; name=Dpse\GA11228-PA; parent=FBgn0071282,FBtr0283661; dbxref=FlyBase:FBpp0282099,FlyBase_Annotation_IDs:GA11228-PA,GB_protein:EAL27807,REFSEQ:XP_001358665,FlyMine:FBpp0282099,modMine:FBpp0282099; MD5=07285bb122f95b16abf790ba7dd84a8f; length=317; release=r3.2; species=Dpse; 
FBpp0297383          -          CLIPA                -            4.1e-47  160.4   2.7   1.1e-46  159.1   2.7   1.5   1   1   0   1   1   1   1 type=protein; loc=2:complement(10834193..10834890,10834948..10835095,10835162..10835343,10835439..10835523); ID=FBpp0297383; name=Dpse\GA17488-PB; parent=FBgn0077499,FBtr0306273; dbxref=REFSEQ:XP_001358469,GB_protein:EAL27608,FlyBase:FBpp0297383,FlyBase_Annotation_IDs:GA17488-PB; MD5=8d3c815eec864f9519647d09b294d586; length=370; release=r3.2; species=Dpse; 
FBpp0297465          -          CLIPA                -            1.8e-46  158.3   0.0   2.3e-46  158.0   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2:join(12523709..12523781,12524111..12524851,12525821..12525923,12525988..12526133,12526198..12526305,12526508..12526878); ID=FBpp0297465; name=Dpse\GA30140-PA; parent=FBgn0262669,FBtr0306373; dbxref=REFSEQ:XP_001358596,GB_protein:EAL27737,FlyBase:FBpp0297465,FlyBase_Annotation_IDs:GA30140-PA; MD5=97d0a406b1b5a988f48cf67303b6c6a7; length=513; release=r3.2; species=Dpse; 
FBpp0276392          -          CLIPA                -            3.8e-46  157.3   0.0   4.9e-46  156.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(10310184..10311047); ID=FBpp0276392; name=Dpse\GA10829-PA; parent=FBgn0070885,FBtr0277954; dbxref=FlyBase:FBpp0276392,FlyBase_Annotation_IDs:GA10829-PA,GB_protein:EAL25738,REFSEQ:XP_001361161,FlyMine:FBpp0276392,modMine:FBpp0276392; MD5=d4b1c74d501f6db01b520c400846ccbe; length=287; release=r3.2; species=Dpse; 
FBpp0276132          -          CLIPA                -            4.4e-46  157.1   2.8   5.5e-46  156.7   2.8   1.1   1   0   0   1   1   1   1 type=protein; loc=3:complement(14095499..14096269); ID=FBpp0276132; name=Dpse\GA14937-PA; parent=FBgn0074963,FBtr0277694; dbxref=FlyBase:FBpp0276132,FlyBase_Annotation_IDs:GA14937-PA,GB_protein:EAL26142,REFSEQ:XP_001361563,FlyMine:FBpp0276132,modMine:FBpp0276132; MD5=7b541624f9887cbb86d47710c87e8336; length=256; release=r3.2; species=Dpse; 
FBpp0283760          -          CLIPA                -            7.2e-46  156.4   0.2   8.4e-46  156.1   0.2   1.1   1   0   0   1   1   1   1 type=protein; loc=2:join(11256807..11256885,11256949..11257320,11257376..11257625,11257681..11258266); ID=FBpp0283760; name=Dpse\GA20752-PA; parent=FBgn0080743,FBtr0285322; dbxref=FlyBase:FBpp0283760,FlyBase_Annotation_IDs:GA20752-PA,GB_protein:EAL27641,REFSEQ:XP_001358502,FlyMine:FBpp0283760,modMine:FBpp0283760; MD5=a251cab506c56447a9efd88a63f8bb17; length=428; release=r3.2; species=Dpse; 
FBpp0286973          -          CLIPA                -            8.8e-46  156.1   3.4   1.5e-40  138.9   0.1   2.9   2   1   0   2   2   2   2 type=protein; loc=XR_group8:join(5343327..5343345,5343734..5343877,5343941..5345533,5345597..5346669,5346731..5347213,5347269..5347602,5347659..5348781,5348841..5349010,5349072..5349185,5349242..5350034,5350090..5350281,5350337..5350806,5350878..5351169,5351233..5351340,5351403..5351546,5351603..5352020); ID=FBpp0286973; name=Dpse\GA10095-PA; parent=FBgn0070154,FBtr0288535; dbxref=FlyBase:FBpp0286973,FlyBase_Annotation_IDs:GA10095-PA,GB_protein:EAL30354,REFSEQ:XP_001352853,FlyMine:FBpp0286973,modMine:FBpp0286973; MD5=9790b94db1cc1c5dbf2a6c5cf1792ddb; length=2489; release=r3.2; species=Dpse; 
FBpp0284631          -          CLIPA                -            8.9e-46  156.1   0.0   9.4e-46  156.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(24872458..24872827,24872881..24872996,24873068..24873177,24873235..24873399,24873457..24873889); ID=FBpp0284631; name=Dpse\GA13141-PA; parent=FBgn0073178,FBtr0286193; dbxref=FlyBase:FBpp0284631,FlyBase_Annotation_IDs:GA13141-PA,GB_protein:EAL28777,REFSEQ:XP_001359627,FlyMine:FBpp0284631,modMine:FBpp0284631; MD5=505ab4b62b8e7d270aaa0a44887d04f3; length=397; release=r3.2; species=Dpse; 
FBpp0275870          -          CLIPA                -            1.8e-45  155.1   0.1   2.7e-45  154.5   0.1   1.3   1   1   0   1   1   1   1 type=protein; loc=3:complement(17484876..17485285,17485348..17485547,17485624..17485675,17485742..17486089,17486148..17486223); ID=FBpp0275870; name=Dpse\GA24114-PA; parent=FBgn0245513,FBtr0277432; dbxref=FlyBase:FBpp0275870,FlyBase_Annotation_IDs:GA24114-PA,GB_protein:EDY69500,REFSEQ:XP_002138942,FlyMine:FBpp0275870,modMine:FBpp0275870; MD5=2750e2b74bb3626899e0e348eb431f83; length=361; release=r3.2; species=Dpse; 
FBpp0278406          -          CLIPA                -            2.8e-45  154.4   1.9   3.5e-45  154.1   1.9   1.1   1   0   0   1   1   1   1 type=protein; loc=3:14097568..14098338; ID=FBpp0278406; name=Dpse\GA24979-PA; parent=FBgn0246362,FBtr0279968; dbxref=FlyBase:FBpp0278406,FlyBase_Annotation_IDs:GA24979-PA,GB_protein:EDY69320,REFSEQ:XP_002138762,FlyMine:FBpp0278406,modMine:FBpp0278406; MD5=83265c5d8790edc24d080ea5ae0edaa6; length=256; release=r3.2; species=Dpse; 
FBpp0306497          -          CLIPA                -            6.5e-45  153.2   3.8   9.1e-45  152.8   3.8   1.2   1   0   0   1   1   1   1 type=protein; loc=3:join(19585090..19585168,19585238..19585401,19585459..19585666,19585715..19585757,19585814..19586007,19586069..19586481); ID=FBpp0306497; name=Dpse\GA25144-PB; parent=FBgn0246527,FBtr0334393; dbxref=FlyBase:FBpp0306497,FlyBase_Annotation_IDs:GA25144-PB,REFSEQ:XP_002139034,GB_protein:EDY69592; MD5=636c451b8a86c8708401872bfafa8590; length=366; release=r3.2; species=Dpse; 
FBpp0273961          -          CLIPA                -            7.7e-45  153.0   1.9   9.3e-45  152.7   1.9   1.1   1   0   0   1   1   1   1 type=protein; loc=Unknown_group_670:17459..18238; ID=FBpp0273961; name=Dpse\GA23343-PA; parent=FBgn0244745,FBtr0275523; dbxref=FlyBase:FBpp0273961,FlyBase_Annotation_IDs:GA23343-PA,GB_protein:EDY71351,REFSEQ:XP_002136299,FlyMine:FBpp0273961,modMine:FBpp0273961; MD5=aea0e62139c85028c5c3bb8597124dd4; length=259; release=r3.2; species=Dpse; 
FBpp0282100          -          CLIPA                -            1.5e-44  152.0   0.0     2e-44  151.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2:complement(13160583..13161171,13161234..13161504,13161557..13161656); ID=FBpp0282100; name=Dpse\GA11229-PA; parent=FBgn0071283,FBtr0283662; dbxref=FlyBase:FBpp0282100,FlyBase_Annotation_IDs:GA11229-PA,GB_protein:EAL27806,REFSEQ:XP_001358666,FlyMine:FBpp0282100,modMine:FBpp0282100; MD5=5356393a9d14d57ce74bf19665b1623f; length=319; release=r3.2; species=Dpse; 
FBpp0287956          -          CLIPA                -            2.5e-44  151.3   0.0   3.1e-44  151.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XL_group1e:complement(10819867..10820491,10820563..10820782,10820879..10820894,10820955..10821196,10821266..10821320); ID=FBpp0287956; name=Dpse\GA15212-PA; parent=FBgn0075236,FBtr0289518; dbxref=FlyBase:FBpp0287956,FlyBase_Annotation_IDs:GA15212-PA,GB_protein:EAL32187,REFSEQ:XP_001355130,FlyMine:FBpp0287956,modMine:FBpp0287956; MD5=e4f90330b3e3af67333a8414d0d00487; length=385; release=r3.2; species=Dpse; 
FBpp0276134          -          CLIPA                -            5.8e-44  150.1   0.5   6.8e-44  149.9   0.5   1.1   1   0   0   1   1   1   1 type=protein; loc=3:complement(14091898..14092686); ID=FBpp0276134; name=Dpse\GA11598-PA; parent=FBgn0071649,FBtr0277696; dbxref=FlyBase:FBpp0276134,FlyBase_Annotation_IDs:GA11598-PA,GB_protein:EAL26145,REFSEQ:XP_001361565,FlyMine:FBpp0276134,modMine:FBpp0276134; MD5=707150dd6c3ac7fdb5c0df9da8ea32bb; length=262; release=r3.2; species=Dpse; 
FBpp0278407          -          CLIPA                -            8.6e-44  149.5   1.9   1.1e-43  149.2   1.9   1.1   1   0   0   1   1   1   1 type=protein; loc=3:14099924..14100694; ID=FBpp0278407; name=Dpse\GA24980-PA; parent=FBgn0246363,FBtr0279969; dbxref=FlyBase:FBpp0278407,FlyBase_Annotation_IDs:GA24980-PA,GB_protein:EDY69321,REFSEQ:XP_002138763,FlyMine:FBpp0278407,modMine:FBpp0278407; MD5=341fdc0e4093aee033aee0cff26517d1; length=256; release=r3.2; species=Dpse; 
FBpp0276131          -          CLIPA                -            1.2e-43  149.0   0.1   1.6e-43  148.7   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3:complement(14096474..14097244); ID=FBpp0276131; name=Dpse\GA15051-PA; parent=FBgn0075076,FBtr0277693; dbxref=FlyBase:FBpp0276131,FlyBase_Annotation_IDs:GA15051-PA,GB_protein:EAL26143,REFSEQ:XP_001361564,FlyMine:FBpp0276131,modMine:FBpp0276131; MD5=7f50d2c93d142d74c52a1d0efb973234; length=256; release=r3.2; species=Dpse; 
