#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0264975          -          BGBP                 -           3.8e-134  447.5   0.0  4.6e-134  447.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(15388350..15388547,15388606..15388983,15389053..15389837,15390021..15390138); ID=FBpp0264975; name=Dyak\GNBP1-PA; parent=FBgn0067448,FBtr0266483; dbxref=FlyBase:FBpp0264975,FlyBase_Annotation_IDs:GE19965-PA,GB_protein:EDW94595,REFSEQ:XP_002094883,FlyMine:FBpp0264975; MD5=812d81afcc516ec569171a72046cb240; length=492; release=r1.3; species=Dyak; 
FBpp0269950          -          CLIPA                -              1e-55  188.7   0.6   1.2e-55  188.4   0.6   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(6693746..6694050,6694168..6694454,6694612..6694720,6694785..6695171,6695879..6695966); ID=FBpp0269950; name=Dyak\GE24940-PA; parent=FBgn0242034,FBtr0271458; dbxref=FlyBase:FBpp0269950,FlyBase_Annotation_IDs:GE24940-PA,GB_protein:EDW96345,REFSEQ:XP_002096633,FlyMine:FBpp0269950; MD5=95d8976242eebc505856bbe02aa7c893; length=391; release=r1.3; species=Dyak; 
FBpp0256733          -          CLIPA                -            2.6e-55  187.3   3.4   6.6e-34  117.0   2.7   3.1   2   1   0   2   2   2   2 type=protein; loc=2R:complement(17420663..17421081,17421145..17421275,17421332..17421377,17421432..17422171,17422232..17422464); ID=FBpp0256733; name=Dyak\GE11723-PA; parent=FBgn0229517,FBtr0258241; dbxref=FlyBase:FBpp0256733,FlyBase_Annotation_IDs:GE11723-PA,GB_protein:EDW92052,REFSEQ:XP_002092340,FlyMine:FBpp0256733; MD5=ca42b43f35da7d132869527290df097b; length=522; release=r1.3; species=Dyak; 
FBpp0268406          -          CLIPA                -            2.3e-54  184.2   1.1   2.8e-54  183.9   1.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(27003540..27004134,27005027..27005624,27006118..27006178); ID=FBpp0268406; name=Dyak\GE23396-PA; parent=FBgn0240588,FBtr0269914; dbxref=FlyBase:FBpp0268406,FlyBase_Annotation_IDs:GE23396-PA,GB_protein:EDW99087,REFSEQ:XP_002099375,FlyMine:FBpp0268406; MD5=6699ba92ce940f4915ffbdad6cc69f6c; length=417; release=r1.3; species=Dyak; 
FBpp0265029          -          CLIPA                -              1e-53  182.0   0.0   1.2e-53  181.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(14602829..14603002,14603076..14603644,14604195..14604576); ID=FBpp0265029; name=Dyak\GE20019-PA; parent=FBgn0237344,FBtr0266537; dbxref=FlyBase:FBpp0265029,FlyBase_Annotation_IDs:GE20019-PA,GB_protein:EDW94499,REFSEQ:XP_002094787,FlyMine:FBpp0265029; MD5=09d0483fe0e41fe0f330d8387cc3a1ce; length=374; release=r1.3; species=Dyak; 
FBpp0270414          -          CLIPA                -              3e-53  180.5   0.2   4.2e-53  180.1   0.2   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:join(492892..492961,493135..493298,493471..493642,493695..494419); ID=FBpp0270414; name=Dyak\GE25404-PA; parent=FBgn0068490,FBtr0271922; dbxref=FlyBase:FBpp0270414,FlyBase_Annotation_IDs:GE25404-PA,GB_protein:EDW95637,REFSEQ:XP_002095925,FlyMine:FBpp0270414; MD5=55e4ec47f450f93f26c6f70c7e0567a4; length=376; release=r1.3; species=Dyak; 
FBpp0255393          -          CLIPA                -            3.5e-53  180.3   0.8   5.1e-53  179.8   0.8   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:join(20410531..20410606,20410824..20411238,20411351..20411650,20411713..20412136); ID=FBpp0255393; name=Dyak\GE10383-PA; parent=FBgn0228249,FBtr0256901; dbxref=FlyBase:FBpp0255393,FlyBase_Annotation_IDs:GE10383-PA,GB_protein:EDW98166,REFSEQ:XP_002098454,FlyMine:FBpp0255393; MD5=4a9dc18836b57b58d8fe04a3eee8f268; length=404; release=r1.3; species=Dyak; 
FBpp0265814          -          CLIPA                -            1.1e-52  178.7   1.9   1.1e-52  178.7   1.9   2.6   2   1   1   3   3   1   1 type=protein; loc=3L:complement(2833109..2833245,2833310..2833393,2833503..2833595,2833652..2834432,2834496..2834651,2834709..2835100,2835160..2837271,2837329..2837793,2837851..2839209,2839270..2839722,2839783..2840025,2840165..2840719,2840783..2841259,2841313..2841546,2841738..2841935,2841986..2842547,2842743..2842790); ID=FBpp0265814; name=Dyak\GE20804-PA; parent=FBgn0238098,FBtr0267322; dbxref=FlyBase:FBpp0265814,FlyBase_Annotation_IDs:GE20804-PA,GB_protein:EDW93073,REFSEQ:XP_002093361,FlyMine:FBpp0265814; MD5=02706c7fc35787ff549944837b7f1650; length=2782; release=r1.3; species=Dyak; 
FBpp0259257          -          CLIPA                -            2.6e-52  177.4   1.1   3.8e-52  176.9   1.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:join(18747048..18747300,18747363..18747570,18747635..18748250); ID=FBpp0259257; name=Dyak\GE14247-PA; parent=FBgn0231866,FBtr0260765; dbxref=FlyBase:FBpp0259257,FlyBase_Annotation_IDs:GE14247-PA,GB_protein:EDW92239,REFSEQ:XP_002092527,FlyMine:FBpp0259257; MD5=413db262557d55e4e8e68406bc737b26; length=358; release=r1.3; species=Dyak; 
FBpp0255392          -          CLIPA                -            2.7e-52  177.4   0.4   3.9e-52  176.9   0.4   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:join(20408427..20408502,20408766..20409158,20409389..20409698,20409763..20410186); ID=FBpp0255392; name=Dyak\GE10382-PA; parent=FBgn0228248,FBtr0256900; dbxref=FlyBase:FBpp0255392,FlyBase_Annotation_IDs:GE10382-PA,GB_protein:EDW98165,REFSEQ:XP_002098453,FlyMine:FBpp0255392; MD5=36c56a6715cb6d3e4b5d74867da71b01; length=400; release=r1.3; species=Dyak; 
FBpp0269306          -          CLIPA                -              4e-52  176.9   0.1   5.9e-52  176.3   0.1   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:complement(15276344..15277074,15277157..15277543,15277732..15277792); ID=FBpp0269306; name=Dyak\GE24296-PA; parent=FBgn0241419,FBtr0270814; dbxref=FlyBase:FBpp0269306,FlyBase_Annotation_IDs:GE24296-PA,GB_protein:EDW97471,REFSEQ:XP_002097759,FlyMine:FBpp0269306; MD5=2c6ce88d60c0dafae57d9bfe3bdac6c2; length=392; release=r1.3; species=Dyak; 
FBpp0262823          -          CLIPA                -            1.5e-51  175.0   0.1   2.2e-51  174.4   0.1   1.2   1   0   0   1   1   1   1 type=protein; loc=X:join(18351562..18351622,18351693..18351841,18352481..18353479); ID=FBpp0262823; name=Dyak\Ser7-PA; parent=FBgn0067440,FBtr0264331; dbxref=FlyBase:FBpp0262823,FlyBase_Annotation_IDs:GE17813-PA,GB_protein:EDX02877,REFSEQ:XP_002101769,FlyMine:FBpp0262823; MD5=a25c55b1442546645d5b9c79a3aab023; length=402; release=r1.3; species=Dyak; 
FBpp0268731          -          CLIPA                -            2.3e-50  171.0   1.5   3.1e-50  170.6   1.5   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:complement(23509056..23509480,23509544..23509737,23509794..23509842,23509901..23510114,23510488..23510660,23510744..23510822); ID=FBpp0268731; name=Dyak\GE23721-PA; parent=FBgn0240879,FBtr0270239; dbxref=FlyBase:FBpp0268731,FlyBase_Annotation_IDs:GE23721-PA,GB_protein:EDW98537,REFSEQ:XP_002098825,FlyMine:FBpp0268731; MD5=3eccb4b0f5690fe037ab7ddf5966fd48; length=377; release=r1.3; species=Dyak; 
FBpp0259126          -          CLIPA                -            8.5e-50  169.2   0.2   1.1e-49  168.9   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:17153195..17153977; ID=FBpp0259126; name=Dyak\GE14116-PA; parent=FBgn0231741,FBtr0260634; dbxref=FlyBase:FBpp0259126,FlyBase_Annotation_IDs:GE14116-PA,GB_protein:EDW92019,REFSEQ:XP_002092307,FlyMine:FBpp0259126; MD5=583ebfb1c3fa02bbd376f6c6b637b9cb; length=260; release=r1.3; species=Dyak; 
FBpp0259865          -          CLIPA                -            9.7e-50  169.0   0.1   1.3e-49  168.6   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(3497669..3498224,3498289..3498566); ID=FBpp0259865; name=Dyak\GE14855-PA; parent=FBgn0232446,FBtr0261373; dbxref=FlyBase:FBpp0259865,FlyBase_Annotation_IDs:GE14855-PA,GB_protein:EDW87549,REFSEQ:XP_002087837,FlyMine:FBpp0259865; MD5=ed1e6647e5144ca2d6b8c7ce50f73a9e; length=277; release=r1.3; species=Dyak; 
FBpp0260536          -          CLIPA                -            6.5e-49  166.3   0.0   8.2e-49  166.0   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(17004997..17005343,17005400..17005586,17005650..17005921,17005986..17006053,17006182..17006982,17007157..17007337,17007406..17007487); ID=FBpp0260536; name=Dyak\GE15526-PA; parent=FBgn0233099,FBtr0262044; dbxref=FlyBase:FBpp0260536,FlyBase_Annotation_IDs:GE15526-PA,GB_protein:EDX02721,REFSEQ:XP_002101613,FlyMine:FBpp0260536; MD5=8ed888bc82d3e03c175f1ab91652d5b0; length=645; release=r1.3; species=Dyak; 
FBpp0257611          -          CLIPA                -            9.4e-49  165.8   0.5   1.1e-48  165.5   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(6647171..6647947); ID=FBpp0257611; name=Dyak\GE12601-PA; parent=FBgn0068377,FBtr0259119; dbxref=FlyBase:FBpp0257611,FlyBase_Annotation_IDs:GE12601-PA,GB_protein:EDW90505,REFSEQ:XP_002090793,FlyMine:FBpp0257611; MD5=23fc97ad60a8fa5ea07a37ba7e4004be; length=258; release=r1.3; species=Dyak; 
FBpp0257685          -          CLIPA                -            1.6e-48  165.0   1.9     2e-48  164.7   1.9   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(5587161..5587274,5587388..5587689,5588833..5589017,5589101..5589209,5589529..5589909,5590171..5590243); ID=FBpp0257685; name=Dyak\GE12675-PA; parent=FBgn0230402,FBtr0259193; dbxref=FlyBase:FBpp0257685,FlyBase_Annotation_IDs:GE12675-PA,GB_protein:EDW90373,REFSEQ:XP_002090661,FlyMine:FBpp0257685; MD5=d85affb6d5e73ca228021fb22e7ee051; length=387; release=r1.3; species=Dyak; 
FBpp0268839          -          CLIPA                -            2.3e-48  164.5   0.0   2.8e-48  164.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(21617699..21618287,21618342..21618646); ID=FBpp0268839; name=Dyak\GE23829-PA; parent=FBgn0240984,FBtr0270347; dbxref=FlyBase:FBpp0268839,FlyBase_Annotation_IDs:GE23829-PA,GB_protein:EDW98349,REFSEQ:XP_002098637,FlyMine:FBpp0268839; MD5=a58afc09a604ed92452534308470fc5d; length=297; release=r1.3; species=Dyak; 
FBpp0258803          -          CLIPA                -            2.4e-48  164.4   0.1   2.9e-48  164.2   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:12758070..12758873; ID=FBpp0258803; name=Dyak\GE13793-PA; parent=FBgn0231445,FBtr0260311; dbxref=FlyBase:FBpp0258803,FlyBase_Annotation_IDs:GE13793-PA,GB_protein:EDW91384,REFSEQ:XP_002091672,FlyMine:FBpp0258803; MD5=8d477f4e15d50fa13e6dcaac9e018f79; length=267; release=r1.3; species=Dyak; 
FBpp0268732          -          CLIPA                -            4.3e-47  160.3   4.7   6.8e-47  159.7   4.7   1.3   1   0   0   1   1   1   1 type=protein; loc=3R:complement(23505809..23506415,23506583..23506911,23507049..23507209,23507268..23507331); ID=FBpp0268732; name=Dyak\GE23722-PA; parent=FBgn0240880,FBtr0270240; dbxref=FlyBase:FBpp0268732,FlyBase_Annotation_IDs:GE23722-PA,GB_protein:EDW98536,REFSEQ:XP_002098824,FlyMine:FBpp0268732; MD5=6f69a1c0f9efbce387cc8167b90495ad; length=386; release=r1.3; species=Dyak; 
FBpp0271248          -          CLIPA                -            9.5e-47  159.2   0.0   1.3e-46  158.8   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:join(13163912..13164039,13164121..13164433,13164680..13164789,13165054..13165471,13165530..13165659,13165715..13165800); ID=FBpp0271248; name=Dyak\GE26238-PA; parent=FBgn0243269,FBtr0272756; dbxref=FlyBase:FBpp0271248,FlyBase_Annotation_IDs:GE26238-PA,GB_protein:EDW97186,REFSEQ:XP_002097474,FlyMine:FBpp0271248; MD5=17ba3623aeabb3675ba654aa3c28002a; length=394; release=r1.3; species=Dyak; 
FBpp0268372          -          CLIPA                -            1.3e-46  158.8   1.1   1.5e-46  158.5   1.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(27475275..27475854,27475910..27476363,27476530..27476590); ID=FBpp0268372; name=Dyak\GE23362-PA; parent=FBgn0240555,FBtr0269880; dbxref=FlyBase:FBpp0268372,FlyBase_Annotation_IDs:GE23362-PA,GB_protein:EDW99145,REFSEQ:XP_002099433,FlyMine:FBpp0268372; MD5=daa7ba021496148668be0d24ea2c258b; length=364; release=r1.3; species=Dyak; 
FBpp0261535          -          CLIPA                -            1.3e-46  158.7   0.1   1.7e-46  158.3   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=X:complement(1267532..1267900,1267962..1268438); ID=FBpp0261535; name=Dyak\GE16525-PA; parent=FBgn0234041,FBtr0263043; dbxref=FlyBase:FBpp0261535,FlyBase_Annotation_IDs:GE16525-PA,GB_protein:EDX00903,REFSEQ:XP_002099795,FlyMine:FBpp0261535; MD5=01e01e174557fc4336b297598a16d15f; length=281; release=r1.3; species=Dyak; 
FBpp0260535          -          CLIPA                -            2.7e-46  157.7   0.4   3.7e-46  157.2   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(17009542..17009888,17009952..17010135,17010199..17010479,17010550..17010671,17010733..17010916,17010981..17011056); ID=FBpp0260535; name=Dyak\GE15525-PA; parent=FBgn0233098,FBtr0262043; dbxref=FlyBase:FBpp0260535,FlyBase_Annotation_IDs:GE15525-PA,GB_protein:EDX02722,REFSEQ:XP_002101614,FlyMine:FBpp0260535; MD5=15cc073bcda8892002f43caf7d7ccfcc; length=397; release=r1.3; species=Dyak; 
FBpp0257363          -          CLIPA                -              4e-46  157.1   1.0   5.2e-46  156.8   1.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(9721996..9722757); ID=FBpp0257363; name=Dyak\GE12353-PA; parent=FBgn0230101,FBtr0258871; dbxref=FlyBase:FBpp0257363,FlyBase_Annotation_IDs:GE12353-PA,GB_protein:EDW90939,REFSEQ:XP_002091227,FlyMine:FBpp0257363; MD5=b39d22ef9cc54213a6b265ba0861e9ca; length=253; release=r1.3; species=Dyak; 
FBpp0256814          -          CLIPA                -            7.4e-46  156.3   0.5   1.1e-45  155.7   0.5   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(16523074..16523692,16524482..16524689,16524758..16525019); ID=FBpp0256814; name=Dyak\GE11804-PA; parent=FBgn0229596,FBtr0258322; dbxref=FlyBase:FBpp0256814,FlyBase_Annotation_IDs:GE11804-PA,GB_protein:EDW91903,REFSEQ:XP_002092191,FlyMine:FBpp0256814; MD5=9fc237b63604eaf6e190410c9321aea5; length=362; release=r1.3; species=Dyak; 
FBpp0270628          -          CLIPA                -            1.2e-45  155.6   0.0   2.4e-45  154.6   0.0   1.4   1   1   0   1   1   1   1 type=protein; loc=3R:join(4248291..4248778,4248982..4249390); ID=FBpp0270628; name=Dyak\GE25618-PA; parent=FBgn0242680,FBtr0272136; dbxref=FlyBase:FBpp0270628,FlyBase_Annotation_IDs:GE25618-PA,GB_protein:EDW96051,REFSEQ:XP_002096339,FlyMine:FBpp0270628; MD5=858e864410acd46f66e65e94e0291fdc; length=298; release=r1.3; species=Dyak; 
FBpp0268840          -          CLIPA                -            1.4e-45  155.4   0.0   1.7e-45  155.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(21616135..21616410,21616468..21616783,21616882..21617155,21617274..21617358); ID=FBpp0268840; name=Dyak\GE23830-PA; parent=FBgn0240985,FBtr0270348; dbxref=FlyBase:FBpp0268840,FlyBase_Annotation_IDs:GE23830-PA,GB_protein:EDW98348,REFSEQ:XP_002098636,FlyMine:FBpp0268840; MD5=40f8bdb4586efda806f39939bc78ad1e; length=316; release=r1.3; species=Dyak; 
FBpp0268836          -          CLIPA                -            1.4e-45  155.3   0.0   1.6e-45  155.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(21620710..21621310,21621376..21621746); ID=FBpp0268836; name=Dyak\GE23826-PA; parent=FBgn0240981,FBtr0270344; dbxref=FlyBase:FBpp0268836,FlyBase_Annotation_IDs:GE23826-PA,GB_protein:EDW98351,REFSEQ:XP_002098639,FlyMine:FBpp0268836; MD5=5ecad931b757251209287ff101f56e36; length=323; release=r1.3; species=Dyak; 
FBpp0258814          -          CLIPA                -            1.7e-45  155.0   0.0   2.3e-45  154.6   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:12950479..12951288; ID=FBpp0258814; name=Dyak\GE13804-PA; parent=FBgn0231456,FBtr0260322; dbxref=FlyBase:FBpp0258814,FlyBase_Annotation_IDs:GE13804-PA,GB_protein:EDW91405,REFSEQ:XP_002091693,FlyMine:FBpp0258814; MD5=603754ab425462a7d9da98ddaf43277b; length=269; release=r1.3; species=Dyak; 
FBpp0270627          -          CLIPA                -            4.3e-45  153.8   0.1   6.1e-45  153.3   0.1   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:join(4246032..4246552,4246621..4247032); ID=FBpp0270627; name=Dyak\GE25617-PA; parent=FBgn0242679,FBtr0272135; dbxref=FlyBase:FBpp0270627,FlyBase_Annotation_IDs:GE25617-PA,GB_protein:EDW96050,REFSEQ:XP_002096338,FlyMine:FBpp0270627; MD5=4a8269bf6d0ea8613d6c503d3e612022; length=310; release=r1.3; species=Dyak; 
FBpp0257364          -          CLIPA                -            4.4e-45  153.7   2.2   5.6e-45  153.4   2.2   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(9718162..9718932); ID=FBpp0257364; name=Dyak\GE12354-PA; parent=FBgn0230102,FBtr0258872; dbxref=FlyBase:FBpp0257364,FlyBase_Annotation_IDs:GE12354-PA,GB_protein:EDW90937,REFSEQ:XP_002091225,FlyMine:FBpp0257364; MD5=6a4fca92d02ac6acc33810a8a96e6922; length=256; release=r1.3; species=Dyak; 
FBpp0258543          -          CLIPA                -            4.4e-45  153.7   2.2   5.6e-45  153.4   2.2   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:9720110..9720880; ID=FBpp0258543; name=Dyak\GE13533-PA; parent=FBgn0231198,FBtr0260051; dbxref=FlyBase:FBpp0258543,FlyBase_Annotation_IDs:GE13533-PA,GB_protein:EDW90938,REFSEQ:XP_002091226; MD5=6a4fca92d02ac6acc33810a8a96e6922; length=256; release=r1.3; species=Dyak; 
FBpp0264577          -          CLIPA                -            5.5e-45  153.4   0.8   7.4e-45  153.0   0.8   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:complement(21781153..21781308,21781371..21781666,21782129..21782474); ID=FBpp0264577; name=Dyak\GE19567-PA; parent=FBgn0236907,FBtr0266085; dbxref=FlyBase:FBpp0264577,FlyBase_Annotation_IDs:GE19567-PA,GB_protein:EDW95411,REFSEQ:XP_002095699,FlyMine:FBpp0264577; MD5=a5d34f2ffab37bbda00df247862c6e99; length=265; release=r1.3; species=Dyak; 
FBpp0269480          -          CLIPA                -              8e-45  152.9   0.1   9.5e-45  152.6   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(13161958..13162543,13162599..13162860,13162932..13163312,13163376..13163454); ID=FBpp0269480; name=Dyak\GE24470-PA; parent=FBgn0241586,FBtr0270988; dbxref=FlyBase:FBpp0269480,FlyBase_Annotation_IDs:GE24470-PA,GB_protein:EDW97185,REFSEQ:XP_002097473,FlyMine:FBpp0269480; MD5=11b7700df513b3efbcc95454a706aab7; length=435; release=r1.3; species=Dyak; 
FBpp0269259          -          CLIPA                -            1.3e-44  152.1   0.2   1.5e-43  148.7   0.2   1.9   1   1   0   1   1   1   1 type=protein; loc=3R:complement(15948498..15949195,15949262..15949409,15949893..15950071,15950159..15950216); ID=FBpp0269259; name=Dyak\GE24249-PA; parent=FBgn0241378,FBtr0270767; dbxref=FlyBase:FBpp0269259,FlyBase_Annotation_IDs:GE24249-PA,GB_protein:EDW97553,REFSEQ:XP_002097841,FlyMine:FBpp0269259; MD5=7769dc82d4cb82c95efb519bf2050865; length=360; release=r1.3; species=Dyak; 
FBpp0260151          -          CLIPA                -            1.9e-44  151.6   0.1   2.4e-44  151.3   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2267395..2268159); ID=FBpp0260151; name=Dyak\GE15141-PA; parent=FBgn0232730,FBtr0261659; dbxref=FlyBase:FBpp0260151,FlyBase_Annotation_IDs:GE15141-PA,GB_protein:EDW87366,REFSEQ:XP_002087654,FlyMine:FBpp0260151; MD5=07c4819443d645f96c6486e648abfe02; length=254; release=r1.3; species=Dyak; 
FBpp0258545          -          CLIPA                -            2.8e-44  151.1   1.7   3.7e-44  150.7   1.7   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:9724002..9724772; ID=FBpp0258545; name=Dyak\alphaTry-PA; parent=FBgn0068550,FBtr0260053; dbxref=FlyBase:FBpp0258545,FlyBase_Annotation_IDs:GE13535-PA,GB_protein:EDW90941,REFSEQ:XP_002091229,FlyMine:FBpp0258545; MD5=42a69dbbed7b34805b44caf53af50688; length=256; release=r1.3; species=Dyak; 
FBpp0268838          -          CLIPA                -            1.2e-43  149.0   0.0   1.5e-43  148.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(21619133..21619721,21619775..21620045,21620105..21620204); ID=FBpp0268838; name=Dyak\GE23828-PA; parent=FBgn0240983,FBtr0270346; dbxref=FlyBase:FBpp0268838,FlyBase_Annotation_IDs:GE23828-PA,GB_protein:EDW98350,REFSEQ:XP_002098638,FlyMine:FBpp0268838; MD5=ce809e99c70f513f877e8d0c72cbaff9; length=319; release=r1.3; species=Dyak; 
FBpp0257890          -          CLIPA                -            2.9e-43  147.7   0.2   3.7e-43  147.4   0.2   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(1917920..1918738); ID=FBpp0257890; name=Dyak\GE12880-PA; parent=FBgn0230597,FBtr0259398; dbxref=FlyBase:FBpp0257890,FlyBase_Annotation_IDs:GE12880-PA,GB_protein:EDW89996,REFSEQ:XP_002090284,FlyMine:FBpp0257890; MD5=8666834a256fec3cbd011d37513d6f49; length=272; release=r1.3; species=Dyak; 
FBpp0268162          -          CLIPA                -            7.4e-43  146.4   3.7   8.8e-43  146.2   3.7   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(16807451..16807838,16807896..16808061,16808147..16808245,16808453..16808777,16808855..16809073); ID=FBpp0268162; name=Dyak\GE23152-PA; parent=FBgn0240353,FBtr0269670; dbxref=FlyBase:FBpp0268162,FlyBase_Annotation_IDs:GE23152-PA,GB_protein:EDW89322,REFSEQ:XP_002089610,FlyMine:FBpp0268162; MD5=0379334ede926c6ea853d5d045da11d0; length=398; release=r1.3; species=Dyak; 
FBpp0266542          -          CLIPA                -            1.8e-42  145.1   0.0   2.6e-42  144.6   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:join(6634918..6635438,6635498..6635673,6635737..6636368); ID=FBpp0266542; name=Dyak\GE21532-PA; parent=FBgn0238787,FBtr0268050; dbxref=FlyBase:FBpp0266542,FlyBase_Annotation_IDs:GE21532-PA,GB_protein:EDW93585,REFSEQ:XP_002093873,FlyMine:FBpp0266542; MD5=add01f884f35e119bca66591da161a1a; length=442; release=r1.3; species=Dyak; 
