#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0163182          -          BGBP                 -           2.2e-122  408.6   0.0  2.7e-122  408.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:join(23826094..23826235,23826290..23827120,23827188..23827504,23827826..23828023); ID=FBpp0163182; name=Dmoj\GI13965-PA; parent=FBgn0136719,FBtr0164690; dbxref=FlyBase:FBpp0163182,FlyBase_Annotation_IDs:GI13965-PA,GB_protein:EDW19790,REFSEQ:XP_002009314,FlyMine:FBpp0163182,modMine:FBpp0163182; MD5=82199653471395d43f20968e3baf4d8d; length=495; release=r1.3; species=Dmoj; 
FBpp0164808          -          CLIPA                -            7.4e-51  172.5   0.0   1.1e-50  171.9   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:join(6307678..6307792,6307858..6308047,6308242..6308483,6308950..6309033,6309360..6309640,6309709..6309895,6309967..6310316); ID=FBpp0164808; name=Dmoj\GI15591-PA; parent=FBgn0138340,FBtr0166316; dbxref=FlyBase:FBpp0164808,FlyBase_Annotation_IDs:GI15591-PA,GB_protein:EDW07162,REFSEQ:XP_002009845,FlyMine:FBpp0164808,modMine:FBpp0164808; MD5=3dff9ce020fced6879e71b721bb132e5; length=482; release=r1.3; species=Dmoj; 
FBpp0173536          -          CLIPA                -            7.8e-51  172.5   0.3   9.7e-51  172.2   0.3   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(9992637..9992688,10036576..10037239,10037879..10038473); ID=FBpp0173536; name=Dmoj\GI24319-PA; parent=FBgn0147042,FBtr0175044; dbxref=FlyBase:FBpp0173536,FlyBase_Annotation_IDs:GI24319-PA,GB_protein:EDW14549,REFSEQ:XP_001999088,FlyMine:FBpp0173536,modMine:FBpp0173536; MD5=c55380d2f6a50266000f9250a0fe239b; length=436; release=r1.3; species=Dmoj; 
FBpp0164445          -          CLIPA                -            7.8e-51  172.5   0.0   9.9e-51  172.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:complement(1296968..1297773,1297836..1298114,1298207..1298270); ID=FBpp0164445; name=Dmoj\GI15228-PA; parent=FBgn0137977,FBtr0165953; dbxref=FlyBase:FBpp0164445,FlyBase_Annotation_IDs:GI15228-PA,GB_protein:EDW06762,REFSEQ:XP_002009445,FlyMine:FBpp0164445,modMine:FBpp0164445; MD5=d6152771c47a40166b8ad9e6a5f06dc5; length=382; release=r1.3; species=Dmoj; 
FBpp0171485          -          CLIPA                -            1.4e-50  171.6   0.2   2.5e-50  170.8   0.2   1.3   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(28066577..28067183,28067235..28067584,28067647..28067810,28067966..28067987); ID=FBpp0171485; name=Dmoj\GI22268-PA; parent=FBgn0144996,FBtr0172993; dbxref=FlyBase:FBpp0171485,FlyBase_Annotation_IDs:GI22268-PA,GB_protein:EDW16372,REFSEQ:XP_002000911,FlyMine:FBpp0171485,modMine:FBpp0171485; MD5=19ea825b03c642cf1496ecb116af62ce; length=380; release=r1.3; species=Dmoj; 
FBpp0172419          -          CLIPA                -            2.9e-50  170.6   0.9   3.8e-50  170.2   0.9   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(10917424..10917848,10917908..10918101,10918163..10918211,10918271..10918484,10918552..10918724,10918799..10918874); ID=FBpp0172419; name=Dmoj\GI23202-PA; parent=FBgn0145929,FBtr0173927; dbxref=FlyBase:FBpp0172419,FlyBase_Annotation_IDs:GI23202-PA,GB_protein:EDW14655,REFSEQ:XP_001999194,FlyMine:FBpp0172419,modMine:FBpp0172419; MD5=97a41726edbca175eb0f0d823742c8e5; length=376; release=r1.3; species=Dmoj; 
FBpp0164571          -          CLIPA                -            1.8e-49  168.0   0.0   2.3e-49  167.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:join(1294996..1295020,1295084..1295365,1295428..1296200); ID=FBpp0164571; name=Dmoj\GI15354-PA; parent=FBgn0138103,FBtr0166079; dbxref=FlyBase:FBpp0164571,FlyBase_Annotation_IDs:GI15354-PA,GB_protein:EDW06761,REFSEQ:XP_002009444,FlyMine:FBpp0164571,modMine:FBpp0164571; MD5=aea2aaf47bcf43c3bfe5ab1ed7abcf6e; length=359; release=r1.3; species=Dmoj; 
FBpp0166993          -          CLIPA                -            1.9e-49  167.9   0.1   2.6e-49  167.4   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:join(18248018..18248304,18248364..18248919); ID=FBpp0166993; name=Dmoj\GI17776-PA; parent=FBgn0140517,FBtr0168501; dbxref=FlyBase:FBpp0166993,FlyBase_Annotation_IDs:GI17776-PA,GB_protein:EDW12625,REFSEQ:XP_002003183,FlyMine:FBpp0166993,modMine:FBpp0166993; MD5=4d41c6cadc85cc035ac0c589338cd338; length=280; release=r1.3; species=Dmoj; 
FBpp0173407          -          CLIPA                -            4.4e-49  166.7   0.0   5.4e-49  166.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(7581167..7581248,7581309..7581585,7581642..7581957,7582021..7582293); ID=FBpp0173407; name=Dmoj\GI24190-PA; parent=FBgn0146913,FBtr0174915; dbxref=FlyBase:FBpp0173407,FlyBase_Annotation_IDs:GI24190-PA,GB_protein:EDW14301,REFSEQ:XP_001998840,FlyMine:FBpp0173407,modMine:FBpp0173407; MD5=cb8b32b9cde34981672122152df3d582; length=315; release=r1.3; species=Dmoj; 
FBpp0173021          -          CLIPA                -            1.4e-48  165.1   0.1   1.9e-48  164.6   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:complement(18288414..18288969,18289032..18289285); ID=FBpp0173021; name=Dmoj\GI23804-PA; parent=FBgn0146529,FBtr0174529; dbxref=FlyBase:FBpp0173021,FlyBase_Annotation_IDs:GI23804-PA,GB_protein:EDW12628,REFSEQ:XP_002003186,FlyMine:FBpp0173021,modMine:FBpp0173021; MD5=ca8f65f7860b0b301e6fd6d86e2cb2ec; length=269; release=r1.3; species=Dmoj; 
FBpp0173405          -          CLIPA                -            3.8e-48  163.7   0.0   4.1e-48  163.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(7578193..7578286,7578347..7578617,7578679..7579264); ID=FBpp0173405; name=Dmoj\GI24188-PA; parent=FBgn0146911,FBtr0174913; dbxref=FlyBase:FBpp0173405,FlyBase_Annotation_IDs:GI24188-PA,GB_protein:EDW14299,REFSEQ:XP_001998838,FlyMine:FBpp0173405,modMine:FBpp0173405; MD5=c2fd55f1702ac9c88ec33f0841c23247; length=316; release=r1.3; species=Dmoj; 
FBpp0173022          -          CLIPA                -            5.3e-48  163.2   0.1     7e-48  162.8   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:complement(18285291..18285846,18285908..18286194); ID=FBpp0173022; name=Dmoj\GI23805-PA; parent=FBgn0146530,FBtr0174530; dbxref=FlyBase:FBpp0173022,FlyBase_Annotation_IDs:GI23805-PA,GB_protein:EDW12627,REFSEQ:XP_002003185,FlyMine:FBpp0173022,modMine:FBpp0173022; MD5=9b97e9e0bbb83cf7e213c5f06bf6ad27; length=280; release=r1.3; species=Dmoj; 
FBpp0170467          -          CLIPA                -            6.1e-48  163.0   0.3   7.9e-48  162.6   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:24345429..24346232; ID=FBpp0170467; name=Dmoj\GI21250-PA; parent=FBgn0143980,FBtr0171975; dbxref=FlyBase:FBpp0170467,FlyBase_Annotation_IDs:GI21250-PA,GB_protein:EDW10703,REFSEQ:XP_002006768,FlyMine:FBpp0170467,modMine:FBpp0170467; MD5=5ddfabc34fdb30e32ba874bde2b65e77; length=267; release=r1.3; species=Dmoj; 
FBpp0167570          -          CLIPA                -              2e-47  161.3   0.4   2.4e-47  161.0   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(25706270..25707034); ID=FBpp0167570; name=Dmoj\GI18353-PA; parent=FBgn0141092,FBtr0169078; dbxref=FlyBase:FBpp0167570,FlyBase_Annotation_IDs:GI18353-PA,GB_protein:EDW10811,REFSEQ:XP_002006876,FlyMine:FBpp0167570,modMine:FBpp0167570; MD5=6a8c25a2b20cff55f6ff17af9671b8dc; length=254; release=r1.3; species=Dmoj; 
FBpp0160019          -          CLIPA                -            4.1e-47  160.3   0.8   5.3e-47  159.9   0.8   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:complement(15179162..15179275,15179366..15179667,15181531..15181715,15181791..15181899,15181960..15182322,15183353..15183425); ID=FBpp0160019; name=Dmoj\GI10802-PA; parent=FBgn0133565,FBtr0161527; dbxref=FlyBase:FBpp0160019,FlyBase_Annotation_IDs:GI10802-PA,GB_protein:EDW12287,REFSEQ:XP_002002845,FlyMine:FBpp0160019,modMine:FBpp0160019; MD5=3d9f23d1b678797e24f32497689428e6; length=381; release=r1.3; species=Dmoj; 
FBpp0169690          -          CLIPA                -            4.8e-47  160.0   0.3   7.3e-47  159.4   0.3   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:join(11691175..11691448,11691515..11692347); ID=FBpp0169690; name=Dmoj\GI20473-PA; parent=FBgn0143209,FBtr0171198; dbxref=FlyBase:FBpp0169690,FlyBase_Annotation_IDs:GI20473-PA,GB_protein:EDW09375,REFSEQ:XP_002005440,FlyMine:FBpp0169690,modMine:FBpp0169690; MD5=bd9266a18d4ce44db5c09f0351994055; length=368; release=r1.3; species=Dmoj; 
FBpp0173446          -          CLIPA                -            6.4e-47  159.6   1.0     1e-46  159.0   1.0   1.3   1   1   0   1   1   1   1 type=protein; loc=scaffold_6540:join(8255478..8255480,8255527..8255905,8255961..8256210,8256272..8256857); ID=FBpp0173446; name=Dmoj\GI24229-PA; parent=FBgn0146952,FBtr0174954; dbxref=FlyBase:FBpp0173446,FlyBase_Annotation_IDs:GI24229-PA,GB_protein:EDW14381,REFSEQ:XP_001998920,FlyMine:FBpp0173446,modMine:FBpp0173446; MD5=ead0e29fc226daedc67ab8f525447b27; length=405; release=r1.3; species=Dmoj; 
FBpp0168317          -          CLIPA                -            6.9e-47  159.5   0.9     1e-46  159.0   0.9   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(11168585..11169408,11169473..11169725); ID=FBpp0168317; name=Dmoj\GI19100-PA; parent=FBgn0141839,FBtr0169825; dbxref=FlyBase:FBpp0168317,FlyBase_Annotation_IDs:GI19100-PA,GB_protein:EDW09325,REFSEQ:XP_002005390,FlyMine:FBpp0168317,modMine:FBpp0168317; MD5=64a4f70d31645920d4cc6ee652fd1fff; length=358; release=r1.3; species=Dmoj; 
FBpp0170154          -          CLIPA                -              1e-46  159.0   0.0   1.2e-46  158.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:18178184..18179035; ID=FBpp0170154; name=Dmoj\GI20937-PA; parent=FBgn0143671,FBtr0171662; dbxref=FlyBase:FBpp0170154,FlyBase_Annotation_IDs:GI20937-PA,GB_protein:EDW10177,REFSEQ:XP_002006242,FlyMine:FBpp0170154,modMine:FBpp0170154; MD5=a177ccd879e1d7f007ade22233372b06; length=283; release=r1.3; species=Dmoj; 
FBpp0166655          -          CLIPA                -            1.2e-45  155.4   0.3   1.4e-45  155.2   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:11316577..11317353; ID=FBpp0166655; name=Dmoj\GI17438-PA; parent=FBgn0140182,FBtr0168163; dbxref=FlyBase:FBpp0166655,FlyBase_Annotation_IDs:GI17438-PA,GB_protein:EDW11982,REFSEQ:XP_002002540,FlyMine:FBpp0166655,modMine:FBpp0166655; MD5=b16b59906869816ef500f78a2fbb35ea; length=258; release=r1.3; species=Dmoj; 
FBpp0166654          -          CLIPA                -            1.4e-45  155.2   0.7   1.7e-45  155.0   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:11310518..11311234; ID=FBpp0166654; name=Dmoj\GI17437-PA; parent=FBgn0140181,FBtr0168162; dbxref=FlyBase:FBpp0166654,FlyBase_Annotation_IDs:GI17437-PA,GB_protein:EDW11981,REFSEQ:XP_002002539,FlyMine:FBpp0166654,modMine:FBpp0166654; MD5=5229f5a1e29bb5e9ceb1417934839dfd; length=238; release=r1.3; species=Dmoj; 
FBpp0167630          -          CLIPA                -            2.5e-45  154.4   1.5   3.2e-45  154.0   1.5   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(24329052..24329822); ID=FBpp0167630; name=Dmoj\GI18413-PA; parent=FBgn0141152,FBtr0169138; dbxref=FlyBase:FBpp0167630,FlyBase_Annotation_IDs:GI18413-PA,GB_protein:EDW10695,REFSEQ:XP_002006760,FlyMine:FBpp0167630,modMine:FBpp0167630; MD5=31741d105e560660920a9651123a85db; length=256; release=r1.3; species=Dmoj; 
FBpp0173019          -          CLIPA                -            2.7e-45  154.3   0.4   3.7e-45  153.8   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:complement(18290496..18291051,18291113..18291351); ID=FBpp0173019; name=Dmoj\GI23802-PA; parent=FBgn0146527,FBtr0174527; dbxref=FlyBase:FBpp0173019,FlyBase_Annotation_IDs:GI23802-PA,GB_protein:EDW12629,REFSEQ:XP_002003187,FlyMine:FBpp0173019,modMine:FBpp0173019; MD5=9bb7d8ff6d1f0f31fc10ae197a34b70f; length=264; release=r1.3; species=Dmoj; 
FBpp0167631          -          CLIPA                -            3.3e-45  154.0   1.7   4.3e-45  153.6   1.7   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(24322166..24322936); ID=FBpp0167631; name=Dmoj\GI18414-PA; parent=FBgn0141153,FBtr0169139; dbxref=FlyBase:FBpp0167631,FlyBase_Annotation_IDs:GI18414-PA,GB_protein:EDW10694,REFSEQ:XP_002006759,FlyMine:FBpp0167631,modMine:FBpp0167631; MD5=66d38c023171e12f9607620ffa32ba42; length=256; release=r1.3; species=Dmoj; 
FBpp0166672          -          CLIPA                -            4.6e-45  153.5   0.1   5.8e-45  153.2   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:11767885..11768667; ID=FBpp0166672; name=Dmoj\GI17455-PA; parent=FBgn0140199,FBtr0168180; dbxref=FlyBase:FBpp0166672,FlyBase_Annotation_IDs:GI17455-PA,GB_protein:EDW12018,REFSEQ:XP_002002576,FlyMine:FBpp0166672,modMine:FBpp0166672; MD5=f511b1d86c5d6fafb48559d37b7bcee3; length=260; release=r1.3; species=Dmoj; 
FBpp0167571          -          CLIPA                -            4.8e-45  153.4   0.6   5.9e-45  153.2   0.6   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(25698165..25698929); ID=FBpp0167571; name=Dmoj\GI18354-PA; parent=FBgn0141093,FBtr0169079; dbxref=FlyBase:FBpp0167571,FlyBase_Annotation_IDs:GI18354-PA,GB_protein:EDW10810,REFSEQ:XP_002006875,FlyMine:FBpp0167571,modMine:FBpp0167571; MD5=f7449cef370da0f97f3b851322296bba; length=254; release=r1.3; species=Dmoj; 
FBpp0170464          -          CLIPA                -            8.1e-45  152.7   0.0     1e-44  152.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:24337487..24338302; ID=FBpp0170464; name=Dmoj\GI21247-PA; parent=FBgn0143977,FBtr0171972; dbxref=FlyBase:FBpp0170464,FlyBase_Annotation_IDs:GI21247-PA,GB_protein:EDW10700,REFSEQ:XP_002006765,FlyMine:FBpp0170464,modMine:FBpp0170464; MD5=4b93490cb4a8fc7ef8acec0aba5e9b3c; length=271; release=r1.3; species=Dmoj; 
FBpp0170461          -          CLIPA                -            9.5e-45  152.5   1.2   1.2e-44  152.1   1.2   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:24331084..24331854; ID=FBpp0170461; name=Dmoj\GI21244-PA; parent=FBgn0143974,FBtr0171969; dbxref=FlyBase:FBpp0170461,FlyBase_Annotation_IDs:GI21244-PA,GB_protein:EDW10697,REFSEQ:XP_002006762,FlyMine:FBpp0170461,modMine:FBpp0170461; MD5=6f144187260a35693ceb0624bbdd162c; length=256; release=r1.3; species=Dmoj; 
FBpp0167881          -          CLIPA                -            2.7e-44  151.0   0.0   3.4e-44  150.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(18482097..18482933); ID=FBpp0167881; name=Dmoj\GI18664-PA; parent=FBgn0141403,FBtr0169389; dbxref=FlyBase:FBpp0167881,FlyBase_Annotation_IDs:GI18664-PA,GB_protein:EDW10194,REFSEQ:XP_002006259,FlyMine:FBpp0167881,modMine:FBpp0167881; MD5=a5b9dbe66f6635126b5cd22c70d3057a; length=278; release=r1.3; species=Dmoj; 
FBpp0167629          -          CLIPA                -            5.2e-44  150.1   0.1   6.8e-44  149.7   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(24342396..24343193); ID=FBpp0167629; name=Dmoj\GI18412-PA; parent=FBgn0141151,FBtr0169137; dbxref=FlyBase:FBpp0167629,FlyBase_Annotation_IDs:GI18412-PA,GB_protein:EDW10702,REFSEQ:XP_002006767,FlyMine:FBpp0167629,modMine:FBpp0167629; MD5=2244fbecc58294554d195f3de8c00ad2; length=265; release=r1.3; species=Dmoj; 
FBpp0165901          -          CLIPA                -            5.2e-44  150.0   0.0   7.6e-44  149.5   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(164148..164764,164821..164996,165065..165510); ID=FBpp0165901; name=Dmoj\GI16684-PA; parent=FBgn0139432,FBtr0167409; dbxref=FlyBase:FBpp0165901,FlyBase_Annotation_IDs:GI16684-PA,GB_protein:EDW17100,REFSEQ:XP_002011969,FlyMine:FBpp0165901,modMine:FBpp0165901; MD5=eb27026689f1d46af60a4e2443f02386; length=412; release=r1.3; species=Dmoj; 
FBpp0171151          -          CLIPA                -            5.4e-44  150.0   0.0   6.5e-44  149.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(33967635..33968073,33968382..33968546,33968638..33968747,33968985..33969100,33969155..33969473); ID=FBpp0171151; name=Dmoj\GI21934-PA; parent=FBgn0144663,FBtr0172659; dbxref=FlyBase:FBpp0171151,FlyBase_Annotation_IDs:GI21934-PA,GB_protein:EDW16987,REFSEQ:XP_002001526,FlyMine:FBpp0171151,modMine:FBpp0171151; MD5=d9a38ebddc029ef90134909415b3a51a; length=382; release=r1.3; species=Dmoj; 
FBpp0170462          -          CLIPA                -            7.3e-44  149.6   0.9   8.9e-44  149.3   0.9   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:24334644..24335429; ID=FBpp0170462; name=Dmoj\GI21245-PA; parent=FBgn0143975,FBtr0171970; dbxref=FlyBase:FBpp0170462,FlyBase_Annotation_IDs:GI21245-PA,GB_protein:EDW10698,REFSEQ:XP_002006763,FlyMine:FBpp0170462,modMine:FBpp0170462; MD5=091fb55ab1bf04fdf4f11eb58c8d478b; length=261; release=r1.3; species=Dmoj; 
FBpp0159901          -          CLIPA                -            1.5e-43  148.6   0.8   2.7e-43  147.7   0.8   1.3   1   1   0   1   1   1   1 type=protein; loc=scaffold_6540:join(31190483..31190540,31199256..31199434,31199487..31199664,31199740..31200443); ID=FBpp0159901; name=Dmoj\GI10684-PA; parent=FBgn0133448,FBtr0161409; dbxref=FlyBase:FBpp0159901,FlyBase_Annotation_IDs:GI10684-PA,GB_protein:EDW16711,REFSEQ:XP_002001250,FlyMine:FBpp0159901,modMine:FBpp0159901; MD5=1b21e1a431f571801f92359c225b82fa; length=372; release=r1.3; species=Dmoj; 
FBpp0167569          -          CLIPA                -            2.7e-43  147.7   0.6   3.8e-43  147.2   0.6   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(25708156..25709019); ID=FBpp0167569; name=Dmoj\GI18352-PA; parent=FBgn0141091,FBtr0169077; dbxref=FlyBase:FBpp0167569,FlyBase_Annotation_IDs:GI18352-PA,GB_protein:EDW10812,REFSEQ:XP_002006877,FlyMine:FBpp0167569,modMine:FBpp0167569; MD5=cf95cc1cec6ea3db6fb62b833417c722; length=287; release=r1.3; species=Dmoj; 
FBpp0161178          -          CLIPA                -            7.4e-43  146.3   0.3   9.1e-43  146.0   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:complement(11899224..11900015); ID=FBpp0161178; name=Dmoj\GI11961-PA; parent=FBgn0134718,FBtr0162686; dbxref=FlyBase:FBpp0161178,FlyBase_Annotation_IDs:GI11961-PA,GB_protein:EDW18658,REFSEQ:XP_002008182,FlyMine:FBpp0161178,modMine:FBpp0161178; MD5=b6fa027b49daf519e41ebaf21f4e635c; length=263; release=r1.3; species=Dmoj; 
FBpp0167632          -          CLIPA                -            1.4e-42  145.4   0.7   1.7e-42  145.1   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(24319851..24320633); ID=FBpp0167632; name=Dmoj\GI18415-PA; parent=FBgn0141154,FBtr0169140; dbxref=FlyBase:FBpp0167632,FlyBase_Annotation_IDs:GI18415-PA,GB_protein:EDW10692,REFSEQ:XP_002006757,FlyMine:FBpp0167632,modMine:FBpp0167632; MD5=d694ed4a5f43d7ecc4d52ae29579c918; length=260; release=r1.3; species=Dmoj; 
FBpp0170460          -          CLIPA                -            1.7e-42  145.1   0.0   2.1e-42  144.8   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:24330128..24330895; ID=FBpp0170460; name=Dmoj\GI21243-PA; parent=FBgn0143973,FBtr0171968; dbxref=FlyBase:FBpp0170460,FlyBase_Annotation_IDs:GI21243-PA,GB_protein:EDW10696,REFSEQ:XP_002006761,FlyMine:FBpp0170460,modMine:FBpp0170460; MD5=3820e1aceb41afe3d20a78bdfbac5afd; length=255; release=r1.3; species=Dmoj; 
FBpp0165703          -          CLIPA                -            1.8e-42  145.0   0.0   2.3e-42  144.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6328:join(4013311..4013547,4013607..4013960,4014026..4014400); ID=FBpp0165703; name=Dmoj\GI16486-PA; parent=FBgn0139234,FBtr0167211; dbxref=FlyBase:FBpp0165703,FlyBase_Annotation_IDs:GI16486-PA,GB_protein:EDW06200,REFSEQ:XP_002011358,FlyMine:FBpp0165703,modMine:FBpp0165703; MD5=73ba1eaaccd77cc442bcdfe686a6c295; length=321; release=r1.3; species=Dmoj; 
FBpp0160536          -          CLIPA                -              9e-42  142.7   0.5     1e-41  142.5   0.5   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:complement(23644039..23644194,23644254..23644549,23644613..23644883); ID=FBpp0160536; name=Dmoj\GI11319-PA; parent=FBgn0134080,FBtr0162044; dbxref=FlyBase:FBpp0160536,FlyBase_Annotation_IDs:GI11319-PA,GB_protein:EDW19777,REFSEQ:XP_002009301,FlyMine:FBpp0160536,modMine:FBpp0160536; MD5=ef4ec29e2d35849568276de6a94de223; length=240; release=r1.3; species=Dmoj; 
FBpp0169824          -          CLIPA                -            1.1e-41  142.5   0.0   1.5e-41  141.9   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:13660219..13661004; ID=FBpp0169824; name=Dmoj\GI20607-PA; parent=FBgn0143342,FBtr0171332; dbxref=FlyBase:FBpp0169824,FlyBase_Annotation_IDs:GI20607-PA,GB_protein:EDW09624,REFSEQ:XP_002005689,FlyMine:FBpp0169824,modMine:FBpp0169824; MD5=b649f85f879a873e5982d29225481c7d; length=261; release=r1.3; species=Dmoj; 
FBpp0167074          -          CLIPA                -            1.7e-41  141.8   0.0     2e-41  141.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:19636972..19637775; ID=FBpp0167074; name=Dmoj\GI17857-PA; parent=FBgn0140598,FBtr0168582; dbxref=FlyBase:FBpp0167074,FlyBase_Annotation_IDs:GI17857-PA,GB_protein:EDW12774,REFSEQ:XP_002003332,FlyMine:FBpp0167074,modMine:FBpp0167074; MD5=3af0b2e78d91818abb71cd9d65cb6600; length=267; release=r1.3; species=Dmoj; 
FBpp0174093          -          CLIPA                -            2.4e-41  141.3   0.0   1.6e-20   72.9   0.0   2.0   1   1   1   2   2   2   2 type=protein; loc=scaffold_6540:join(19530845..19530905,19531338..19532081,19532633..19532735,19532985..19533157,19533425..19533795); ID=FBpp0174093; name=Dmoj\GI24876-PA; parent=FBgn0147596,FBtr0175601; dbxref=FlyBase:FBpp0174093,FlyBase_Annotation_IDs:GI24876-PA,GB_protein:EDW15515,REFSEQ:XP_002000054,FlyMine:FBpp0174093,modMine:FBpp0174093; MD5=5f5df12f40c7d40d11977002493d7d80; length=483; release=r1.3; species=Dmoj; 
