id	class	strata	Muscidae	Calyptratae	Schizophora	Cyclorrhapha	Diptera	Endopterygota	Insecta	Arthropoda	Ecdysozoa	Protostomia	Bilateria	Metazoa	Opisthokont
XP_005191059.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005177941.1	known	Metazoa	1	1	8	0	1	15	3	3	6	3	11	1	0
XP_005190932.1	known	Opisthokont	1	1	9	1	5	16	3	5	9	4	11	3	1
XP_005176187.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005175699.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	4	4
XP_005176861.1	known	Metazoa	1	1	9	1	4	15	2	2	5	4	9	4	0
XP_005189384.1	known	Metazoa	1	1	9	0	5	17	3	2	5	3	11	1	0
XP_005181025.1	known	Opisthokont	1	1	9	1	4	17	3	5	9	5	11	4	3
XP_005179868.1	known	Opisthokont	1	1	9	0	3	17	3	3	10	5	10	2	1
XP_005175636.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005183413.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005187068.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	4
XP_005176503.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	10	4	2
XP_005177526.1	known	Metazoa	1	1	9	0	4	15	3	4	8	3	10	1	0
XP_005178525.1	known	Metazoa	1	1	9	0	5	12	0	1	0	2	1	1	0
XP_005184817.1	known	Metazoa	1	1	9	0	5	17	2	5	5	5	11	4	0
XP_005178364.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005190887.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005189591.1	known	Insecta	1	1	9	1	4	15	1	0	0	0	0	0	0
XP_005182481.1	known	Endopterygota	1	1	9	1	4	2	0	0	0	0	0	0	0
XP_005183071.1	known	Metazoa	1	1	9	1	4	16	3	5	8	4	10	3	0
XP_005189013.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	3	2
XP_005188888.1	known	Insecta	1	1	3	1	0	9	1	0	0	0	0	0	0
XP_005184175.1	known	Metazoa	1	1	9	0	5	17	3	4	8	4	11	4	0
XP_005176319.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005186391.1	known	Metazoa	1	1	9	0	5	15	3	5	3	1	8	1	0
XP_005187752.1	known	Metazoa	1	1	9	1	5	17	2	1	8	4	8	3	0
XP_005189998.1	known	Arthropoda	1	1	9	1	5	16	2	2	0	0	0	0	0
XP_005179727.1	known	Insecta	1	1	9	1	1	13	1	0	0	0	0	0	0
XP_005185574.1	known	Protostomia	1	1	4	0	1	3	0	0	0	1	0	0	0
XP_005176218.1	known	Metazoa	1	1	9	1	5	16	3	3	6	2	8	1	0
XP_005189004.1	known	Arthropoda	1	1	9	0	2	2	0	1	0	0	0	0	0
XP_005185438.1	known	Diptera	1	0	6	0	1	0	0	0	0	0	0	0	0
XP_005180372.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005189938.1	known	Metazoa	1	1	9	1	5	17	3	5	1	5	11	2	0
XP_005177565.1	known	Bilateria	1	1	9	1	4	10	3	3	0	0	3	0	0
XP_005181155.1	known	Opisthokont	1	1	9	1	5	17	3	4	7	2	9	2	2
XP_005182567.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	3	0
XP_005182214.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005182754.1	known	Arthropoda	1	1	0	0	0	0	0	1	0	0	0	0	0
XP_005188069.1	known	Metazoa	1	1	9	1	5	17	2	5	0	3	1	2	0
XP_005181204.1	known	Opisthokont	1	1	9	0	5	16	3	4	9	4	10	4	2
XP_005176492.1	known	Opisthokont	1	1	9	0	5	17	3	4	10	5	11	4	4
XP_005175047.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005182167.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005190609.1	known	Opisthokont	1	1	9	1	5	15	3	5	10	5	11	4	4
XP_005177655.1	known	Opisthokont	1	1	9	1	4	1	1	0	2	2	2	2	1
XP_005190337.1	known	Opisthokont	1	1	9	0	5	17	3	4	8	4	11	4	4
XP_005184885.1	known	Opisthokont	1	1	9	1	5	17	3	4	8	5	11	4	3
XP_005183887.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005175132.1	known	Opisthokont	1	1	9	1	5	17	3	4	7	4	10	3	2
XP_005186859.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	3	0
XP_005182605.1	known	Metazoa	1	1	9	0	5	15	2	1	4	3	5	1	0
XP_005182548.1	known	Metazoa	1	1	9	0	5	15	3	2	0	3	10	2	0
XP_005183777.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005178001.1	known	Opisthokont	1	1	9	0	5	17	3	5	5	5	7	3	3
XP_005183250.1	known	Bilateria	1	1	9	1	5	17	2	4	0	3	10	0	0
XP_005175278.1	known	Insecta	1	1	9	1	5	17	3	0	0	0	0	0	0
XP_005191562.1	known	Metazoa	1	1	9	1	5	14	2	3	1	0	2	2	0
XP_005175939.1	known	Diptera	1	1	9	0	1	0	0	0	0	0	0	0	0
XP_005184409.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005192158.1	known	Opisthokont	1	1	9	1	5	17	3	5	1	5	11	3	4
XP_005190969.1	known	Metazoa	1	1	9	0	4	17	3	1	0	1	11	1	0
XP_005181528.1	known	Metazoa	1	1	4	1	1	12	1	0	0	0	1	2	0
XP_005186518.1	known	Endopterygota	1	0	2	0	0	1	0	0	0	0	0	0	0
XP_005188651.1	known	Metazoa	1	1	8	0	5	17	1	2	0	4	11	2	0
XP_005187747.1	known	Metazoa	1	1	9	0	5	17	3	5	7	4	11	4	0
XP_005182618.1	known	Bilateria	1	1	9	0	0	1	0	1	0	0	2	0	0
XP_005185731.1	known	Diptera	1	1	7	0	2	0	0	0	0	0	0	0	0
XP_005189040.1	known	Diptera	1	1	9	0	5	0	0	0	0	0	0	0	0
XP_005178776.1	known	Opisthokont	1	1	9	1	5	15	3	5	10	4	11	4	4
XP_005192126.1	known	Metazoa	1	1	9	1	5	15	3	5	6	5	11	3	0
XP_005192188.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005175799.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005182257.1	known	Bilateria	1	0	3	0	0	2	0	1	2	2	1	0	0
XP_005177368.1	known	Metazoa	1	1	9	1	5	15	3	5	10	5	11	4	0
XP_005191625.1	known	Bilateria	1	0	9	0	2	3	1	1	0	0	3	0	0
XP_005182882.1	known	Opisthokont	1	1	9	1	5	16	3	4	10	5	10	4	2
XP_005186205.1	known	Opisthokont	1	1	9	1	5	17	3	5	7	4	11	4	2
XP_005184815.1	known	Ecdysozoa	1	1	9	0	3	1	0	0	3	0	0	0	0
XP_005175892.1	known	Opisthokont	1	1	9	0	5	16	2	5	10	5	11	4	4
XP_005180355.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	4
XP_005190116.1	known	Arthropoda	1	1	9	1	5	17	3	5	0	0	0	0	0
XP_005179025.1	known	Opisthokont	1	1	9	0	5	13	2	4	7	3	10	1	2
XP_005192080.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005186473.1	known	Insecta	1	1	9	1	5	13	3	0	0	0	0	0	0
XP_005175201.1	known	Protostomia	1	1	9	0	0	8	1	0	0	1	0	0	0
XP_005185663.1	known	Opisthokont	1	1	9	1	5	16	3	4	10	5	11	4	4
XP_005186441.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	4	10	3	3
XP_005191052.1	known	Opisthokont	1	1	9	0	5	14	3	5	9	5	9	4	4
XP_005182243.1	known	Schizophora	1	0	8	0	0	0	0	0	0	0	0	0	0
XP_005184315.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	4	11	4	4
XP_005189959.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	4	11	4	2
XP_005174796.1	known	Arthropoda	1	1	9	1	5	15	3	1	0	0	0	0	0
XP_005181658.1	known	Opisthokont	1	1	9	0	4	12	3	4	9	5	11	4	3
XP_005180165.1	known	Metazoa	1	1	9	1	5	16	3	5	10	5	11	3	0
XP_005187390.1	known	Protostomia	1	1	9	0	5	17	3	1	0	1	0	0	0
XP_005185998.1	known	Metazoa	1	1	9	1	5	17	3	5	9	4	11	2	0
XP_005179003.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	4	11	3	3
XP_005182524.1	known	Metazoa	1	1	9	1	5	16	3	2	0	0	0	1	0
XP_005187082.1	known	Endopterygota	1	0	0	0	0	1	0	0	0	0	0	0	0
XP_005175196.1	known	Diptera	1	1	7	0	3	0	0	0	0	0	0	0	0
XP_005187132.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005185451.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176381.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	3
XP_005186782.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005190212.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	10	4	3
XP_005180820.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	4
XP_005182958.1	known	Metazoa	1	1	9	0	5	15	2	5	9	5	11	2	0
XP_005186319.1	known	Opisthokont	1	1	9	1	5	17	3	5	4	5	11	3	1
XP_005181569.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005184838.1	known	Protostomia	1	1	8	0	3	3	0	0	0	1	0	0	0
XP_005181848.1	known	Metazoa	1	1	9	1	5	17	3	5	0	1	10	3	0
XP_005184244.1	known	Metazoa	1	1	9	1	5	15	2	1	8	3	8	2	0
XP_005182322.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	4	4
XP_005184649.1	known	Protostomia	1	1	9	1	5	13	3	5	7	2	0	0	0
XP_005176814.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	4	3
XP_005180874.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005184170.1	known	Bilateria	1	1	8	0	5	14	3	4	3	3	11	0	0
XP_005183189.1	known	Diptera	1	1	4	0	1	0	0	0	0	0	0	0	0
XP_005179915.1	known	Metazoa	1	1	9	0	5	17	3	4	8	4	11	4	0
XP_005176129.1	known	Opisthokont	1	1	9	0	5	13	2	5	7	3	11	3	3
XP_005180554.1	known	Diptera	1	1	9	0	5	0	0	0	0	0	0	0	0
XP_005178156.1	known	Metazoa	1	1	9	0	5	17	2	5	10	5	10	2	0
XP_005179508.1	known	Opisthokont	1	1	9	1	5	17	3	5	6	4	11	4	4
XP_005184429.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	5	11	4	2
XP_005183549.1	known	Schizophora	1	1	1	0	0	0	0	0	0	0	0	0	0
XP_005185078.1	known	Opisthokont	1	1	9	1	5	15	3	5	10	4	11	3	2
XP_005179354.1	known	Opisthokont	1	0	9	1	5	12	3	1	0	1	9	1	1
XP_005177630.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187526.1	known	Schizophora	1	1	1	0	0	0	0	0	0	0	0	0	0
XP_005185999.1	known	Metazoa	1	0	9	1	4	12	2	4	2	2	0	1	0
XP_005178662.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187357.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005185205.1	known	Opisthokont	1	1	9	0	0	2	1	0	0	1	8	1	1
XP_005185801.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005177009.1	known	Diptera	1	1	9	0	4	0	0	0	0	0	0	0	0
XP_005177090.1	known	Metazoa	1	1	9	0	4	7	0	0	8	2	8	1	0
XP_005182178.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	4	11	4	3
XP_005180777.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005177336.1	known	Opisthokont	1	1	9	1	5	17	2	4	10	5	10	3	4
XP_005178542.1	known	Bilateria	1	1	9	0	3	17	2	3	2	3	5	0	0
XP_005184364.1	known	Bilateria	1	1	9	0	5	14	1	0	0	2	1	0	0
XP_005186566.1	known	Opisthokont	1	1	9	0	5	16	3	3	8	4	9	2	4
XP_005185275.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005179840.1	known	Diptera	1	0	8	0	1	0	0	0	0	0	0	0	0
XP_005188917.1	known	Metazoa	1	1	9	1	5	17	3	2	8	3	10	3	0
XP_005190694.1	known	Metazoa	1	1	9	0	5	13	2	1	0	3	10	2	0
XP_005183402.1	known	Schizophora	1	1	2	0	0	0	0	0	0	0	0	0	0
XP_005180740.1	known	Metazoa	1	1	9	0	5	13	3	5	5	3	10	1	0
XP_005181508.1	known	Opisthokont	1	1	9	1	5	16	3	5	9	5	11	4	2
XP_005184985.1	known	Arthropoda	1	1	9	1	5	17	3	5	0	0	0	0	0
XP_005180977.1	known	Insecta	1	1	8	0	1	1	1	0	0	0	0	0	0
XP_005182345.1	known	Opisthokont	1	1	9	0	5	17	3	4	10	4	9	3	4
XP_005185446.1	known	Opisthokont	1	1	9	1	5	17	1	5	7	3	11	2	1
XP_005181272.1	known	Bilateria	1	1	1	0	2	4	1	0	0	0	4	0	0
XP_005182667.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005176423.1	known	Protostomia	1	0	4	0	1	7	3	3	0	1	0	0	0
XP_005181963.1	known	Metazoa	1	1	9	0	5	17	3	5	1	5	11	2	0
XP_005181310.1	known	Opisthokont	1	1	9	0	4	11	2	4	0	4	10	4	4
XP_005187453.1	known	Metazoa	1	1	8	0	0	17	2	3	10	5	11	4	0
XP_005178272.1	known	Bilateria	1	1	9	1	2	17	1	3	0	3	4	0	0
XP_005176439.1	known	Insecta	1	1	9	1	5	0	1	0	0	0	0	0	0
XP_005189150.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005176714.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005189325.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005183908.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005181475.1	known	Metazoa	1	1	9	0	5	17	3	4	8	4	11	4	0
XP_005189741.1	known	Metazoa	1	1	9	0	5	16	3	3	0	4	9	2	0
XP_005186627.1	known	Metazoa	1	1	0	0	4	16	2	1	0	2	4	3	0
XP_005176197.1	known	Metazoa	1	1	9	0	5	10	2	1	2	1	1	1	0
XP_005177507.1	known	Arthropoda	1	1	9	1	5	16	2	5	0	0	0	0	0
XP_005186142.1	known	Endopterygota	1	1	3	0	0	1	0	0	0	0	0	0	0
XP_005180289.1	known	Diptera	1	1	2	0	1	0	0	0	0	0	0	0	0
XP_005186533.1	known	Metazoa	1	1	9	1	5	17	3	5	8	5	11	3	0
XP_005180059.1	known	Metazoa	1	1	9	0	5	16	3	5	9	5	11	3	0
XP_005175007.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005179948.1	known	Opisthokont	1	0	3	0	2	2	1	1	7	1	2	2	4
XP_005179292.1	known	Ecdysozoa	1	1	9	1	5	17	3	5	10	0	0	0	0
XP_005181711.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005183544.1	known	Metazoa	1	1	9	1	5	17	3	5	10	3	11	3	0
XP_005187259.1	known	Opisthokont	1	1	9	1	4	15	3	5	9	5	11	4	2
XP_005188446.1	known	Endopterygota	1	1	9	1	3	3	0	0	0	0	0	0	0
XP_005175383.1	known	Metazoa	1	1	9	0	5	16	3	5	10	5	11	4	0
XP_005186929.1	known	Opisthokont	1	1	9	0	5	17	3	4	8	2	11	2	4
XP_005184340.1	known	Endopterygota	1	1	8	0	2	2	0	0	0	0	0	0	0
XP_005177595.1	known	Metazoa	1	1	9	0	4	5	1	3	2	3	3	1	0
XP_005187655.1	known	Endopterygota	1	0	4	0	2	2	0	0	0	0	0	0	0
XP_005181243.1	known	Opisthokont	1	1	9	1	3	13	3	4	9	4	11	4	3
XP_005189125.1	known	Metazoa	1	1	9	1	5	7	2	2	3	2	4	2	0
XP_005186934.1	known	Opisthokont	1	1	4	0	3	8	1	3	5	2	1	1	1
PASA1_model_29	novel	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005179515.1	known	Opisthokont	1	1	9	1	5	17	2	4	0	4	11	4	4
XP_005176437.1	known	Diptera	1	1	2	0	1	0	0	0	0	0	0	0	0
XP_005186514.1	known	Opisthokont	1	1	9	0	4	17	3	5	10	5	11	4	4
XP_005177901.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005191903.1	known	Metazoa	1	1	9	1	5	16	3	5	7	3	11	2	0
XP_005192127.1	known	Metazoa	1	1	9	0	5	16	3	5	3	2	10	2	0
XP_005184732.1	known	Opisthokont	1	1	9	0	5	17	3	4	8	5	11	4	4
XP_005183000.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005175162.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	2	1
XP_005188835.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005180428.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176424.1	known	Metazoa	1	1	9	1	4	14	3	3	0	2	2	1	0
XP_005186932.1	known	Insecta	1	1	9	1	5	17	3	0	0	0	0	0	0
XP_005188703.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005185757.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005190094.1	known	Metazoa	1	1	9	1	5	17	3	5	3	3	11	1	0
XP_005181143.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005178727.1	known	Arthropoda	1	1	8	1	5	13	0	1	0	0	0	0	0
XP_005184536.1	known	Opisthokont	1	1	9	0	5	15	3	5	9	4	11	4	4
XP_005191636.1	known	Metazoa	1	1	9	1	5	15	3	4	5	1	6	1	0
XP_005183082.1	known	Metazoa	1	1	9	1	5	17	3	2	0	0	1	1	0
XP_005176587.1	known	Cyclorrhapha	1	1	9	1	0	0	0	0	0	0	0	0	0
XP_005183121.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005190836.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005185317.1	known	Schizophora	1	1	3	0	0	0	0	0	0	0	0	0	0
XP_005187708.1	known	Metazoa	1	1	9	1	5	8	1	0	0	0	0	1	0
XP_005189660.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005179246.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005178895.1	known	Metazoa	1	1	5	0	2	1	0	0	0	1	0	1	0
XP_005181092.1	known	Opisthokont	1	1	9	1	5	16	3	5	8	5	9	3	4
XP_005183765.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005181989.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	10	3	4
XP_005184505.1	known	Bilateria	1	1	9	0	0	2	0	0	0	0	1	0	0
XP_005176338.1	known	Insecta	1	0	9	0	5	12	2	0	0	0	0	0	0
XP_005179183.1	known	Metazoa	1	1	9	1	5	17	3	5	9	5	11	2	0
XP_005177843.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	4	4
XP_005187486.1	known	Protostomia	1	1	7	0	3	6	1	1	0	1	0	0	0
XP_005192094.1	known	Endopterygota	1	1	9	0	0	1	0	0	0	0	0	0	0
XP_005177918.1	known	Metazoa	1	1	9	0	5	17	3	5	10	5	11	4	0
XP_005179589.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005191852.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005190014.1	known	Opisthokont	1	1	9	0	5	17	3	5	8	4	11	3	3
XP_005192123.1	known	Endopterygota	1	1	8	0	5	2	0	0	0	0	0	0	0
XP_005190130.1	known	Endopterygota	1	0	9	0	0	4	0	0	0	0	0	0	0
XP_005176340.1	known	Metazoa	1	1	9	0	5	13	3	5	8	3	3	1	0
XP_005187411.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005176010.1	known	Schizophora	1	1	7	0	0	0	0	0	0	0	0	0	0
XP_005191111.1	known	Endopterygota	1	1	5	0	0	2	0	0	0	0	0	0	0
XP_005176656.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005183988.1	known	Opisthokont	1	1	9	1	5	16	3	5	9	5	11	4	3
XP_005190392.1	known	Bilateria	1	0	9	0	1	11	1	4	6	1	3	0	0
XP_005177933.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005185629.1	known	Metazoa	1	1	9	1	5	15	3	3	9	5	11	3	0
XP_005177730.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005179547.1	known	Diptera	1	1	8	1	4	0	0	0	0	0	0	0	0
XP_005188497.1	known	Ecdysozoa	1	1	9	1	3	16	3	0	1	0	0	0	0
XP_005190018.1	known	Opisthokont	1	0	9	0	5	17	2	5	9	5	10	3	4
XP_005189424.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005174784.1	known	Opisthokont	1	1	9	0	5	15	3	4	10	5	10	4	4
XP_005187134.1	known	Ecdysozoa	1	0	0	0	2	0	0	0	1	0	0	0	0
XP_005177924.1	known	Opisthokont	1	1	9	1	5	15	2	2	8	3	9	4	1
XP_005186781.1	known	Metazoa	1	0	9	1	3	16	1	3	2	3	10	4	0
XP_005190222.1	known	Ecdysozoa	1	1	9	0	0	7	0	0	1	0	0	0	0
XP_005178493.1	known	Endopterygota	1	0	0	0	2	1	0	0	0	0	0	0	0
XP_005176107.1	known	Endopterygota	1	1	2	0	0	7	0	0	0	0	0	0	0
XP_005176395.1	known	Metazoa	1	0	9	1	5	15	3	3	10	5	11	4	0
XP_005176530.1	known	Metazoa	1	1	9	0	5	13	2	4	4	3	8	1	0
XP_005180279.1	known	Bilateria	1	1	9	0	1	1	1	0	0	1	1	0	0
XP_005178035.1	known	Opisthokont	1	1	9	0	5	16	3	5	0	5	9	2	1
XP_005184616.1	known	Insecta	1	1	9	1	2	1	1	0	0	0	0	0	0
XP_005182114.1	known	Metazoa	1	1	9	0	5	13	3	5	10	5	11	2	0
XP_005191697.1	known	Ecdysozoa	1	0	0	0	2	0	0	0	1	0	0	0	0
XP_005175887.1	known	Metazoa	1	1	9	0	5	17	0	1	0	4	9	1	0
XP_005188839.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005191159.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	10	4	2
XP_005177866.1	known	Bilateria	1	1	7	0	1	6	1	1	0	0	3	0	0
XP_005179120.1	known	Opisthokont	1	1	9	1	5	16	2	4	10	4	11	4	4
XP_005189671.1	known	Metazoa	1	1	9	1	5	17	2	5	10	5	11	4	0
XP_005175169.1	known	Metazoa	1	1	9	0	5	17	3	5	10	5	11	2	0
XP_005179595.1	known	Metazoa	1	1	9	0	4	6	0	1	0	0	1	1	0
XP_005190687.1	known	Opisthokont	1	1	9	1	5	17	2	5	10	4	11	4	3
XP_005175270.1	known	Schizophora	1	1	1	0	0	0	0	0	0	0	0	0	0
XP_005188487.1	known	Metazoa	1	1	9	1	5	15	3	2	8	4	9	1	0
XP_005184444.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005190875.1	known	Metazoa	1	1	9	0	5	8	0	3	0	2	9	1	0
XP_005190674.1	known	Metazoa	1	1	9	0	5	16	3	5	10	4	11	4	0
XP_005179287.1	known	Metazoa	1	1	9	1	5	14	2	3	6	4	10	3	0
XP_005186602.1	known	Opisthokont	1	1	9	0	4	17	3	5	10	5	10	3	1
XP_005175285.1	known	Diptera	1	1	2	0	2	0	0	0	0	0	0	0	0
XP_005192078.1	known	Metazoa	1	0	2	1	3	3	0	1	0	0	6	1	0
XP_005191585.1	known	Cyclorrhapha	1	0	9	1	0	0	0	0	0	0	0	0	0
XP_005190869.1	known	Bilateria	1	1	8	1	2	11	3	2	5	3	10	0	0
XP_005182356.1	known	Endopterygota	1	1	9	0	2	12	0	0	0	0	0	0	0
XP_005186014.1	known	Endopterygota	1	1	9	1	5	3	0	0	0	0	0	0	0
XP_005184319.1	known	Metazoa	1	1	8	1	5	11	1	3	7	0	8	1	0
XP_005178498.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	1
XP_005177771.1	known	Metazoa	1	1	9	1	5	12	3	4	8	3	7	1	0
XP_005190027.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	4	11	4	4
XP_005186794.1	known	Insecta	1	1	9	0	0	0	1	0	0	0	0	0	0
XP_005185523.1	known	Bilateria	1	1	9	1	5	17	3	5	10	4	6	0	0
XP_005178100.1	known	Insecta	1	1	4	0	0	0	1	0	0	0	0	0	0
XP_005188793.1	known	Opisthokont	1	1	9	0	5	16	3	5	3	4	11	4	4
XP_005185960.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	1
XP_005186299.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	10	3	3
XP_005183580.1	known	Metazoa	1	0	9	1	5	16	3	4	5	2	1	2	0
XP_005186706.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005178856.1	known	Metazoa	1	1	9	1	5	16	3	5	10	5	11	4	0
XP_005188140.1	known	Opisthokont	1	1	9	1	4	17	3	5	9	5	11	4	4
XP_005176007.1	known	Arthropoda	1	0	0	0	1	2	1	1	0	0	0	0	0
XP_005188464.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	3
XP_005190830.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	5	10	3	4
XP_005182765.1	known	Bilateria	1	1	9	0	5	16	3	3	7	3	8	0	0
XP_005184737.1	known	Bilateria	1	1	9	0	5	13	2	1	5	2	9	0	0
XP_005177894.1	known	Endopterygota	1	1	4	1	1	9	0	0	0	0	0	0	0
XP_005179838.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	3	0
XP_005186791.1	known	Diptera	1	1	9	0	5	0	0	0	0	0	0	0	0
XP_005186856.1	known	Endopterygota	1	1	9	0	5	13	0	0	0	0	0	0	0
XP_005177991.1	known	Bilateria	1	1	4	0	0	3	2	1	0	0	2	0	0
XP_005182049.1	known	Arthropoda	1	0	0	0	0	0	0	1	0	0	0	0	0
XP_005178827.1	known	Metazoa	1	1	0	1	2	6	1	0	0	0	2	1	0
XP_005181690.1	known	Opisthokont	1	1	9	1	5	17	2	5	10	5	11	4	4
XP_005191884.1	known	Metazoa	1	1	9	0	5	15	2	3	4	3	9	4	0
XP_005176688.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	3	1
XP_005189479.1	known	Cyclorrhapha	1	0	8	1	0	0	0	0	0	0	0	0	0
XP_005182935.1	known	Insecta	1	0	6	0	3	8	2	0	0	0	0	0	0
XP_005191507.1	known	Metazoa	1	1	9	0	5	16	3	5	8	5	11	2	0
XP_005185969.1	known	Metazoa	1	1	9	1	5	16	3	5	10	5	11	2	0
